api,signature,cycle_ms
PRIVATE_IP_021,FC3_addr97_qty1,2003.365993
PRIVATE_IP_021,FC3_addr0_qty86,1002.479076
PRIVATE_IP_021,FC3_addr94_qty86,1003.792048
PRIVATE_IP_021,FC3_addr94_qty75,2001.881123
PRIVATE_IP_021,FC3_addr0_qty86,999.677896
PRIVATE_IP_021,FC3_addr94_qty86,998.955011
PRIVATE_IP_021,FC3_addr0_qty75,1998.683929
PRIVATE_IP_021,FC3_addr3_qty1,1997.987032
PRIVATE_IP_021,FC3_addr97_qty1,1998.891830
PRIVATE_IP_021,FC3_addr0_qty86,1002.856970
PRIVATE_IP_021,FC3_addr94_qty86,1005.055904
PRIVATE_IP_021,FC3_addr94_qty75,1998.467922
PRIVATE_IP_021,FC3_addr0_qty86,999.856949
PRIVATE_IP_021,FC3_addr94_qty86,998.240948
PRIVATE_IP_021,FC3_addr0_qty75,2001.088858
PRIVATE_IP_021,FC3_addr3_qty1,2004.191160
PRIVATE_IP_021,FC3_addr97_qty1,2005.304098
PRIVATE_IP_021,FC3_addr0_qty86,1001.943111
PRIVATE_IP_021,FC3_addr94_qty86,1001.465082
PRIVATE_IP_021,FC3_addr94_qty75,2000.976086
PRIVATE_IP_021,FC3_addr0_qty86,999.860048
PRIVATE_IP_021,FC3_addr94_qty86,999.104023
PRIVATE_IP_021,FC3_addr0_qty75,2002.753019
PRIVATE_IP_021,FC3_addr3_qty1,2002.532005
PRIVATE_IP_021,FC3_addr97_qty1,2001.132965
PRIVATE_IP_021,FC3_addr0_qty86,1000.546932
