run_id,scenario,target,iface,metric,label,value,unit,source_file,notes
macsec_PRIVATE_IP_021_20260618_121101,macsec,PRIVATE_IP_021,tun0,net_rxpck_s,net_rxpck_s,26.780,packets/s,raw/sar_net_dev.log,Promedio sar -n DEV para tun0.
macsec_PRIVATE_IP_021_20260618_121101,macsec,PRIVATE_IP_021,tun0,net_txpck_s,net_txpck_s,36.730,packets/s,raw/sar_net_dev.log,Promedio sar -n DEV para tun0.
macsec_PRIVATE_IP_021_20260618_121101,macsec,PRIVATE_IP_021,tun0,net_rx_kBps,Recepcion promedio,2.485,kB/s,raw/sar_net_dev.log,Promedio sar -n DEV para tun0.
macsec_PRIVATE_IP_021_20260618_121101,macsec,PRIVATE_IP_021,tun0,net_tx_kBps,Transmision promedio,1.895,kB/s,raw/sar_net_dev.log,Promedio sar -n DEV para tun0.
macsec_PRIVATE_IP_021_20260618_121101,macsec,PRIVATE_IP_021,tun0,net_ifutil_pct,Utilizacion de interfaz,0.000,%,raw/sar_net_dev.log,Promedio de utilizacion de interfaz para tun0.
