sample,elapsed_s,mem_total_mib,swpd_mib,free_mib,buff_mib,cache_mib,available_proxy_mib,used_including_cache_mib,used_including_cache_pct,used_without_buffer_cache_mib,used_without_buffer_cache_pct,swap_in_kib_s,swap_out_kib_s,context_switches_s,cpu_user_pct,cpu_system_pct,cpu_idle_pct,cpu_iowait_pct
29,28,24032.0,4.03515625,1381.35546875,397.34765625,20576.07421875,22354.77734375,22650.64453125,94.25201619195239,1677.22265625,6.979122238057591,0.0,0.0,2195.0,5.0,2.0,93.0,0.0
30,29,24032.0,4.03515625,1379.4921875,397.34765625,20576.0859375,22352.92578125,22652.5078125,94.2597695260486,1679.07421875,6.9868268090462715,0.0,0.0,2541.0,5.0,3.0,92.0,0.0
31,30,24032.0,4.03515625,1372.640625,397.3515625,20576.109375,22346.1015625,22659.359375,94.28827968958056,1685.8984375,7.015223191994008,0.0,0.0,4307.0,5.0,3.0,91.0,0.0
32,31,24032.0,4.03515625,1371.41015625,397.3515625,20576.13671875,22344.8984375,22660.58984375,94.2933998158705,1687.1015625,7.020229537699733,0.0,0.0,2171.0,4.0,2.0,94.0,0.0
33,32,24032.0,4.03515625,1365.76171875,397.3515625,20576.1640625,22339.27734375,22666.23828125,94.31690363369674,1692.72265625,7.043619574941744,0.0,0.0,2361.0,5.0,3.0,92.0,0.0
34,33,24032.0,4.03515625,1368.86328125,397.3515625,20576.1953125,22342.41015625,22663.13671875,94.30399766457224,1689.58984375,7.030583570863848,0.0,0.0,2952.0,6.0,4.0,90.0,0.0
35,34,24032.0,4.03515625,1367.83203125,397.3515625,20576.2109375,22341.39453125,22664.16796875,94.30828881803428,1690.60546875,7.0348097068492015,0.0,0.0,2427.0,9.0,2.0,88.0,0.0
36,35,24032.0,4.03515625,1367.33984375,397.3515625,20576.24609375,22340.9375,22664.66015625,94.31033686855027,1691.0625,7.0367114680426095,0.0,0.0,2040.0,4.0,2.0,94.0,0.0
37,36,24032.0,4.03515625,1364.42578125,397.3515625,20576.25390625,22338.03125,22667.57421875,94.3224626279544,1693.96875,7.048804718708388,0.0,0.0,2159.0,4.0,2.0,93.0,0.0
38,37,24032.0,4.03515625,1363.41796875,397.3515625,20576.28515625,22337.0546875,22668.58203125,94.3266562552014,1694.9453125,7.052868311001998,0.0,0.0,2154.0,4.0,2.0,94.0,0.0
39,38,24032.0,4.03515625,1377.09765625,397.3515625,20576.3125,22350.76171875,22654.90234375,94.26973345435253,1681.23828125,6.995831729568907,0.0,0.0,2897.0,6.0,4.0,91.0,0.0
40,39,24032.0,4.03515625,1376.46875,397.3515625,20576.3359375,22350.15625,22655.53125,94.27235040778962,1681.84375,6.998351156790945,0.0,0.0,2280.0,5.0,2.0,93.0,0.0
41,40,24032.0,4.03515625,1374.19140625,397.3515625,20576.35546875,22347.8984375,22657.80859375,94.28182670501832,1684.1015625,7.0077461821737685,0.0,0.0,2087.0,5.0,2.0,93.0,0.0
42,41,24032.0,4.03515625,1375.6484375,397.3515625,20576.3828125,22349.3828125,22656.3515625,94.27576382531625,1682.6171875,7.001569521887483,0.0,0.0,3837.0,5.0,3.0,92.0,0.0
43,42,24032.0,4.03515625,1375.4296875,397.3515625,20576.3984375,22349.1796875,22656.5703125,94.27667406999002,1682.8203125,7.002414749084554,0.0,0.0,2148.0,4.0,2.0,94.0,0.0
44,43,24032.0,4.03515625,1373.24609375,397.3515625,20576.44140625,22347.0390625,22658.75390625,94.28576026235852,1684.9609375,7.011322143392144,0.0,0.0,6074.0,7.0,5.0,88.0,0.0
45,44,24032.0,4.03515625,1371.3046875,397.3515625,20576.4609375,22345.1171875,22660.6953125,94.29383868383822,1686.8828125,7.019319293025965,0.0,0.0,2636.0,8.0,2.0,89.0,0.0
46,45,24032.0,4.03515625,1383.7109375,397.35546875,20576.48046875,22357.546875,22648.2890625,94.2422148073402,1674.453125,6.967597890312915,0.0,0.0,2493.0,5.0,3.0,93.0,0.0
