request_frame,response_frame,client_ip,server_ip,transaction_id,unit_id,function_code,function_base,function_name,reference_num,quantity,register_signature,request_time_epoch,response_time_epoch,rtt_ms,status,is_exception,exception_code,request_bytes,response_bytes
18580,18586,PRIVATE_IP_001,PRIVATE_IP_016,6,1,3,3,Read Holding Registers,215.0,1.0,fc3:unit1:reg215:qty1:serverPRIVATE_IP_016,1781798532.11447,1781798532.1194293,4.959344863891602,matched,False,,12,11
18585,18587,PRIVATE_IP_001,PRIVATE_IP_022,122,1,3,3,Read Holding Registers,3.0,1.0,fc3:unit1:reg3:qty1:serverPRIVATE_IP_022,1781798532.1181955,1781798532.1236954,5.499839782714844,matched,False,,12,11
18590,18595,PRIVATE_IP_001,PRIVATE_IP_022,123,1,3,3,Read Holding Registers,97.0,1.0,fc3:unit1:reg97:qty1:serverPRIVATE_IP_022,1781798532.1257966,1781798532.1320722,6.275653839111328,matched,False,,12,11
18598,18599,PRIVATE_IP_001,PRIVATE_IP_016,9,1,3,3,Read Holding Registers,300.0,22.0,fc3:unit1:reg300:qty22:serverPRIVATE_IP_016,1781798532.3563662,1781798532.3626492,6.283044815063477,matched,False,,12,53
18601,18602,PRIVATE_IP_001,PRIVATE_IP_016,10,1,3,3,Read Holding Registers,1.0,124.0,fc3:unit1:reg1:qty124:serverPRIVATE_IP_016,1781798532.3662386,1781798532.3720872,5.84864616394043,matched,False,,12,257
18603,18607,PRIVATE_IP_001,PRIVATE_IP_016,11,1,3,3,Read Holding Registers,125.0,88.0,fc3:unit1:reg125:qty88:serverPRIVATE_IP_016,1781798532.3821678,1781798532.3878074,5.639553070068359,matched,False,,12,185
18604,18611,PRIVATE_IP_001,PRIVATE_IP_018,12,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_018,1781798532.3855166,1781798532.3913114,5.794763565063477,matched,False,,12,209
18605,18609,PRIVATE_IP_001,PRIVATE_IP_021,195,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_021,1781798532.3855548,1781798532.391186,5.631208419799805,matched,False,,12,209
18606,18614,PRIVATE_IP_001,PRIVATE_IP_019,12,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_019,1781798532.3876636,1781798532.3926992,5.035638809204102,matched,False,,12,209
18608,18613,PRIVATE_IP_001,PRIVATE_IP_016,12,1,3,3,Read Holding Registers,101.0,33.0,fc3:unit1:reg101:qty33:serverPRIVATE_IP_016,1781798532.389537,1781798532.3924685,2.931356430053711,matched,False,,12,75
18616,18617,PRIVATE_IP_001,PRIVATE_IP_026,195,1,4,4,Read Input Registers,0.0,30.0,fc4:unit1:reg0:qty30:serverPRIVATE_IP_026,1781798532.4011064,1781798532.4041328,3.0264854431152344,matched,False,,12,69
18619,18620,PRIVATE_IP_001,PRIVATE_IP_020,195,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_020,1781798532.4041946,1781798532.4091527,4.958152770996094,matched,False,,12,209
18623,18624,PRIVATE_IP_001,PRIVATE_IP_022,131,1,3,3,Read Holding Registers,0.0,86.0,fc3:unit1:reg0:qty86:serverPRIVATE_IP_022,1781798532.6948004,1781798532.7054954,10.69498062133789,matched,False,,12,181
18626,18627,PRIVATE_IP_001,PRIVATE_IP_022,132,1,3,3,Read Holding Registers,94.0,86.0,fc3:unit1:reg94:qty86:serverPRIVATE_IP_022,1781798532.7084332,1781798532.7146246,6.191492080688477,matched,False,,12,181
18656,18673,PRIVATE_IP_001,PRIVATE_IP_019,98,1,3,3,Read Holding Registers,53.0,1.0,fc3:unit1:reg53:qty1:serverPRIVATE_IP_019,1781798533.110862,1781798533.1162183,5.356311798095703,matched,False,,12,11
18657,18682,PRIVATE_IP_001,PRIVATE_IP_017,98,1,3,3,Read Holding Registers,1.0,1.0,fc3:unit1:reg1:qty1:serverPRIVATE_IP_017,1781798533.1109014,1781798533.1268787,15.97738265991211,matched,True,2.0,12,9
18658,18684,PRIVATE_IP_001,PRIVATE_IP_010,98,1,3,3,Read Holding Registers,0.0,22.0,fc3:unit1:reg0:qty22:serverPRIVATE_IP_010,1781798533.1109328,1781798533.1344995,23.566722869873047,matched,False,,12,53
18659,18677,PRIVATE_IP_001,PRIVATE_IP_022,124,1,3,3,Read Holding Registers,94.0,75.0,fc3:unit1:reg94:qty75:serverPRIVATE_IP_022,1781798533.1109624,1781798533.119232,8.269548416137695,matched,False,,12,159
18687,18688,PRIVATE_IP_001,PRIVATE_IP_016,13,1,3,3,Read Holding Registers,300.0,22.0,fc3:unit1:reg300:qty22:serverPRIVATE_IP_016,1781798533.3574445,1781798533.3626018,5.157232284545898,matched,False,,12,53
18690,18691,PRIVATE_IP_001,PRIVATE_IP_016,14,1,3,3,Read Holding Registers,1.0,124.0,fc3:unit1:reg1:qty124:serverPRIVATE_IP_016,1781798533.3708668,1781798533.3790994,8.232593536376953,matched,False,,12,257
18692,18695,PRIVATE_IP_001,PRIVATE_IP_016,15,1,3,3,Read Holding Registers,125.0,88.0,fc3:unit1:reg125:qty88:serverPRIVATE_IP_016,1781798533.381834,1781798533.3866873,4.853248596191406,matched,False,,12,185
18693,18699,PRIVATE_IP_001,PRIVATE_IP_018,13,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_018,1781798533.3862498,1781798533.3912668,5.01704216003418,matched,False,,12,209
18694,18701,PRIVATE_IP_001,PRIVATE_IP_021,196,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_021,1781798533.3863282,1781798533.391386,5.057811737060547,matched,False,,12,209
18696,18703,PRIVATE_IP_001,PRIVATE_IP_019,13,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_019,1781798533.388595,1781798533.3915796,2.9845237731933594,matched,False,,12,209
18697,18705,PRIVATE_IP_001,PRIVATE_IP_016,16,1,3,3,Read Holding Registers,101.0,33.0,fc3:unit1:reg101:qty33:serverPRIVATE_IP_016,1781798533.3886683,1781798533.3933852,4.7168731689453125,matched,False,,12,75
18706,18708,PRIVATE_IP_001,PRIVATE_IP_026,196,1,4,4,Read Input Registers,0.0,30.0,fc4:unit1:reg0:qty30:serverPRIVATE_IP_026,1781798533.4026494,1781798533.40476,2.1104812622070312,matched,False,,12,69
18707,18710,PRIVATE_IP_001,PRIVATE_IP_020,196,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_020,1781798533.404198,1781798533.4091024,4.904508590698242,matched,False,,12,209
18713,18714,PRIVATE_IP_001,PRIVATE_IP_022,133,1,3,3,Read Holding Registers,0.0,86.0,fc3:unit1:reg0:qty86:serverPRIVATE_IP_022,1781798533.69267,1781798533.7043095,11.63935661315918,matched,False,,12,181
18716,18717,PRIVATE_IP_001,PRIVATE_IP_022,134,1,3,3,Read Holding Registers,94.0,86.0,fc3:unit1:reg94:qty86:serverPRIVATE_IP_022,1781798533.711052,1781798533.7184772,7.4253082275390625,matched,False,,12,181
18744,18761,PRIVATE_IP_001,PRIVATE_IP_016,7,1,3,3,Read Holding Registers,1.0,1.0,fc3:unit1:reg1:qty1:serverPRIVATE_IP_016,1781798534.1046977,1781798534.1145759,9.878158569335938,matched,False,,12,11
18755,18769,PRIVATE_IP_001,PRIVATE_IP_018,4,1,3,3,Read Holding Registers,24.0,1.0,fc3:unit1:reg24:qty1:serverPRIVATE_IP_018,1781798534.1137857,1781798534.1169517,3.1659603118896484,matched,False,,12,11
18756,18779,PRIVATE_IP_001,PRIVATE_IP_013,7,1,3,3,Read Holding Registers,0.0,22.0,fc3:unit1:reg0:qty22:serverPRIVATE_IP_013,1781798534.1139271,1781798534.1300662,16.13903045654297,matched,False,,12,53
18757,18785,PRIVATE_IP_001,PRIVATE_IP_015,7,1,3,3,Read Holding Registers,0.0,22.0,fc3:unit1:reg0:qty22:serverPRIVATE_IP_015,1781798534.1140013,1781798534.1374187,23.41747283935547,matched,False,,12,53
18758,18783,PRIVATE_IP_001,PRIVATE_IP_014,7,1,3,3,Read Holding Registers,0.0,22.0,fc3:unit1:reg0:qty22:serverPRIVATE_IP_014,1781798534.114113,1781798534.1328287,18.715620040893555,matched,False,,12,53
18759,18773,PRIVATE_IP_001,PRIVATE_IP_020,7,1,3,3,Read Holding Registers,0.0,76.0,fc3:unit1:reg0:qty76:serverPRIVATE_IP_020,1781798534.1141858,1781798534.1187418,4.555940628051758,matched,False,,12,161
18760,18775,PRIVATE_IP_001,PRIVATE_IP_022,125,1,3,3,Read Holding Registers,0.0,75.0,fc3:unit1:reg0:qty75:serverPRIVATE_IP_022,1781798534.1142607,1781798534.1202862,6.025552749633789,matched,False,,12,159
18768,18777,PRIVATE_IP_001,PRIVATE_IP_016,8,1,3,3,Read Holding Registers,215.0,1.0,fc3:unit1:reg215:qty1:serverPRIVATE_IP_016,1781798534.1167238,1781798534.122282,5.558252334594727,matched,False,,12,11
18778,18781,PRIVATE_IP_001,PRIVATE_IP_022,126,1,3,3,Read Holding Registers,3.0,1.0,fc3:unit1:reg3:qty1:serverPRIVATE_IP_022,1781798534.1235936,1781798534.130222,6.628513336181641,matched,False,,12,11
18782,18787,PRIVATE_IP_001,PRIVATE_IP_022,127,1,3,3,Read Holding Registers,97.0,1.0,fc3:unit1:reg97:qty1:serverPRIVATE_IP_022,1781798534.1326644,1781798534.140955,8.290529251098633,matched,False,,12,11
18796,18797,PRIVATE_IP_001,PRIVATE_IP_016,17,1,3,3,Read Holding Registers,300.0,22.0,fc3:unit1:reg300:qty22:serverPRIVATE_IP_016,1781798534.3575757,1781798534.363639,6.0634613037109375,matched,False,,12,53
18799,18800,PRIVATE_IP_001,PRIVATE_IP_016,18,1,3,3,Read Holding Registers,1.0,124.0,fc3:unit1:reg1:qty124:serverPRIVATE_IP_016,1781798534.3693748,1781798534.374879,5.504131317138672,matched,False,,12,257
18801,18802,PRIVATE_IP_001,PRIVATE_IP_016,19,1,3,3,Read Holding Registers,125.0,88.0,fc3:unit1:reg125:qty88:serverPRIVATE_IP_016,1781798534.3797197,1781798534.3857672,6.047487258911133,matched,False,,12,185
18803,18809,PRIVATE_IP_001,PRIVATE_IP_018,14,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_018,1781798534.3861227,1781798534.3916004,5.477666854858398,matched,False,,12,209
18804,18807,PRIVATE_IP_001,PRIVATE_IP_021,197,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_021,1781798534.386173,1781798534.3911989,5.0258636474609375,matched,False,,12,209
18805,18813,PRIVATE_IP_001,PRIVATE_IP_016,20,1,3,3,Read Holding Registers,101.0,33.0,fc3:unit1:reg101:qty33:serverPRIVATE_IP_016,1781798534.387857,1781798534.395717,7.859945297241211,matched,False,,12,75
18806,18811,PRIVATE_IP_001,PRIVATE_IP_019,14,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_019,1781798534.3882582,1781798534.391732,3.4737586975097656,matched,False,,12,209
18814,18816,PRIVATE_IP_001,PRIVATE_IP_026,197,1,4,4,Read Input Registers,0.0,30.0,fc4:unit1:reg0:qty30:serverPRIVATE_IP_026,1781798534.4065244,1781798534.408472,1.947641372680664,matched,False,,12,69
