procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0   4132 1396400 406920 21077732    0    0     0   860 2713 2010  4  2 93  0  0  0
 0  0   4132 1401752 406920 21077740    0    0     0   372 3998 4111  5  3 92  0  0  0
 0  0   4132 1399736 406920 21077776    0    0     0   120 2847 2264  4  2 93  0  0  0
 0  0   4132 1407200 406920 21077796    0    0     0    80 5083 5697  6  4 91  0  0  0
 1  0   4132 1408772 406920 21077816    0    0     0   300 4025 3236 10  4 86  0  0  0
 0  0   4132 1420844 406920 21077856    0    0     0   144 3071 2467  4  2 93  0  0  0
 1  0   4132 1415584 406920 21077888    0    0     0   332 2787 2210  4  2 93  0  0  0
 0  0   4132 1409608 406920 21077916    0    0     0    80 2707 2290  4  2 93  0  0  0
 0  0   4132 1417788 406920 21077940    0    0     0   120 2693 2119  4  2 93  0  0  0
 1  0   4132 1415288 406920 21077956    0    0     0  1060 2973 2158  5  2 93  0  0  0
 0  0   4132 1409784 406920 21078116    0    0     0   220 3963 3262  6  4 90  0  0  0
 1  0   4132 1406004 406920 21078152    0    0     0   224 2987 2340  5  2 93  0  0  0
 1  0   4132 1406444 406920 21078180    0    0     0   112 4061 4147  5  3 93  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0   4132 1405464 406920 21078184    0    0     0    84 2765 2405  4  2 94  0  0  0
 0  0   4132 1407140 406920 21078224    0    0     0   220 4228 4205  5  3 92  0  0  0
 0  0   4132 1406288 406920 21078272    0    0     0  1112 4840 3461 11  5 84  0  0  0
 0  0   4132 1405028 406920 21078276    0    0     0   308 2714 2275  4  2 93  0  0  0
 3  0   4132 1402512 406920 21078324    0    0     0    96 2626 2186  4  2 94  0  0  0
 1  0   4132 1405312 406920 21078344    0    0     0   136 3067 2321  5  3 92  0  0  0
