server_ip,function_base,function_name,transactions,rtt_min_ms,rtt_avg_ms,rtt_median_ms,rtt_p95_ms,rtt_max_ms
PRIVATE_IP_022,3,Read Holding Registers,1200,3.7572383880615234,7.5542018810908,7.3174238204956055,10.247349739074705,20.140409469604492
