frame_index,time_epoch,src_ip,dst_ip,src_port,dst_port,direction,payload_bytes,syn,fin,rst,ack,probable_retransmission
220,1781802248.4522257,PRIVATE_IP_001,PRIVATE_IP_021,42632,502,query,0,0,1,0,1,0
221,1781802248.4546037,PRIVATE_IP_021,PRIVATE_IP_001,502,42632,response,0,0,0,0,1,0
222,1781802248.4571102,PRIVATE_IP_021,PRIVATE_IP_001,502,42632,response,0,0,1,0,1,0
223,1781802248.4571404,PRIVATE_IP_001,PRIVATE_IP_021,42632,502,query,0,0,0,0,1,0
224,1781802248.866048,PRIVATE_IP_001,PRIVATE_IP_021,50432,502,query,12,0,0,0,1,0
225,1781802248.8721802,PRIVATE_IP_021,PRIVATE_IP_001,502,50432,response,159,0,0,0,1,0
226,1781802248.8723123,PRIVATE_IP_001,PRIVATE_IP_021,50432,502,query,0,0,0,0,1,0
227,1781802248.8737965,PRIVATE_IP_001,PRIVATE_IP_021,35586,502,query,12,0,0,0,1,0
228,1781802248.8792408,PRIVATE_IP_021,PRIVATE_IP_001,502,35586,response,181,0,0,0,1,0
229,1781802248.879348,PRIVATE_IP_001,PRIVATE_IP_021,35586,502,query,0,0,0,0,1,0
230,1781802248.8816812,PRIVATE_IP_001,PRIVATE_IP_021,35586,502,query,12,0,0,0,1,0
231,1781802248.889326,PRIVATE_IP_021,PRIVATE_IP_001,502,35586,response,181,0,0,0,1,0
232,1781802248.9300435,PRIVATE_IP_001,PRIVATE_IP_021,35586,502,query,0,0,0,0,1,0
233,1781802249.4435802,PRIVATE_IP_001,PRIVATE_IP_021,42640,502,query,0,1,0,0,0,0
234,1781802249.4471474,PRIVATE_IP_021,PRIVATE_IP_001,502,42640,response,0,1,0,0,1,0
235,1781802249.447221,PRIVATE_IP_001,PRIVATE_IP_021,42640,502,query,0,0,0,0,1,0
236,1781802249.447234,PRIVATE_IP_001,PRIVATE_IP_021,42640,502,query,0,0,1,0,1,0
237,1781802249.4506323,PRIVATE_IP_021,PRIVATE_IP_001,502,42640,response,0,0,0,0,1,0
238,1781802249.4590971,PRIVATE_IP_021,PRIVATE_IP_001,502,42640,response,0,0,1,0,1,0
239,1781802249.4591634,PRIVATE_IP_001,PRIVATE_IP_021,42640,502,query,0,0,0,0,1,0
240,1781802249.8543243,PRIVATE_IP_001,PRIVATE_IP_021,50432,502,query,12,0,0,0,1,0
241,1781802249.862254,PRIVATE_IP_021,PRIVATE_IP_001,502,50432,response,159,0,0,0,1,0
242,1781802249.8623369,PRIVATE_IP_001,PRIVATE_IP_021,50432,502,query,0,0,0,0,1,0
243,1781802249.8654575,PRIVATE_IP_001,PRIVATE_IP_021,50432,502,query,12,0,0,0,1,0
244,1781802249.8725488,PRIVATE_IP_021,PRIVATE_IP_001,502,50432,response,11,0,0,0,1,0
245,1781802249.8740664,PRIVATE_IP_001,PRIVATE_IP_021,35586,502,query,12,0,0,0,1,0
246,1781802249.8760335,PRIVATE_IP_001,PRIVATE_IP_021,50432,502,query,12,0,0,0,1,0
247,1781802249.8798497,PRIVATE_IP_021,PRIVATE_IP_001,502,35586,response,181,0,0,0,1,0
248,1781802249.8799434,PRIVATE_IP_001,PRIVATE_IP_021,35586,502,query,0,0,0,0,1,0
249,1781802249.8823538,PRIVATE_IP_001,PRIVATE_IP_021,35586,502,query,12,0,0,0,1,0
250,1781802249.8826275,PRIVATE_IP_021,PRIVATE_IP_001,502,50432,response,11,0,0,0,1,0
251,1781802249.88816,PRIVATE_IP_021,PRIVATE_IP_001,502,35586,response,181,0,0,0,1,0
