procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0   4132 2315368 402284 20336868    0    0     0   192 3421 2357  5  2 93  0  0  0
 0  0   4132 2315640 402284 20336868    0    0     0   184 4250 3278  6  4 90  0  0  0
 2  0   4132 2313428 402284 20336936    0    0     0   116 3280 2278  4  3 93  0  0  0
 1  0   4132 2312968 402284 20336936    0    0     0   104 3546 2571  5  3 92  0  0  0
 0  0   4132 2319132 402284 20336988    0    0     0    80 3125 2067  5  2 93  0  0  0
 0  0   4132 2349168 402284 20336988    0    0     0   272 3935 3175  5  3 92  0  0  0
 1  0   4132 2339632 402284 20337048    0    0     0   148 4795 3261 11  4 85  0  0  0
 1  0   4132 2337648 402284 20337056    0    0     0   112 3372 2280  5  2 93  0  0  0
 0  0   4132 2334652 402284 20337100    0    0     0    92 3148 2284  5  2 93  0  0  0
 3  0   4132 2335560 402284 20337112    0    0     0   124 3182 2149  5  2 93  0  0  0
 0  0   4132 2334580 402284 20337152    0    0     0   384 3454 2413  5  2 93  0  0  0
 7  0   4132 2331000 402284 20337172    0    0     0   964 3664 2424  5  3 92  0  0  0
 0  0   4132 2327980 402284 20337216    0    0     0   104 7918 9088  8  5 87  0  0  0
 0  0   4132 2327144 402284 20337260    0    0     0   112 4693 4156  5  3 92  0  0  0
 0  0   4132 2325380 402284 20337276    0    0     0    72 3045 2238  4  2 94  0  0  0
 0  0   4132 2326908 402284 20337300    0    0     0   220 3367 2478  5  3 93  0  0  0
 1  0   4132 2328060 402284 20337332    0    0     0   172 3227 2286  4  2 93  0  0  0
 1  0   4132 2326804 402284 20337360    0    0     0  1460 4922 3526  6  5 89  0  0  0
 0  0   4132 2324536 402284 20337376    0    0     0   104 3334 2298  5  3 93  0  0  0
 0  0   4132 2319572 402284 20337416    0    0     0   104 9791 2748 10  2 88  0  0  0
 0  0   4132 2317304 402284 20337416    0    0     0   368 3114 2181  4  2 93  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0   4132 2313832 402284 20337476    0    0     0   108 3207 2278  4  2 93  0  0  0
 0  0   4132 2312416 402284 20337504    0    0     0   728 5972 5203  7  5 89  0  0  0
 0  0   4132 2313684 402284 20337540    0    0     0   116 3183 2121  4  2 93  0  0  0
 1  0   4132 2311740 402284 20337580    0    0     0    72 3137 2227  4  2 94  0  0  0
 0  0   4132 2310128 402284 20337624    0    0     0   228 3318 2326  4  2 93  0  0  0
 0  0   4132 2313776 402284 20337644    0    0     0    76 3335 2202  4  2 93  0  0  0
