sample,elapsed_s,mem_total_mib,swpd_mib,free_mib,buff_mib,cache_mib,available_proxy_mib,used_including_cache_mib,used_including_cache_pct,used_without_buffer_cache_mib,used_without_buffer_cache_pct,swap_in_kib_s,swap_out_kib_s,context_switches_s,cpu_user_pct,cpu_system_pct,cpu_idle_pct,cpu_iowait_pct
37,36,24032.0,2.2734375,1345.515625,392.6875,19933.171875,21671.375,22686.484375,94.40115002912783,2360.625,9.822840379494007,0.0,0.0,1796.0,2.0,2.0,97.0,0.0
38,37,24032.0,2.2734375,1344.3125,392.6875,19933.203125,21670.203125,22687.6875,94.40615637483354,2361.796875,9.827716690246339,0.0,0.0,2618.0,3.0,3.0,94.0,0.0
39,38,24032.0,2.2734375,1347.3046875,392.6875,19933.20703125,21673.19921875,22684.6953125,94.39370552804593,2358.80078125,9.815249589089547,0.0,0.0,2351.0,3.0,2.0,95.0,0.0
40,39,24032.0,2.2734375,1346.56640625,392.6875,19933.24609375,21672.5,22685.43359375,94.3967776038199,2359.5,9.818159121171771,0.0,0.0,1797.0,2.0,2.0,96.0,0.0
41,40,24032.0,2.2734375,1345.3359375,392.6875,19933.28515625,21671.30859375,22686.6640625,94.40189773010985,2360.69140625,9.823116703769974,0.0,0.0,2102.0,4.0,2.0,94.0,0.0
42,41,24032.0,2.2734375,1344.84375,392.6875,19933.3046875,21670.8359375,22687.15625,94.40394578062583,2361.1640625,9.82508348244008,0.0,0.0,1887.0,2.0,2.0,96.0,0.0
43,42,24032.0,2.2734375,1345.29296875,392.6875,19933.33984375,21671.3203125,22686.70703125,94.40207652817078,2360.6796875,9.82306794066245,0.0,0.0,3080.0,4.0,4.0,91.0,0.0
44,43,24032.0,2.2734375,1360.66796875,392.6875,19933.3671875,21686.72265625,22671.33203125,94.3380993311002,2345.27734375,9.758976963007656,0.0,0.0,1835.0,2.0,1.0,97.0,0.0
45,44,24032.0,2.2734375,1356.7421875,392.6875,19933.390625,21682.8203125,22675.2578125,94.3544349721205,2349.1796875,9.775215077812916,0.0,0.0,2130.0,2.0,3.0,95.0,0.0
46,45,24032.0,2.2734375,1357.38671875,392.6875,19933.40625,21683.48046875,22674.61328125,94.35175300120673,2348.51953125,9.772468089422437,0.0,0.0,2185.0,6.0,2.0,92.0,0.0
47,46,24032.0,2.2734375,1355.421875,392.6875,19933.44140625,21681.55078125,22676.578125,94.35992894890146,2350.44921875,9.780497747794607,0.0,0.0,1870.0,2.0,1.0,97.0,0.0
48,47,24032.0,2.2734375,1355.53515625,392.6875,19933.47265625,21681.6953125,22676.46484375,94.35945757219541,2350.3046875,9.779896336135154,0.0,0.0,5516.0,4.0,4.0,92.0,0.0
49,48,24032.0,2.2734375,1353.8125,392.6875,19933.49609375,21679.99609375,22678.1875,94.36662574900133,2352.00390625,9.786966986726032,0.0,0.0,2406.0,3.0,2.0,95.0,0.0
50,49,24032.0,2.2734375,1361.37890625,392.6875,19933.51171875,21687.578125,22670.62109375,94.33514103591045,2344.421875,9.755417256158456,0.0,0.0,1716.0,2.0,2.0,97.0,0.0
51,50,24032.0,2.2734375,1355.3203125,392.6875,19933.5390625,21681.546875,22676.6796875,94.3603515625,2350.453125,9.780514002163782,0.0,0.0,6905.0,5.0,3.0,92.0,0.0
52,51,24032.0,2.2734375,1361.01171875,392.6875,19933.5703125,21687.26953125,22670.98828125,94.33666894661285,2344.73046875,9.756701351323235,0.0,0.0,2037.0,2.0,2.0,96.0,0.0
53,52,24032.0,2.2734375,1352.90234375,392.6875,19933.6015625,21679.19140625,22679.09765625,94.37041301701898,2352.80859375,9.790315386775966,0.0,0.0,4355.0,3.0,2.0,95.0,0.0
54,53,24032.0,2.2734375,1356.04296875,392.6875,19933.63671875,21682.3671875,22675.95703125,94.35734450420273,2349.6328125,9.77710058463715,0.0,0.0,2809.0,3.0,3.0,94.0,0.0
55,54,24032.0,2.2734375,1355.55078125,392.6875,19933.65234375,21681.890625,22676.44921875,94.35939255471871,2350.109375,9.77908361767643,0.0,0.0,2243.0,2.0,2.0,96.0,0.0
56,55,24032.0,2.2734375,1364.390625,392.6875,19933.69140625,21690.76953125,22667.609375,94.32260891727697,2341.23046875,9.742137436542944,0.0,0.0,2133.0,2.0,2.0,97.0,0.0
57,56,24032.0,2.2734375,1360.703125,392.6875,19933.70703125,21687.09765625,22671.296875,94.33795304177764,2344.90234375,9.75741654356691,0.0,0.0,2021.0,2.0,2.0,95.0,0.0
58,57,24032.0,2.2734375,1359.9453125,392.6875,19933.75,21686.3828125,22672.0546875,94.34110638939747,2345.6171875,9.760391093125833,0.0,0.0,4060.0,3.0,3.0,94.0,0.0
