request_frame,response_frame,client_ip,server_ip,transaction_id,unit_id,function_code,function_base,function_name,reference_num,quantity,register_signature,request_time_epoch,response_time_epoch,rtt_ms,status,is_exception,exception_code,request_bytes,response_bytes
4091,4093,PRIVATE_IP_001,PRIVATE_IP_021,164,1,3,3,Read Holding Registers,94.0,86.0,fc3:unit1:reg94:qty86:serverPRIVATE_IP_021,1781647186.5788105,1781647186.5836067,4.796266555786133,matched,False,,12,181
4092,4094,PRIVATE_IP_001,PRIVATE_IP_021,75,1,3,3,Read Holding Registers,97.0,1.0,fc3:unit1:reg97:qty1:serverPRIVATE_IP_021,1781647186.5814757,1781647186.5864148,4.939079284667969,matched,False,,12,11
4098,4099,PRIVATE_IP_001,PRIVATE_IP_015,173,1,3,3,Read Holding Registers,300.0,22.0,fc3:unit1:reg300:qty22:serverPRIVATE_IP_015,1781647187.1323252,1781647187.1386318,6.306648254394531,matched,False,,12,53
4101,4102,PRIVATE_IP_001,PRIVATE_IP_015,174,1,3,3,Read Holding Registers,1.0,124.0,fc3:unit1:reg1:qty124:serverPRIVATE_IP_015,1781647187.1430733,1781647187.1475909,4.517555236816406,matched,False,,12,257
4103,4104,PRIVATE_IP_001,PRIVATE_IP_015,175,1,3,3,Read Holding Registers,125.0,88.0,fc3:unit1:reg125:qty88:serverPRIVATE_IP_015,1781647187.1498864,1781647187.155514,5.627632141113281,matched,False,,12,185
4105,4106,PRIVATE_IP_001,PRIVATE_IP_015,176,1,3,3,Read Holding Registers,101.0,33.0,fc3:unit1:reg101:qty33:serverPRIVATE_IP_015,1781647187.1588867,1781647187.1642504,5.363702774047852,matched,False,,12,75
4109,4112,PRIVATE_IP_001,PRIVATE_IP_019,129,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_019,1781647187.46146,1781647187.466932,5.471944808959961,matched,False,,12,209
4111,4114,PRIVATE_IP_001,PRIVATE_IP_018,134,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_018,1781647187.465847,1781647187.4702184,4.371404647827148,matched,False,,12,209
4132,4166,PRIVATE_IP_001,PRIVATE_IP_017,129,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_017,1781647187.5355706,1781647187.5456557,10.085105895996094,matched,False,,12,209
4133,4144,PRIVATE_IP_001,PRIVATE_IP_025,129,1,4,4,Read Input Registers,0.0,30.0,fc4:unit1:reg0:qty30:serverPRIVATE_IP_025,1781647187.535639,1781647187.5376878,2.0487308502197266,matched,False,,12,69
4134,4154,PRIVATE_IP_001,PRIVATE_IP_020,129,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_020,1781647187.5356748,1781647187.5408762,5.2013397216796875,matched,False,,12,209
4143,4162,PRIVATE_IP_001,PRIVATE_IP_021,76,1,3,3,Read Holding Registers,94.0,75.0,fc3:unit1:reg94:qty75:serverPRIVATE_IP_021,1781647187.5369833,1781647187.5439699,6.9866180419921875,matched,False,,12,159
4170,4171,PRIVATE_IP_001,PRIVATE_IP_021,165,1,3,3,Read Holding Registers,0.0,86.0,fc3:unit1:reg0:qty86:serverPRIVATE_IP_021,1781647187.5659962,1781647187.5746865,8.690357208251953,matched,False,,12,181
4173,4174,PRIVATE_IP_001,PRIVATE_IP_021,166,1,3,3,Read Holding Registers,94.0,86.0,fc3:unit1:reg94:qty86:serverPRIVATE_IP_021,1781647187.578785,1781647187.5849957,6.210803985595703,matched,False,,12,181
4176,4177,PRIVATE_IP_001,PRIVATE_IP_015,177,1,3,3,Read Holding Registers,300.0,22.0,fc3:unit1:reg300:qty22:serverPRIVATE_IP_015,1781647188.1286821,1781647188.1333585,4.676342010498047,matched,False,,12,53
4179,4180,PRIVATE_IP_001,PRIVATE_IP_015,178,1,3,3,Read Holding Registers,1.0,124.0,fc3:unit1:reg1:qty124:serverPRIVATE_IP_015,1781647188.1393957,1781647188.1447108,5.315065383911133,matched,False,,12,257
4181,4182,PRIVATE_IP_001,PRIVATE_IP_015,179,1,3,3,Read Holding Registers,125.0,88.0,fc3:unit1:reg125:qty88:serverPRIVATE_IP_015,1781647188.1491094,1781647188.1554005,6.29115104675293,matched,False,,12,185
4183,4184,PRIVATE_IP_001,PRIVATE_IP_015,180,1,3,3,Read Holding Registers,101.0,33.0,fc3:unit1:reg101:qty33:serverPRIVATE_IP_015,1781647188.1571476,1781647188.1613894,4.241704940795898,matched,False,,12,75
4189,4191,PRIVATE_IP_001,PRIVATE_IP_019,130,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_019,1781647188.4625943,1781647188.4681935,5.599260330200195,matched,False,,12,209
4193,4194,PRIVATE_IP_001,PRIVATE_IP_018,135,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_018,1781647188.4702508,1781647188.4755018,5.2509307861328125,matched,False,,12,209
4214,4225,PRIVATE_IP_001,PRIVATE_IP_017,130,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_017,1781647188.5318127,1781647188.535092,3.279447555541992,matched,False,,12,209
4215,4223,PRIVATE_IP_001,PRIVATE_IP_025,130,1,4,4,Read Input Registers,0.0,30.0,fc4:unit1:reg0:qty30:serverPRIVATE_IP_025,1781647188.5318663,1781647188.53363,1.7635822296142578,matched,False,,12,69
4216,4237,PRIVATE_IP_001,PRIVATE_IP_020,130,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_020,1781647188.5319014,1781647188.5368748,4.973411560058594,matched,False,,12,209
4247,4278,PRIVATE_IP_001,PRIVATE_IP_012,206,1,3,3,Read Holding Registers,0.0,22.0,fc3:unit1:reg0:qty22:serverPRIVATE_IP_012,1781647188.5551195,1781647188.5744827,19.3631649017334,matched,False,,12,53
4248,4286,PRIVATE_IP_001,PRIVATE_IP_009,206,1,3,3,Read Holding Registers,0.0,22.0,fc3:unit1:reg0:qty22:serverPRIVATE_IP_009,1781647188.5551662,1781647188.5801582,24.991989135742188,matched,False,,12,53
4249,4280,PRIVATE_IP_001,PRIVATE_IP_014,206,1,3,3,Read Holding Registers,0.0,22.0,fc3:unit1:reg0:qty22:serverPRIVATE_IP_014,1781647188.5551963,1781647188.5745769,19.380569458007812,matched,False,,12,53
4250,4282,PRIVATE_IP_001,PRIVATE_IP_013,206,1,3,3,Read Holding Registers,0.0,22.0,fc3:unit1:reg0:qty22:serverPRIVATE_IP_013,1781647188.5552242,1781647188.575884,20.659923553466797,matched,False,,12,53
4251,4263,PRIVATE_IP_001,PRIVATE_IP_019,206,1,3,3,Read Holding Registers,0.0,76.0,fc3:unit1:reg0:qty76:serverPRIVATE_IP_019,1781647188.557342,1781647188.56395,6.608009338378906,matched,False,,12,161
4256,4261,PRIVATE_IP_001,PRIVATE_IP_018,190,1,3,3,Read Holding Registers,53.0,1.0,fc3:unit1:reg53:qty1:serverPRIVATE_IP_018,1781647188.5601952,1781647188.5636904,3.4952163696289062,matched,False,,12,11
4257,4266,PRIVATE_IP_001,PRIVATE_IP_017,190,1,3,3,Read Holding Registers,24.0,1.0,fc3:unit1:reg24:qty1:serverPRIVATE_IP_017,1781647188.5602453,1781647188.5645995,4.354238510131836,matched,False,,12,11
4258,4288,PRIVATE_IP_001,PRIVATE_IP_016,190,1,3,3,Read Holding Registers,1.0,1.0,fc3:unit1:reg1:qty1:serverPRIVATE_IP_016,1781647188.5602803,1781647188.5817912,21.510839462280273,matched,True,2.0,12,9
4259,4269,PRIVATE_IP_001,PRIVATE_IP_015,123,1,3,3,Read Holding Registers,1.0,1.0,fc3:unit1:reg1:qty1:serverPRIVATE_IP_015,1781647188.561896,1781647188.5660763,4.180192947387695,matched,False,,12,11
4260,4271,PRIVATE_IP_001,PRIVATE_IP_021,77,1,3,3,Read Holding Registers,0.0,75.0,fc3:unit1:reg0:qty75:serverPRIVATE_IP_021,1781647188.56195,1781647188.567512,5.562067031860352,matched,False,,12,159
4268,4275,PRIVATE_IP_001,PRIVATE_IP_021,167,1,3,3,Read Holding Registers,0.0,86.0,fc3:unit1:reg0:qty86:serverPRIVATE_IP_021,1781647188.5649333,1781647188.5706081,5.674839019775391,matched,False,,12,181
4273,4277,PRIVATE_IP_001,PRIVATE_IP_015,124,1,3,3,Read Holding Registers,215.0,1.0,fc3:unit1:reg215:qty1:serverPRIVATE_IP_015,1781647188.5682256,1781647188.5730839,4.858255386352539,matched,False,,12,11
4274,4284,PRIVATE_IP_001,PRIVATE_IP_021,78,1,3,3,Read Holding Registers,3.0,1.0,fc3:unit1:reg3:qty1:serverPRIVATE_IP_021,1781647188.5691452,1781647188.5763888,7.243633270263672,matched,False,,12,11
4285,4291,PRIVATE_IP_001,PRIVATE_IP_021,168,1,3,3,Read Holding Registers,94.0,86.0,fc3:unit1:reg94:qty86:serverPRIVATE_IP_021,1781647188.5796962,1781647188.5866482,6.952047348022461,matched,False,,12,181
4290,4293,PRIVATE_IP_001,PRIVATE_IP_021,79,1,3,3,Read Holding Registers,97.0,1.0,fc3:unit1:reg97:qty1:serverPRIVATE_IP_021,1781647188.582941,1781647188.5900867,7.14564323425293,matched,False,,12,11
4297,4298,PRIVATE_IP_001,PRIVATE_IP_015,181,1,3,3,Read Holding Registers,300.0,22.0,fc3:unit1:reg300:qty22:serverPRIVATE_IP_015,1781647189.1311934,1781647189.1354628,4.26936149597168,matched,False,,12,53
4300,4301,PRIVATE_IP_001,PRIVATE_IP_015,182,1,3,3,Read Holding Registers,1.0,124.0,fc3:unit1:reg1:qty124:serverPRIVATE_IP_015,1781647189.1438508,1781647189.1487737,4.9228668212890625,matched,False,,12,257
4302,4303,PRIVATE_IP_001,PRIVATE_IP_015,183,1,3,3,Read Holding Registers,125.0,88.0,fc3:unit1:reg125:qty88:serverPRIVATE_IP_015,1781647189.1538262,1781647189.1596582,5.83195686340332,matched,False,,12,185
4304,4305,PRIVATE_IP_001,PRIVATE_IP_015,184,1,3,3,Read Holding Registers,101.0,33.0,fc3:unit1:reg101:qty33:serverPRIVATE_IP_015,1781647189.1619067,1781647189.1652741,3.3674240112304688,matched,False,,12,75
4307,4308,PRIVATE_IP_001,PRIVATE_IP_019,131,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_019,1781647189.4624982,1781647189.467353,4.854917526245117,matched,False,,12,209
4310,4311,PRIVATE_IP_001,PRIVATE_IP_018,136,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_018,1781647189.4703567,1781647189.4751182,4.761457443237305,matched,False,,12,209
4331,4352,PRIVATE_IP_001,PRIVATE_IP_017,131,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_017,1781647189.5310962,1781647189.5363145,5.218267440795898,matched,False,,12,209
4332,4340,PRIVATE_IP_001,PRIVATE_IP_025,131,1,4,4,Read Input Registers,0.0,30.0,fc4:unit1:reg0:qty30:serverPRIVATE_IP_025,1781647189.5311518,1781647189.533143,1.99127197265625,matched,False,,12,69
4333,4345,PRIVATE_IP_001,PRIVATE_IP_020,131,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_020,1781647189.5311837,1781647189.5345716,3.387928009033203,matched,False,,12,209
4356,4365,PRIVATE_IP_001,PRIVATE_IP_021,80,1,3,3,Read Holding Registers,94.0,75.0,fc3:unit1:reg94:qty75:serverPRIVATE_IP_021,1781647189.5368893,1781647189.54463,7.74073600769043,matched,False,,12,159
4367,4368,PRIVATE_IP_001,PRIVATE_IP_021,169,1,3,3,Read Holding Registers,0.0,86.0,fc3:unit1:reg0:qty86:serverPRIVATE_IP_021,1781647189.5657523,1781647189.5717783,6.026029586791992,matched,False,,12,181
4370,4371,PRIVATE_IP_001,PRIVATE_IP_021,170,1,3,3,Read Holding Registers,94.0,86.0,fc3:unit1:reg94:qty86:serverPRIVATE_IP_021,1781647189.5792367,1781647189.5856678,6.431102752685547,matched,False,,12,181
4373,4374,PRIVATE_IP_001,PRIVATE_IP_015,185,1,3,3,Read Holding Registers,300.0,22.0,fc3:unit1:reg300:qty22:serverPRIVATE_IP_015,1781647190.1341047,1781647190.141341,7.236242294311523,matched,False,,12,53
4376,4377,PRIVATE_IP_001,PRIVATE_IP_015,186,1,3,3,Read Holding Registers,1.0,124.0,fc3:unit1:reg1:qty124:serverPRIVATE_IP_015,1781647190.145701,1781647190.1526847,6.983757019042969,matched,False,,12,257
4378,4379,PRIVATE_IP_001,PRIVATE_IP_015,187,1,3,3,Read Holding Registers,125.0,88.0,fc3:unit1:reg125:qty88:serverPRIVATE_IP_015,1781647190.1553683,1781647190.160595,5.226612091064453,matched,False,,12,185
4380,4381,PRIVATE_IP_001,PRIVATE_IP_015,188,1,3,3,Read Holding Registers,101.0,33.0,fc3:unit1:reg101:qty33:serverPRIVATE_IP_015,1781647190.167553,1781647190.1746275,7.074594497680664,matched,False,,12,75
4384,4386,PRIVATE_IP_001,PRIVATE_IP_019,132,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_019,1781647190.466256,1781647190.4709892,4.73332405090332,matched,False,,12,209
4385,4388,PRIVATE_IP_001,PRIVATE_IP_018,137,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_018,1781647190.4694262,1781647190.474376,4.949808120727539,matched,False,,12,209
4406,4431,PRIVATE_IP_001,PRIVATE_IP_017,132,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_017,1781647190.5258665,1781647190.532845,6.978511810302734,matched,False,,12,209
4407,4417,PRIVATE_IP_001,PRIVATE_IP_025,132,1,4,4,Read Input Registers,0.0,30.0,fc4:unit1:reg0:qty30:serverPRIVATE_IP_025,1781647190.5259297,1781647190.5277824,1.8527507781982422,matched,False,,12,69
4408,4435,PRIVATE_IP_001,PRIVATE_IP_020,132,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_020,1781647190.5259726,1781647190.533563,7.590293884277344,matched,False,,12,209
4441,4467,PRIVATE_IP_001,PRIVATE_IP_012,207,1,3,3,Read Holding Registers,0.0,22.0,fc3:unit1:reg0:qty22:serverPRIVATE_IP_012,1781647190.544427,1781647190.5644934,20.066499710083008,matched,False,,12,53
4442,4461,PRIVATE_IP_001,PRIVATE_IP_009,207,1,3,3,Read Holding Registers,0.0,22.0,fc3:unit1:reg0:qty22:serverPRIVATE_IP_009,1781647190.5455558,1781647190.5634644,17.908573150634766,matched,False,,12,53
4443,4475,PRIVATE_IP_001,PRIVATE_IP_014,207,1,3,3,Read Holding Registers,0.0,22.0,fc3:unit1:reg0:qty22:serverPRIVATE_IP_014,1781647190.5456,1781647190.5703204,24.720430374145508,matched,False,,12,53
4444,4455,PRIVATE_IP_001,PRIVATE_IP_013,207,1,3,3,Read Holding Registers,0.0,22.0,fc3:unit1:reg0:qty22:serverPRIVATE_IP_013,1781647190.5456338,1781647190.5608344,15.200614929199219,matched,False,,12,53
4449,4451,PRIVATE_IP_001,PRIVATE_IP_019,207,1,3,3,Read Holding Registers,0.0,76.0,fc3:unit1:reg0:qty76:serverPRIVATE_IP_019,1781647190.553854,1781647190.5591915,5.33747673034668,matched,False,,12,161
4450,4458,PRIVATE_IP_001,PRIVATE_IP_018,191,1,3,3,Read Holding Registers,53.0,1.0,fc3:unit1:reg53:qty1:serverPRIVATE_IP_018,1781647190.5584981,1781647190.561722,3.223896026611328,matched,False,,12,11
4453,4464,PRIVATE_IP_001,PRIVATE_IP_017,191,1,3,3,Read Holding Registers,24.0,1.0,fc3:unit1:reg24:qty1:serverPRIVATE_IP_017,1781647190.559609,1781647190.5636065,3.9975643157958984,matched,False,,12,11
4454,4480,PRIVATE_IP_001,PRIVATE_IP_016,191,1,3,3,Read Holding Registers,1.0,1.0,fc3:unit1:reg1:qty1:serverPRIVATE_IP_016,1781647190.5596657,1781647190.5764523,16.786575317382812,matched,True,2.0,12,9
4457,4469,PRIVATE_IP_001,PRIVATE_IP_015,125,1,3,3,Read Holding Registers,1.0,1.0,fc3:unit1:reg1:qty1:serverPRIVATE_IP_015,1781647190.5612397,1781647190.5661645,4.924774169921875,matched,False,,12,11
4460,4471,PRIVATE_IP_001,PRIVATE_IP_021,81,1,3,3,Read Holding Registers,0.0,75.0,fc3:unit1:reg0:qty75:serverPRIVATE_IP_021,1781647190.5622022,1781647190.5678158,5.613565444946289,matched,False,,12,159
4466,4477,PRIVATE_IP_001,PRIVATE_IP_021,171,1,3,3,Read Holding Registers,0.0,86.0,fc3:unit1:reg0:qty86:serverPRIVATE_IP_021,1781647190.5641084,1781647190.5717802,7.671833038330078,matched,False,,12,181
4473,4479,PRIVATE_IP_001,PRIVATE_IP_015,126,1,3,3,Read Holding Registers,215.0,1.0,fc3:unit1:reg215:qty1:serverPRIVATE_IP_015,1781647190.5683718,1781647190.5742042,5.832433700561523,matched,False,,12,11
4474,4483,PRIVATE_IP_001,PRIVATE_IP_021,82,1,3,3,Read Holding Registers,3.0,1.0,fc3:unit1:reg3:qty1:serverPRIVATE_IP_021,1781647190.570319,1781647190.5781202,7.801294326782227,matched,False,,12,11
4482,4487,PRIVATE_IP_001,PRIVATE_IP_021,172,1,3,3,Read Holding Registers,94.0,86.0,fc3:unit1:reg94:qty86:serverPRIVATE_IP_021,1781647190.5780582,1781647190.5905907,12.532472610473633,matched,False,,12,181
4484,4485,PRIVATE_IP_001,PRIVATE_IP_021,83,1,3,3,Read Holding Registers,97.0,1.0,fc3:unit1:reg97:qty1:serverPRIVATE_IP_021,1781647190.581051,1781647190.5863814,5.330324172973633,matched,False,,12,11
4491,4492,PRIVATE_IP_001,PRIVATE_IP_015,189,1,3,3,Read Holding Registers,300.0,22.0,fc3:unit1:reg300:qty22:serverPRIVATE_IP_015,1781647191.1323159,1781647191.1364436,4.127740859985352,matched,False,,12,53
4494,4495,PRIVATE_IP_001,PRIVATE_IP_015,190,1,3,3,Read Holding Registers,1.0,124.0,fc3:unit1:reg1:qty124:serverPRIVATE_IP_015,1781647191.1417124,1781647191.1468055,5.093097686767578,matched,False,,12,257
