frame_index,time_epoch,src_ip,dst_ip,src_port,dst_port,direction,payload_bytes,syn,fin,rst,ack,probable_retransmission
178,1781647146.5647087,PRIVATE_IP_001,PRIVATE_IP_021,60770,502,query,12,0,0,0,1,0
179,1781647146.567392,PRIVATE_IP_021,PRIVATE_IP_001,502,43602,response,11,0,0,0,1,0
180,1781647146.5690846,PRIVATE_IP_001,PRIVATE_IP_021,43602,502,query,12,0,0,0,1,0
181,1781647146.5718818,PRIVATE_IP_021,PRIVATE_IP_001,502,60770,response,181,0,0,0,1,0
182,1781647146.577485,PRIVATE_IP_021,PRIVATE_IP_001,502,43602,response,11,0,0,0,1,0
183,1781647146.60309,PRIVATE_IP_001,PRIVATE_IP_015,57822,502,query,0,0,0,0,1,0
184,1781647146.6131635,PRIVATE_IP_001,PRIVATE_IP_021,60770,502,query,0,0,0,0,1,0
185,1781647146.6181812,PRIVATE_IP_001,PRIVATE_IP_021,43602,502,query,0,0,0,0,1,0
186,1781647147.1063094,PRIVATE_IP_001,PRIVATE_IP_015,54632,502,query,12,0,0,0,1,0
187,1781647147.1116767,PRIVATE_IP_015,PRIVATE_IP_001,502,54632,response,53,0,0,0,1,0
188,1781647147.1117573,PRIVATE_IP_001,PRIVATE_IP_015,54632,502,query,0,0,0,0,1,0
189,1781647147.1176395,PRIVATE_IP_001,PRIVATE_IP_015,54632,502,query,12,0,0,0,1,0
190,1781647147.1249068,PRIVATE_IP_015,PRIVATE_IP_001,502,54632,response,257,0,0,0,1,0
191,1781647147.1316013,PRIVATE_IP_001,PRIVATE_IP_015,54632,502,query,12,0,0,0,1,0
192,1781647147.1387193,PRIVATE_IP_015,PRIVATE_IP_001,502,54632,response,185,0,0,0,1,0
193,1781647147.1419852,PRIVATE_IP_001,PRIVATE_IP_015,54632,502,query,12,0,0,0,1,0
194,1781647147.1478052,PRIVATE_IP_015,PRIVATE_IP_001,502,54632,response,75,0,0,0,1,0
195,1781647147.1881263,PRIVATE_IP_001,PRIVATE_IP_015,54632,502,query,0,0,0,0,1,0
196,1781647147.4382381,PRIVATE_IP_001,PRIVATE_IP_019,48364,502,query,12,0,0,0,1,0
197,1781647147.443985,PRIVATE_IP_019,PRIVATE_IP_001,502,48364,response,209,0,0,0,1,0
198,1781647147.444122,PRIVATE_IP_001,PRIVATE_IP_019,48364,502,query,0,0,0,0,1,0
199,1781647147.449493,PRIVATE_IP_001,PRIVATE_IP_018,39078,502,query,12,0,0,0,1,0
200,1781647147.4514172,PRIVATE_IP_001,PRIVATE_IP_017,51812,502,query,12,0,0,0,1,0
201,1781647147.454618,PRIVATE_IP_018,PRIVATE_IP_001,502,39078,response,209,0,0,0,1,0
202,1781647147.4546814,PRIVATE_IP_001,PRIVATE_IP_018,39078,502,query,0,0,0,0,1,0
203,1781647147.4572663,PRIVATE_IP_017,PRIVATE_IP_001,502,51812,response,209,0,0,0,1,0
204,1781647147.4573534,PRIVATE_IP_001,PRIVATE_IP_017,51812,502,query,0,0,0,0,1,0
205,1781647147.4639118,PRIVATE_IP_001,PRIVATE_IP_025,52028,502,query,12,0,0,0,1,0
206,1781647147.4642894,PRIVATE_IP_001,PRIVATE_IP_020,45928,502,query,12,0,0,0,1,0
207,1781647147.4662051,PRIVATE_IP_025,PRIVATE_IP_001,502,52028,response,69,0,0,0,1,0
208,1781647147.4662929,PRIVATE_IP_001,PRIVATE_IP_025,52028,502,query,0,0,0,0,1,0
209,1781647147.4702032,PRIVATE_IP_020,PRIVATE_IP_001,502,45928,response,209,0,0,0,1,0
210,1781647147.4703054,PRIVATE_IP_001,PRIVATE_IP_020,45928,502,query,0,0,0,0,1,0
211,1781647147.512147,PRIVATE_IP_001,PRIVATE_IP_015,57334,502,query,0,1,0,0,0,0
212,1781647147.5122073,PRIVATE_IP_001,PRIVATE_IP_017,42742,502,query,0,1,0,0,0,0
213,1781647147.5122335,PRIVATE_IP_001,PRIVATE_IP_018,48340,502,query,0,1,0,0,0,0
214,1781647147.51226,PRIVATE_IP_001,PRIVATE_IP_020,41786,502,query,0,1,0,0,0,0
215,1781647147.5123012,PRIVATE_IP_001,PRIVATE_IP_015,57340,502,query,0,1,0,0,0,0
216,1781647147.512328,PRIVATE_IP_001,PRIVATE_IP_021,38018,502,query,0,1,0,0,0,0
217,1781647147.5144968,PRIVATE_IP_018,PRIVATE_IP_001,502,48340,response,0,1,0,0,1,0
218,1781647147.5145552,PRIVATE_IP_001,PRIVATE_IP_018,48340,502,query,0,0,0,0,1,0
219,1781647147.5148365,PRIVATE_IP_001,PRIVATE_IP_018,48340,502,query,0,0,1,0,1,0
220,1781647147.5148895,PRIVATE_IP_021,PRIVATE_IP_001,502,38018,response,0,1,0,0,1,0
221,1781647147.5149496,PRIVATE_IP_001,PRIVATE_IP_021,38018,502,query,0,0,0,0,1,0
222,1781647147.514975,PRIVATE_IP_001,PRIVATE_IP_021,38018,502,query,0,0,1,0,1,0
223,1781647147.5150783,PRIVATE_IP_015,PRIVATE_IP_001,502,57334,response,0,1,0,0,1,0
224,1781647147.515121,PRIVATE_IP_001,PRIVATE_IP_015,57334,502,query,0,0,0,0,1,0
225,1781647147.5151608,PRIVATE_IP_017,PRIVATE_IP_001,502,42742,response,0,1,0,0,1,0
226,1781647147.5151975,PRIVATE_IP_001,PRIVATE_IP_017,42742,502,query,0,0,0,0,1,0
227,1781647147.5152364,PRIVATE_IP_020,PRIVATE_IP_001,502,41786,response,0,1,0,0,1,0
228,1781647147.5152688,PRIVATE_IP_001,PRIVATE_IP_020,41786,502,query,0,0,0,0,1,0
229,1781647147.5155644,PRIVATE_IP_001,PRIVATE_IP_015,57334,502,query,0,0,1,0,1,0
230,1781647147.515614,PRIVATE_IP_001,PRIVATE_IP_017,42742,502,query,0,0,1,0,1,0
231,1781647147.5156608,PRIVATE_IP_001,PRIVATE_IP_020,41786,502,query,0,0,1,0,1,0
232,1781647147.5169117,PRIVATE_IP_015,PRIVATE_IP_001,502,57340,response,0,1,0,0,1,0
233,1781647147.5169787,PRIVATE_IP_001,PRIVATE_IP_015,57340,502,query,0,0,0,0,1,0
