frame_index,time_epoch,src_ip,dst_ip,src_port,dst_port,direction,transaction_id,protocol_id,length,unit_id,function_code,function_base,function_name,is_exception,exception_code,reference_num,quantity,byte_count,value_hex,adu_bytes,tcp_payload_bytes,register_signature
142,1781647146.540097,PRIVATE_IP_001,PRIVATE_IP_018,56656,502,query,169,0,6,1,3,3,Read Holding Registers,False,,24.0,1.0,,,12,12,fc3:unit1:reg24:qty1:serverPRIVATE_IP_018
144,1781647146.5401614,PRIVATE_IP_001,PRIVATE_IP_017,44840,502,query,169,0,6,1,3,3,Read Holding Registers,False,,1.0,1.0,,,12,12,fc3:unit1:reg1:qty1:serverPRIVATE_IP_017
147,1781647146.5440614,PRIVATE_IP_019,PRIVATE_IP_001,502,42228,response,169,0,5,1,3,3,Read Holding Registers,False,,,,2.0,REDACTED_PAYLOAD,11,11,
149,1781647146.544263,PRIVATE_IP_018,PRIVATE_IP_001,502,56656,response,169,0,5,1,3,3,Read Holding Registers,False,,,,2.0,REDACTED_PAYLOAD,11,11,
151,1781647146.5446107,PRIVATE_IP_020,PRIVATE_IP_001,502,48838,response,185,0,155,1,3,3,Read Holding Registers,False,,,,152.0,REDACTED_PAYLOAD,161,161,
156,1781647146.5456848,PRIVATE_IP_015,PRIVATE_IP_001,502,59954,response,185,0,47,1,3,3,Read Holding Registers,False,,,,44.0,REDACTED_PAYLOAD,53,53,
158,1781647146.5478194,PRIVATE_IP_013,PRIVATE_IP_001,502,57816,response,185,0,47,1,3,3,Read Holding Registers,False,,,,44.0,REDACTED_PAYLOAD,53,53,
160,1781647146.5508864,PRIVATE_IP_001,PRIVATE_IP_016,57822,502,query,81,0,6,1,3,3,Read Holding Registers,False,,1.0,1.0,,,12,12,fc3:unit1:reg1:qty1:serverPRIVATE_IP_016
161,1781647146.550965,PRIVATE_IP_001,PRIVATE_IP_022,43602,502,query,249,0,6,1,3,3,Read Holding Registers,False,,0.0,75.0,,,12,12,fc3:unit1:reg0:qty75:serverPRIVATE_IP_022
162,1781647146.5513315,PRIVATE_IP_010,PRIVATE_IP_001,502,55732,response,185,0,47,1,3,3,Read Holding Registers,False,,,,44.0,REDACTED_PAYLOAD,53,53,
164,1781647146.552448,PRIVATE_IP_001,PRIVATE_IP_022,60770,502,query,83,0,6,1,3,3,Read Holding Registers,False,,0.0,86.0,,,12,12,fc3:unit1:reg0:qty86:serverPRIVATE_IP_022
165,1781647146.5565565,PRIVATE_IP_016,PRIVATE_IP_001,502,57822,response,81,0,5,1,3,3,Read Holding Registers,False,,,,2.0,REDACTED_PAYLOAD,11,11,
167,1781647146.5567706,PRIVATE_IP_022,PRIVATE_IP_001,502,43602,response,249,0,153,1,3,3,Read Holding Registers,False,,,,150.0,REDACTED_PAYLOAD,159,159,
169,1781647146.556879,PRIVATE_IP_017,PRIVATE_IP_001,502,44840,response,169,0,3,1,131,3,Read Holding Registers,True,2.0,,,,REDACTED_PAYLOAD,9,9,
171,1781647146.5584934,PRIVATE_IP_001,PRIVATE_IP_016,57822,502,query,82,0,6,1,3,3,Read Holding Registers,False,,215.0,1.0,,,12,12,fc3:unit1:reg215:qty1:serverPRIVATE_IP_016
172,1781647146.5585496,PRIVATE_IP_001,PRIVATE_IP_022,43602,502,query,250,0,6,1,3,3,Read Holding Registers,False,,3.0,1.0,,,12,12,fc3:unit1:reg3:qty1:serverPRIVATE_IP_022
173,1781647146.5613115,PRIVATE_IP_014,PRIVATE_IP_001,502,36868,response,185,0,47,1,3,3,Read Holding Registers,False,,,,44.0,REDACTED_PAYLOAD,53,53,
175,1781647146.561571,PRIVATE_IP_016,PRIVATE_IP_001,502,57822,response,82,0,5,1,3,3,Read Holding Registers,False,,,,2.0,REDACTED_PAYLOAD,11,11,
176,1781647146.56237,PRIVATE_IP_022,PRIVATE_IP_001,502,60770,response,83,0,175,1,3,3,Read Holding Registers,False,,,,172.0,REDACTED_PAYLOAD,181,181,
178,1781647146.5647087,PRIVATE_IP_001,PRIVATE_IP_022,60770,502,query,84,0,6,1,3,3,Read Holding Registers,False,,94.0,86.0,,,12,12,fc3:unit1:reg94:qty86:serverPRIVATE_IP_022
179,1781647146.567392,PRIVATE_IP_022,PRIVATE_IP_001,502,43602,response,250,0,5,1,3,3,Read Holding Registers,False,,,,2.0,REDACTED_PAYLOAD,11,11,
180,1781647146.5690846,PRIVATE_IP_001,PRIVATE_IP_022,43602,502,query,251,0,6,1,3,3,Read Holding Registers,False,,97.0,1.0,,,12,12,fc3:unit1:reg97:qty1:serverPRIVATE_IP_022
