Linux 6.8.0-55-generic (ubuntu) 	16/06/26 	_x86_64_	(8 CPU)

17:22:49     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:23:03       3    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
17:23:03       4    2,02    0,00    2,02    0,00    0,00    0,00    0,00    0,00    0,00   95,96
17:23:03       5    3,03    0,00    4,04    0,00    0,00    0,00    0,00    0,00    0,00   92,93
17:23:03       6   24,49    0,00    3,06    0,00    0,00    0,00    0,00    0,00    0,00   72,45
17:23:03       7    1,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,98

17:23:03     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:23:04     all    4,28    0,00    2,02    0,13    0,00    0,25    0,00    0,00    0,00   93,32
17:23:04       0    1,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,98
17:23:04       1    2,04    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   97,96
17:23:04       2    2,00    0,00    2,00    0,00    0,00    1,00    0,00    0,00    0,00   95,00
17:23:04       3    1,00    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   98,00
17:23:04       4    1,00    0,00    3,00    1,00    0,00    0,00    0,00    0,00    0,00   95,00
17:23:04       5    2,04    0,00    4,08    0,00    0,00    0,00    0,00    0,00    0,00   93,88
17:23:04       6   24,24    0,00    3,03    0,00    0,00    1,01    0,00    0,00    0,00   71,72
17:23:04       7    1,00    0,00    2,00    0,00    0,00    0,00    0,00    0,00    0,00   97,00

17:23:04     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:23:05     all    4,67    0,00    2,27    0,00    0,00    0,25    0,00    0,00    0,00   92,80
17:23:05       0    1,02    0,00    1,02    0,00    0,00    0,00    0,00    0,00    0,00   97,96
17:23:05       1    2,02    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,97
17:23:05       2    2,00    0,00    2,00    0,00    0,00    0,00    0,00    0,00    0,00   96,00
17:23:05       3   14,29    0,00    6,12    0,00    0,00    1,02    0,00    0,00    0,00   78,57
17:23:05       4    2,04    0,00    1,02    0,00    0,00    0,00    0,00    0,00    0,00   96,94
17:23:05       5    3,03    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   93,94
17:23:05       6   10,00    0,00    3,00    0,00    0,00    0,00    0,00    0,00    0,00   87,00
17:23:05       7    3,00    0,00    1,00    0,00    0,00    1,00    0,00    0,00    0,00   95,00

17:23:05     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:23:06     all    9,18    0,00    4,15    0,25    0,00    0,38    0,00    0,00    0,00   86,04
17:23:06       0    9,80    0,00    2,94    0,98    0,00    0,98    0,00    0,00    0,00   85,29
17:23:06       1   25,25    0,00    5,05    0,00    0,00    1,01    0,00    0,00    0,00   68,69
17:23:06       2    9,18    0,00    1,02    0,00    0,00    0,00    0,00    0,00    0,00   89,80
17:23:06       3    2,04    0,00    5,10    0,00    0,00    0,00    0,00    0,00    0,00   92,86
17:23:06       4    2,02    0,00    4,04    0,00    0,00    1,01    0,00    0,00    0,00   92,93
17:23:06       5   10,10    0,00    7,07    0,00    0,00    0,00    0,00    0,00    0,00   82,83
17:23:06       6    3,00    0,00    4,00    1,00    0,00    0,00    0,00    0,00    0,00   92,00
17:23:06       7   12,00    0,00    4,00    0,00    0,00    0,00    0,00    0,00    0,00   84,00

17:23:06     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
