procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0   4132 2191724 402984 20451040    0    0     0   164 10419 13943  9  5 86  0  0  0
 0  0   4132 2195812 402984 20451044    0    0     0  1208 4428 3034  5  4 91  0  0  0
 1  0   4132 2203408 402984 20451092    0    0     0   276 3213 2203  5  2 93  0  0  0
 1  0   4132 2200944 402984 20451096    0    0     0   112 3134 2204  5  2 93  0  0  0
 0  0   4132 2197444 402984 20451140    0    0     0   144 3337 2243  5  3 93  0  0  0
 2  0   4132 2197444 402984 20451144    0    0     0    88 2768 1935  4  2 94  0  0  0
 1  0   4132 2194028 402984 20451212    0    0     0  1076 4689 3251  6  4 89  0  0  0
 0  0   4132 2192264 402984 20451220    0    0     0    80 3076 2142  4  3 93  0  0  0
 1  0   4132 2190248 402984 20451268    0    0     0   128 5183 4576 11  3 87  0  0  0
 1  0   4132 2189240 402984 20451280    0    0     0    80 3054 2142  5  2 93  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0   4132 2190768 402984 20451308    0    0     0   112 3159 2324  5  2 93  0  0  0
 0  0   4132 2184260 402984 20451440    0    0     0   144 4171 2991  6  4 90  0  0  0
 0  0   4132 2195856 402984 20451504    0    0     0   416 5432 4804  6  3 91  0  0  0
 0  0   4132 2194848 402984 20451512    0    0     0    92 3336 2389  5  2 93  0  0  0
 0  0   4132 2196480 402984 20451560    0    0     0   116 3581 2606  5  3 92  0  0  0
 1  0   4132 2197392 402984 20451572    0    0     0    80 3074 2123  4  2 94  0  0  0
