sample,elapsed_s,mem_total_mib,swpd_mib,free_mib,buff_mib,cache_mib,available_proxy_mib,used_including_cache_mib,used_including_cache_pct,used_without_buffer_cache_mib,used_without_buffer_cache_pct,swap_in_kib_s,swap_out_kib_s,context_switches_s,cpu_user_pct,cpu_system_pct,cpu_idle_pct,cpu_iowait_pct
124,123,24032.0,4.03515625,2148.015625,393.51953125,19966.67578125,22508.2109375,21883.984375,91.06185242593209,1523.7890625,6.340666871254993,0.0,0.0,2823.0,5.0,3.0,92.0,0.0
125,124,24032.0,4.03515625,2146.29296875,393.51953125,19966.703125,22506.515625,21885.70703125,91.06902060273802,1525.484375,6.3477212674766985,0.0,0.0,2360.0,5.0,3.0,93.0,0.0
126,125,24032.0,4.03515625,2149.7734375,393.51953125,19966.72265625,22510.015625,21882.2265625,91.0545379598036,1521.984375,6.3331573526964045,0.0,0.0,2235.0,5.0,3.0,93.0,0.0
127,126,24032.0,4.03515625,2150.96484375,393.51953125,19966.77734375,22511.26171875,21881.03515625,91.0495803772054,1520.73828125,6.3279722089297605,0.0,0.0,3112.0,6.0,4.0,91.0,0.0
128,127,24032.0,4.03515625,2147.0546875,393.51953125,19966.80078125,22507.375,21884.9453125,91.06585100074899,1524.625,6.344145306258323,0.0,0.0,2758.0,5.0,3.0,92.0,0.0
129,128,24032.0,4.03515625,2146.3828125,393.51953125,19966.82421875,22506.7265625,21885.6171875,91.068646752247,1525.2734375,6.346843531541278,0.0,0.0,2000.0,8.0,2.0,90.0,0.0
130,129,24032.0,4.03515625,2145.42578125,393.51953125,19966.84375,22505.7890625,21886.57421875,91.07262907269474,1526.2109375,6.350744580143143,0.0,0.0,2422.0,5.0,2.0,93.0,0.0
131,130,24032.0,4.03515625,2150.36328125,393.51953125,19966.8828125,22510.765625,21881.63671875,91.05208355005826,1521.234375,6.330036513814913,0.0,0.0,2158.0,4.0,2.0,94.0,0.0
132,131,24032.0,4.03515625,2154.40234375,393.51953125,19966.890625,22514.8125,21877.59765625,91.03527653233189,1517.1875,6.3131969873502,0.0,0.0,3428.0,6.0,5.0,89.0,0.0
133,132,24032.0,4.03515625,2145.91796875,393.51953125,19966.953125,22506.390625,21886.08203125,91.07058102217877,1525.609375,6.3482414072902795,0.0,0.0,6223.0,6.0,3.0,90.0,0.0
134,133,24032.0,4.03515625,2143.875,393.51953125,19966.95703125,22504.3515625,21888.125,91.07908205725698,1527.6484375,6.356726187999334,0.0,0.0,3851.0,6.0,3.0,92.0,0.0
135,134,24032.0,4.03515625,2143.0078125,393.51953125,19967.00390625,22503.53125,21888.9921875,91.08269052721371,1528.46875,6.360139605525965,0.0,0.0,1679.0,4.0,2.0,94.0,0.0
136,135,24032.0,4.03515625,2143.0078125,393.51953125,19967.0234375,22503.55078125,21888.9921875,91.08269052721371,1528.44921875,6.360058333680094,0.0,0.0,1827.0,4.0,2.0,93.0,0.0
137,136,24032.0,4.03515625,2140.05859375,393.51953125,19967.08203125,22500.66015625,21891.94140625,91.09496257594041,1531.33984375,6.372086566869174,0.0,0.0,1824.0,4.0,2.0,94.0,0.0
138,137,24032.0,4.03515625,2136.8984375,393.51953125,19967.125,22497.54296875,21895.1015625,91.10811236060253,1534.45703125,6.385057553470373,0.0,0.0,2921.0,6.0,4.0,91.0,0.0
139,138,24032.0,4.03515625,2138.9453125,393.51953125,19967.140625,22499.60546875,21893.0546875,91.09959507115512,1532.39453125,6.3764752465462715,0.0,0.0,2111.0,5.0,2.0,93.0,0.0
140,139,24032.0,4.03515625,2141.875,393.51953125,19967.17578125,22502.5703125,21890.125,91.0874042942743,1529.4296875,6.364138180342876,0.0,0.0,2173.0,9.0,2.0,89.0,0.0
141,140,24032.0,4.03515625,2133.1484375,393.51953125,19967.19921875,22493.8671875,21898.8515625,91.12371655500998,1538.1328125,6.4003529148635145,0.0,0.0,3691.0,5.0,3.0,92.0,0.0
142,141,24032.0,4.03515625,2131.4375,393.51953125,19967.23828125,22492.1953125,21900.5625,91.1308359687084,1539.8046875,6.407309784870173,0.0,0.0,2133.0,5.0,2.0,93.0,0.0
143,142,24032.0,4.03515625,2131.8671875,393.51953125,19967.28515625,22492.671875,21900.1328125,91.1290479880992,1539.328125,6.405326751830892,0.0,0.0,2867.0,6.0,3.0,91.0,0.0
