run_id,scenario,target,iface,rx_packets_delta,tx_packets_delta,rx_bytes_delta,tx_bytes_delta,source_file
baseline_PRIVATE_IP_022_20260616_155932,baseline,PRIVATE_IP_022,tun0,0,0,0,0,raw/ip_s_link_before.log;raw/ip_s_link_after.log
