source_path_redacted,public_path,action,reason,source_size_bytes
Bridge/.venv_modbus/Lib/site-packages/numpy-2.4.6.dist-info/licenses/numpy/random/src/philox/LICENSE.md,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,1540
Bridge/.venv_modbus/Lib/site-packages/numpy-2.4.6.dist-info/licenses/numpy/random/src/sfc64/LICENSE.md,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,1253
Bridge/.venv_modbus/Lib/site-packages/numpy-2.4.6.dist-info/licenses/numpy/random/src/splitmix64/LICENSE.md,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,340
Bridge/.venv_modbus/Lib/site-packages/numpy-2.4.6.dist-info/licenses/numpy/_core/include/numpy/libdivide/LICENSE.txt,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,1039
Bridge/.venv_modbus/Lib/site-packages/numpy-2.4.6.dist-info/licenses/numpy/_core/src/common/pythoncapi-compat/COPYING,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,704
Bridge/.venv_modbus/Lib/site-packages/numpy-2.4.6.dist-info/licenses/numpy/_core/src/highway/LICENSE,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,21155
Bridge/.venv_modbus/Lib/site-packages/numpy-2.4.6.dist-info/licenses/numpy/_core/src/multiarray/dragon4_LICENSE.txt,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,1441
Bridge/.venv_modbus/Lib/site-packages/numpy-2.4.6.dist-info/licenses/numpy/_core/src/npysort/x86-simd-sort/LICENSE.md,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,1542
Bridge/.venv_modbus/Lib/site-packages/numpy-2.4.6.dist-info/licenses/numpy/_core/src/umath/svml/LICENSE,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,1573
Bridge/.venv_modbus/Lib/site-packages/numpy.libs/libscipy_openblas64_-63c857e738469261263c764a36be9436.dll,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,20415488
Bridge/.venv_modbus/Lib/site-packages/numpy.libs/msvcp140-a4c2229bdc2a2a630acdc095b4d86008.dll,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,575056
Bridge/.venv_modbus/Lib/site-packages/packaging/dependency_groups.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,10218
Bridge/.venv_modbus/Lib/site-packages/packaging/direct_url.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,10917
Bridge/.venv_modbus/Lib/site-packages/packaging/errors.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,2680
Bridge/.venv_modbus/Lib/site-packages/packaging/markers.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,17055
Bridge/.venv_modbus/Lib/site-packages/packaging/metadata.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,38770
Bridge/.venv_modbus/Lib/site-packages/packaging/py.typed,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,0
Bridge/.venv_modbus/Lib/site-packages/packaging/pylock.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,33890
Bridge/.venv_modbus/Lib/site-packages/packaging/requirements.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,4383
Bridge/.venv_modbus/Lib/site-packages/packaging/specifiers.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,71514
Bridge/.venv_modbus/Lib/site-packages/packaging/tags.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,34224
Bridge/.venv_modbus/Lib/site-packages/packaging/utils.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,9848
Bridge/.venv_modbus/Lib/site-packages/packaging/version.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,38369
Bridge/.venv_modbus/Lib/site-packages/packaging/_elffile.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,3211
Bridge/.venv_modbus/Lib/site-packages/packaging/_manylinux.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,9559
Bridge/.venv_modbus/Lib/site-packages/packaging/_musllinux.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,2707
Bridge/.venv_modbus/Lib/site-packages/packaging/_parser.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,11698
Bridge/.venv_modbus/Lib/site-packages/packaging/_structures.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,1109
Bridge/.venv_modbus/Lib/site-packages/packaging/_tokenizer.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,5391
Bridge/.venv_modbus/Lib/site-packages/packaging/__init__.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,494
Bridge/.venv_modbus/Lib/site-packages/packaging/licenses/_spdx.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,51122
Bridge/.venv_modbus/Lib/site-packages/packaging/licenses/__init__.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,7293
Bridge/.venv_modbus/Lib/site-packages/packaging/licenses/__pycache__/_spdx.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,49934
Bridge/.venv_modbus/Lib/site-packages/packaging/licenses/__pycache__/__init__.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,5550
Bridge/.venv_modbus/Lib/site-packages/packaging/__pycache__/dependency_groups.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,11113
Bridge/.venv_modbus/Lib/site-packages/packaging/__pycache__/direct_url.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,14729
Bridge/.venv_modbus/Lib/site-packages/packaging/__pycache__/errors.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,4417
Bridge/.venv_modbus/Lib/site-packages/packaging/__pycache__/markers.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,17712
Bridge/.venv_modbus/Lib/site-packages/packaging/__pycache__/metadata.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,31482
Bridge/.venv_modbus/Lib/site-packages/packaging/__pycache__/pylock.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,38080
Bridge/.venv_modbus/Lib/site-packages/packaging/__pycache__/requirements.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,6324
Bridge/.venv_modbus/Lib/site-packages/packaging/__pycache__/specifiers.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,74434
Bridge/.venv_modbus/Lib/site-packages/packaging/__pycache__/tags.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,37232
Bridge/.venv_modbus/Lib/site-packages/packaging/__pycache__/utils.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,10867
Bridge/.venv_modbus/Lib/site-packages/packaging/__pycache__/version.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,41295
Bridge/.venv_modbus/Lib/site-packages/packaging/__pycache__/_elffile.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,5137
Bridge/.venv_modbus/Lib/site-packages/packaging/__pycache__/_manylinux.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,10150
Bridge/.venv_modbus/Lib/site-packages/packaging/__pycache__/_musllinux.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,4629
Bridge/.venv_modbus/Lib/site-packages/packaging/__pycache__/_parser.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,15840
Bridge/.venv_modbus/Lib/site-packages/packaging/__pycache__/_structures.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,1677
Bridge/.venv_modbus/Lib/site-packages/packaging/__pycache__/_tokenizer.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,8564
Bridge/.venv_modbus/Lib/site-packages/packaging/__pycache__/__init__.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,556
Bridge/.venv_modbus/Lib/site-packages/packaging-26.2.dist-info/INSTALLER,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,4
Bridge/.venv_modbus/Lib/site-packages/packaging-26.2.dist-info/METADATA,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,3543
Bridge/.venv_modbus/Lib/site-packages/packaging-26.2.dist-info/RECORD,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,3325
Bridge/.venv_modbus/Lib/site-packages/packaging-26.2.dist-info/WHEEL,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,82
Bridge/.venv_modbus/Lib/site-packages/packaging-26.2.dist-info/licenses/LICENSE,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,197
Bridge/.venv_modbus/Lib/site-packages/packaging-26.2.dist-info/licenses/LICENSE.APACHE,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,10174
Bridge/.venv_modbus/Lib/site-packages/packaging-26.2.dist-info/licenses/LICENSE.BSD,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,1344
Bridge/.venv_modbus/Lib/site-packages/pandas/conftest.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,53450
Bridge/.venv_modbus/Lib/site-packages/pandas/pyproject.toml,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,27432
Bridge/.venv_modbus/Lib/site-packages/pandas/testing.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,312
Bridge/.venv_modbus/Lib/site-packages/pandas/_typing.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,16692
Bridge/.venv_modbus/Lib/site-packages/pandas/_version.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,23695
Bridge/.venv_modbus/Lib/site-packages/pandas/_version_meson.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,79
Bridge/.venv_modbus/Lib/site-packages/pandas/__init__.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,8534
Bridge/.venv_modbus/Lib/site-packages/pandas/api/internals.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,2386
Bridge/.venv_modbus/Lib/site-packages/pandas/api/__init__.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,250
Bridge/.venv_modbus/Lib/site-packages/pandas/api/executors/__init__.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,174
Bridge/.venv_modbus/Lib/site-packages/pandas/api/executors/__pycache__/__init__.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,397
Bridge/.venv_modbus/Lib/site-packages/pandas/api/extensions/__init__.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,685
Bridge/.venv_modbus/Lib/site-packages/pandas/api/extensions/__pycache__/__init__.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,789
Bridge/.venv_modbus/Lib/site-packages/pandas/api/indexers/__init__.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,357
Bridge/.venv_modbus/Lib/site-packages/pandas/api/indexers/__pycache__/__init__.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,523
Bridge/.venv_modbus/Lib/site-packages/pandas/api/interchange/__init__.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,230
Bridge/.venv_modbus/Lib/site-packages/pandas/api/interchange/__pycache__/__init__.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,470
Bridge/.venv_modbus/Lib/site-packages/pandas/api/types/__init__.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,447
Bridge/.venv_modbus/Lib/site-packages/pandas/api/types/__pycache__/__init__.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,609
Bridge/.venv_modbus/Lib/site-packages/pandas/api/typing/aliases.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,2808
Bridge/.venv_modbus/Lib/site-packages/pandas/api/typing/__init__.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,1451
Bridge/.venv_modbus/Lib/site-packages/pandas/api/typing/__pycache__/aliases.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,2373
Bridge/.venv_modbus/Lib/site-packages/pandas/api/typing/__pycache__/__init__.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,1384
Bridge/.venv_modbus/Lib/site-packages/pandas/api/__pycache__/internals.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,2754
Bridge/.venv_modbus/Lib/site-packages/pandas/api/__pycache__/__init__.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,401
Bridge/.venv_modbus/Lib/site-packages/pandas/arrays/__init__.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,671
Bridge/.venv_modbus/Lib/site-packages/pandas/arrays/__pycache__/__init__.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,690
Bridge/.venv_modbus/Lib/site-packages/pandas/compat/pickle_compat.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,4184
Bridge/.venv_modbus/Lib/site-packages/pandas/compat/pyarrow.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,3291
Bridge/.venv_modbus/Lib/site-packages/pandas/compat/_constants.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,751
Bridge/.venv_modbus/Lib/site-packages/pandas/compat/_optional.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,5638
Bridge/.venv_modbus/Lib/site-packages/pandas/compat/__init__.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,3603
Bridge/.venv_modbus/Lib/site-packages/pandas/compat/numpy/function.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,11752
Bridge/.venv_modbus/Lib/site-packages/pandas/compat/numpy/__init__.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,1120
Bridge/.venv_modbus/Lib/site-packages/pandas/compat/numpy/__pycache__/function.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,11473
Bridge/.venv_modbus/Lib/site-packages/pandas/compat/numpy/__pycache__/__init__.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,1704
Bridge/.venv_modbus/Lib/site-packages/pandas/compat/__pycache__/pickle_compat.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,5049
Bridge/.venv_modbus/Lib/site-packages/pandas/compat/__pycache__/pyarrow.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,4467
Bridge/.venv_modbus/Lib/site-packages/pandas/compat/__pycache__/_constants.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,1224
Bridge/.venv_modbus/Lib/site-packages/pandas/compat/__pycache__/_optional.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,6116
Bridge/.venv_modbus/Lib/site-packages/pandas/compat/__pycache__/__init__.cpython-313.pyc,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,4545
Bridge/.venv_modbus/Lib/site-packages/pandas/core/accessor.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,17375
Bridge/.venv_modbus/Lib/site-packages/pandas/core/algorithms.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,54861
Bridge/.venv_modbus/Lib/site-packages/pandas/core/api.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,2889
Bridge/.venv_modbus/Lib/site-packages/pandas/core/apply.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,70029
Bridge/.venv_modbus/Lib/site-packages/pandas/core/arraylike.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,17836
Bridge/.venv_modbus/Lib/site-packages/pandas/core/base.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,50102
Bridge/.venv_modbus/Lib/site-packages/pandas/core/col.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,15221
Bridge/.venv_modbus/Lib/site-packages/pandas/core/common.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,18014
Bridge/.venv_modbus/Lib/site-packages/pandas/core/config_init.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,26657
Bridge/.venv_modbus/Lib/site-packages/pandas/core/construction.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,28016
Bridge/.venv_modbus/Lib/site-packages/pandas/core/flags.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,4219
Bridge/.venv_modbus/Lib/site-packages/pandas/core/frame.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,574516
Bridge/.venv_modbus/Lib/site-packages/pandas/core/generic.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,463158
Bridge/.venv_modbus/Lib/site-packages/pandas/core/indexing.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,96287
Bridge/.venv_modbus/Lib/site-packages/pandas/core/missing.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,33972
Bridge/.venv_modbus/Lib/site-packages/pandas/core/nanops.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,53534
Bridge/.venv_modbus/Lib/site-packages/pandas/core/resample.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,101425
Bridge/.venv_modbus/Lib/site-packages/pandas/core/roperator.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,1115
Bridge/.venv_modbus/Lib/site-packages/pandas/core/sample.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,4975
Bridge/.venv_modbus/Lib/site-packages/pandas/core/series.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,280462
Bridge/.venv_modbus/Lib/site-packages/pandas/core/shared_docs.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,21933
Bridge/.venv_modbus/Lib/site-packages/pandas/core/sorting.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,22507
Bridge/.venv_modbus/Lib/site-packages/pandas/core/__init__.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,0
Bridge/.venv_modbus/Lib/site-packages/pandas/core/arrays/base.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,101659
Bridge/.venv_modbus/Lib/site-packages/pandas/core/arrays/boolean.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,13414
Bridge/.venv_modbus/Lib/site-packages/pandas/core/arrays/categorical.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,103012
Bridge/.venv_modbus/Lib/site-packages/pandas/core/arrays/datetimelike.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,97469
Bridge/.venv_modbus/Lib/site-packages/pandas/core/arrays/datetimes.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,100672
Bridge/.venv_modbus/Lib/site-packages/pandas/core/arrays/floating.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,4765
Bridge/.venv_modbus/Lib/site-packages/pandas/core/arrays/integer.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,6965
Bridge/.venv_modbus/Lib/site-packages/pandas/core/arrays/interval.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,73770
Bridge/.venv_modbus/Lib/site-packages/pandas/core/arrays/masked.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,67620
Bridge/.venv_modbus/Lib/site-packages/pandas/core/arrays/numeric.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,9896
Bridge/.venv_modbus/Lib/site-packages/pandas/core/arrays/numpy_.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,20247
Bridge/.venv_modbus/Lib/site-packages/pandas/core/arrays/period.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,47767
Bridge/.venv_modbus/Lib/site-packages/pandas/core/arrays/string_.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,41818
Bridge/.venv_modbus/Lib/site-packages/pandas/core/arrays/string_arrow.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,21464
Bridge/.venv_modbus/Lib/site-packages/pandas/core/arrays/timedeltas.py,Bridge/.venv_modbus/README_REDACTED.txt,omitted_generated_dependency_tree,local virtual environment omitted; inventoried in manifest,42201
