procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0   2328 1372284 402152 20418880    0    0     0   180 3689 2910  4  4 92  0  0  0
 0  0   2328 1371780 402152 20418892    0    0     0    92 2289 1724  2  2 96  0  0  0
 0  0   2328 1370772 402152 20418928    0    0     0   252 2239 1869  2  2 96  0  0  0
 0  0   2328 1372056 402152 20418936    0    0     0   156 2250 1927  2  2 96  0  0  0
 0  0   2328 1371592 402152 20418984    0    0     0   216 2282 1895  2  2 96  0  0  0
 5  0   2328 1372004 402152 20419008    0    0     0   152 2519 2097  2  2 95  0  0  0
 0  0   2328 1369940 402152 20419044    0    0     0  1084 3473 2790  3  4 94  0  0  0
 0  0   2328 1369940 402152 20419064    0    0     0    80 2241 1910  2  1 97  0  0  0
 0  0   2328 1369940 402152 20419092    0    0     0   116 2315 1997  2  2 96  0  0  0
 0  0   2328 1369688 402152 20419112    0    0     0   312 2365 1905  2  2 97  0  0  0
 0  0   2328 1372668 402152 20419136    0    0     0   104 4545 5325  4  3 94  0  0  0
 0  0   2328 1368876 402152 20419164    0    0     0   144 3472 2780  3  4 93  0  0  0
 0  0   2328 1367616 402152 20419196    0    0     0   108 2698 2467  2  2 96  0  0  0
 1  0   2328 1370908 402152 20419212    0    0     0   388 3508 3653  3  2 95  0  0  0
 0  0   2328 1363612 402152 20419248    0    0     0   212 3821 3890  4  3 94  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0   2328 1371168 402152 20419268    0    0     0   120 2325 1825  2  2 96  0  0  0
 0  0   2328 1367420 402152 20419316    0    0     0  1112 3978 3001  4  4 91  0  0  0
 0  0   2328 1366348 402152 20419332    0    0     0    88 2356 1830  2  2 96  0  0  0
 0  0   2328 1368868 402152 20419364    0    0     0   112 2321 1903  2  2 96  0  0  0
 0  0   2328 1368616 402152 20419376    0    0     0   380 2383 2065  2  2 96  0  0  0
 0  0   2328 1367228 402152 20419408    0    0     0    96 4093 4520  3  3 94  0  0  0
 0  0   2328 1376992 402152 20419444    0    0     0   172 3958 2973  4  4 92  0  0  0
 0  0   2328 1377972 402152 20419476    0    0     0   756 3940 3510  7  3 90  0  0  0
 0  0   2328 1385200 402152 20419504    0    0     0   100 2256 1721  2  2 96  0  0  0
 0  0   2328 1382944 402152 20419540    0    0     0   244 2413 1971  2  2 96  0  0  0
 0  0   2328 1387328 402152 20419564    0    0     0    96 2565 2130  2  2 96  0  0  0
 3  0   2328 1381068 402152 20419600    0    0     0   168 2958 2312  3  3 94  0  0  0
 0  0   2328 1386016 402152 20419636    0    0     0   136 3188 2615  3  3 95  0  0  0
 1  0   2328 1382740 402152 20419664    0    0     0   116 2709 2172  3  3 95  0  0  0
 0  0   2328 1390272 402152 20419692    0    0     0   412 2164 1687  2  2 96  0  0  0
 0  0   2328 1385768 402152 20419716    0    0     0   104 2723 2192  2  3 95  0  0  0
 0  0   2328 1385520 402152 20419724    0    0     0   116 2353 1832  2  2 96  0  0  0
 0  0   2328 1383528 402152 20419772    0    0     0   928 4155 3314  4  4 92  0  0  0
 1  0   2328 1382772 402152 20419784    0    0     0    96 2367 1937  2  2 96  0  0  0
 0  0   2328 1380028 402152 20419812    0    0     0   104 2341 1942  2  2 96  0  0  0
 0  0   2328 1383656 402152 20419824    0    0     0   192 2284 1894  2  2 96  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0   2328 1382912 402152 20419848    0    0     0   108 2572 2071  2  2 96  0  0  0
 0  0   2328 1376152 402152 20419888    0    0     0  1104 3775 2841  4  4 93  0  0  0
 0  0   2328 1372120 402152 20419908    0    0     0   116 3000 2877  3  2 94  0  0  0
 0  0   2328 1377748 402152 20419940    0    0     0    88 2267 1862  2  2 96  0  0  0
 0  0   2328 1374216 402152 20419952    0    0     0   328 4870 5177  4  3 92  0  0  0
 0  0   2328 1371980 402152 20419988    0    0     0    92 2478 1900  2  2 96  0  0  0
 0  0   2328 1366636 402152 20420020    0    0     0   148 3893 3346  4  4 92  0  0  0
 0  0   2328 1365000 402152 20420052    0    0     0  1376 3818 3831  3  2 94  0  0  0
 0  0   2328 1365000 402152 20420080    0    0     0   104 3565 3730  3  2 95  0  0  0
 0  0   2328 1365000 402152 20420112    0    0     0   224 2262 1917  2  2 96  0  0  0
 0  0   2328 1364524 402152 20420136    0    0     0   100 2724 2269  3  2 95  0  0  0
 2  0   2328 1362320 402152 20420164    0    0     0   152 2932 2328  3  3 94  0  0  0
 0  0   2328 1359736 402152 20420200    0    0     0   432 3219 2521  7  2 91  0  0  0
 0  0   2328 1367296 402152 20420224    0    0     0   120 2404 1969  2  2 96  0  0  0
 0  0   2328 1357764 402152 20420248    0    0     0   392 3909 4109  3  3 95  0  0  0
 0  0   2328 1363596 402152 20420288    0    0     0    92 2377 1989  2  2 96  0  0  0
 0  0   2328 1374636 402152 20420300    0    0     0    96 2332 1869  3  2 95  0  0  0
 0  0   2328 1370172 402152 20420464    0    0     0   928 3723 2951  4  4 92  0  0  0
 0  0   2328 1370172 402152 20420476    0    0     0   240 2539 2077  2  2 96  0  0  0
 0  0   2328 1368408 402152 20420516    0    0     0   212 3170 2515  2  2 96  0  0  0
 0  0   2328 1367428 402152 20420536    0    0     0   108 2587 2064  2  2 96  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0   2328 1367428 402152 20420580    0    0     0    80 2279 1916  2  2 96  0  0  0
 2  0   2328 1369612 402152 20420608    0    0     0  1156 4196 3277  4  5 91  0  0  0
 0  0   2328 1382560 402152 20420648    0    0     0   284 2523 1968  2  2 96  0  0  0
 0  0   2328 1379040 402152 20420660    0    0     0   364 2517 2139  2  2 96  0  0  0
 0  0   2328 1378872 402152 20420696    0    0     0    88 2404 1856  2  2 96  0  0  0
 0  0   2328 1379368 402152 20420716    0    0     0   104 2968 2511  3  2 95  0  0  0
 1  0   2328 1378568 402152 20420760    0    0     0   208 3783 3012  4  4 93  0  0  0
 0  0   2328 1374908 402152 20420780    0    0     0   924 3163 2424  3  3 94  0  0  0
 0  0   2328 1379900 402152 20420812    0    0     0   224 2474 1902  2  2 96  0  0  0
 0  0   2328 1374760 402152 20420836    0    0     0   124 3112 2667  4  3 93  0  0  0
 0  0   2328 1378096 402152 20420864    0    0     0    80 2514 1974  2  2 96  0  0  0
 3  0   2328 1372032 402152 20420888    0    0     0   260 3670 3100  4  4 92  0  0  0
 0  0   2328 1389348 402152 20420936    0    0     0   236 3065 2481  3  2 95  0  0  0
 3  0   2328 1373376 402152 20420956    0    0     0   372 4612 4985  4  3 92  0  0  0
 0  0   2328 1376108 402152 20420980    0    0     0    92 2362 1820  2  2 96  0  0  0
 0  0   2328 1373844 402152 20421016    0    0     0   104 2902 2436  6  2 92  0  0  0
 0  0   2328 1380128 402152 20421032    0    0     0   904 3757 3603  3  3 94  0  0  0
 0  0   2328 1365808 402152 20421072    0    0     0   308 6697 8163  5  4 90  0  0  0
 0  0   2328 1378808 402152 20421088    0    0     0   212 2918 2221  3  2 95  0  0  0
 0  0   2328 1384188 402152 20421116    0    0     0   100 2633 2246  2  2 96  0  0  0
 6  0   2328 1386048 402152 20421148    0    0     0   120 2421 1963  2  2 96  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0   2328 1383536 402152 20421184    0    0     0   384 3051 2697  3  3 94  0  0  0
 0  0   2328 1382176 402152 20421228    0    0     0  1360 4159 2987  4  4 92  0  0  0
 0  0   2328 1377400 402152 20421244    0    0     0   112 3736 3890  3  2 95  0  0  0
 0  0   2328 1375636 402152 20421276    0    0     0   420 2468 1986  2  2 95  0  0  0
 0  0   2328 1374656 402152 20421300    0    0     0    96 2472 2128  2  2 96  0  0  0
 0  0   2328 1379440 402152 20421328    0    0     0   268 2336 1867  2  2 96  0  0  0
 2  0   2328 1373372 402152 20421344    0    0     0   560 3389 2851  4  4 92  0  0  0
 0  0   2328 1378168 402152 20421376    0    0     0   696 2442 1875  2  2 96  0  0  0
 1  0   2328 1376908 402152 20421400    0    0     0   108 2460 2076  2  2 95  0  0  0
 0  0   2328 1377872 402152 20421432    0    0     0    80 2332 2042  2  2 97  0  0  0
 0  0   2328 1377540 402152 20421456    0    0     0   668 2447 1902  2  2 96  0  0  0
 1  0   2328 1372644 402152 20421480    0    0     0   296 3214 2569  3  3 94  0  0  0
 0  0   2328 1371636 402152 20421520    0    0     0   104 2466 2187  2  2 96  0  0  0
 0  0   2328 1375488 402152 20421528    0    0     0   340 2601 2068  3  2 95  0  0  0
 0  0   2328 1373496 402152 20421560    0    0     0   104 2539 2122  3  2 95  0  0  0
 0  0   2328 1374548 402152 20421580    0    0     0  1068 2797 2021  2  2 95  0  0  0
 0  0   2328 1373568 402152 20421600    0    0     0   548 2584 1962  6  2 92  0  0  0
 0  0   2328 1369816 402152 20421624    0    0     0   140 3405 2717  4  4 92  0  0  0
 0  0   2328 1368076 402152 20421676    0    0     0   100 2320 1921  2  2 96  0  0  0
 0  0   2328 1366572 402152 20421696    0    0     0   648 2667 2228  3  2 95  0  0  0
 0  0   2328 1372912 402152 20421724    0    0     0   136 2723 2090  3  2 95  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0   2328 1371932 402152 20421740    0    0     0   276 2145 1721  2  2 96  0  0  0
 0  0   2328 1361532 402152 20421812    0    0     0  1284 5549 6016  5  5 91  0  0  0
 0  0   2328 1360024 402152 20421828    0    0     0    96 2653 2105  2  2 96  0  0  0
 0  0   2328 1359432 402152 20421876    0    0     0   220 2691 2544  3  2 95  0  0  0
 0  0   2328 1359192 402152 20421896    0    0     0   132 3948 4002  3  2 95  0  0  0
 0  0   2328 1364924 402152 20421916    0    0     0   124 4407 4372  4  3 93  0  0  0
 0  0   2328 1370420 402152 20421948    0    0     0   292 3624 2816  3  4 93  0  0  0
 0  0   2328 1366924 402152 20421980    0    0     0   772 2909 2426  3  2 95  0  0  0
 0  0   2328 1365160 402152 20421996    0    0     0   304 2590 2153  2  2 96  0  0  0
 0  0   2328 1364020 402152 20422024    0    0     0   136 2960 2713  3  2 94  0  0  0
 0  0   2328 1372432 402152 20422048    0    0     0   132 2391 1923  2  2 96  0  0  0
 1  0   2328 1360644 402152 20422084    0    0     0   296 4925 4769  4  4 92  0  0  0
 1  0   2328 1362288 402152 20422104    0    0     0    92 2716 2164  3  2 95  0  0  0
 0  0   2328 1362508 402152 20422128    0    0     0   200 3301 3529  3  2 94  0  0  0
 0  0   2328 1365580 402152 20422136    0    0     0   276 2372 1870  2  2 96  0  0  0
 0  0   2328 1364320 402152 20422188    0    0     0   104 2676 2091  3  2 95  0  0  0
 0  0   2328 1362308 402152 20422204    0    0     0   964 2421 1802  2  2 96  0  0  0
 0  0   2328 1359276 402152 20422376    0    0     0   160 3345 2809  3  3 93  0  0  0
 0  0   2328 1359528 402152 20422384    0    0     0   204 2554 2231  2  2 96  0  0  0
 0  0   2328 1366080 402152 20422424    0    0     0   144 2619 1976  6  2 92  0  0  0
 0  0   2328 1365072 402152 20422440    0    0     0   116 2425 2040  2  2 95  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0   2328 1369032 402152 20422472    0    0     0   268 2653 2228  2  2 96  0  0  0
 0  0   2328 1376264 402152 20422496    0    0     0  1072 4209 3001  4  4 91  0  0  0
 0  0   2328 1374500 402152 20422552    0    0     0   108 2176 1869  2  2 97  0  0  0
 0  0   2328 1372484 402152 20422568    0    0     0   360 2595 2297  2  2 96  0  0  0
 0  0   2328 1372484 402152 20422596    0    0     0   104 2283 2010  2  2 96  0  0  0
 0  0   2328 1383008 402152 20422620    0    0     0   264 2286 1848  2  2 96  0  0  0
 0  0   2328 1378072 402152 20422656    0    0     0   152 3524 2770  4  4 92  0  0  0
 0  0   2328 1379904 402152 20422672    0    0     0   716 2628 2065  2  2 96  0  0  0
 0  0   2328 1377164 402152 20422696    0    0     0   264 2572 2086  3  2 95  0  0  0
 0  0   2328 1376156 402152 20422724    0    0     0   172 2331 1915  2  2 96  0  0  0
 0  0   2328 1366188 402152 20422756    0    0     0   244 4433 5012  3  2 94  0  0  0
 2  0   2328 1369172 402152 20422788    0    0     0   156 3332 2746  3  3 94  0  0  0
 0  0   2328 1364664 402152 20422820    0    0     0    96 2658 2363  3  2 95  0  0  0
 0  0   2328 1371100 402152 20422856    0    0     0   396 4246 3992  4  3 93  0  0  0
 0  0   2328 1368640 402152 20422884    0    0     0   120 3811 3917  3  3 94  0  0  0
 0  0   2328 1386676 402152 20422892    0    0     0   284 2493 1951  2  2 96  0  0  0
 0  0   2328 1380416 402152 20422928    0    0     0   836 2593 2053  2  2 96  0  0  0
 0  0   2328 1378476 402152 20422952    0    0     0   132 3657 2834  4  4 92  0  0  0
 0  0   2328 1378988 402152 20422988    0    0     0   340 3236 3395  3  2 95  0  0  0
 0  0   2328 1385388 402152 20423000    0    0     0    80 2750 2350  2  2 96  0  0  0
 0  0   2328 1377612 402152 20423044    0    0     0   104 3914 3939  3  3 94  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0   2328 1382960 402152 20423060    0    0     0   232 2505 2065  2  2 96  0  0  0
 0  0   2328 1377740 402152 20423096    0    0     0  1112 3424 2633  3  3 93  0  0  0
 0  0   2328 1376984 402152 20423108    0    0     0   400 2831 2242  2  2 95  0  0  0
 0  0   2328 1375724 402152 20423156    0    0     0    96 2614 2036  6  2 92  0  0  0
 0  0   2328 1381032 402152 20423168    0    0     0    88 2202 1840  2  2 97  0  0  0
 0  0   2328 1376756 402152 20423196    0    0     0   248 2352 1982  2  2 96  0  0  0
 0  0   2328 1379196 402152 20423212    0    0     0   140 3776 2999  3  4 92  0  0  0
 0  0   2328 1376548 402152 20423256    0    0     0   904 2511 1895  2  2 96  0  0  0
 0  0   2328 1379524 402152 20423272    0    0     0   116 2547 2027  2  2 95  0  0  0
 0  0   2328 1375748 402152 20423300    0    0     0   112 2469 2175  2  2 97  0  0  0
 0  0   2328 1377180 402152 20423328    0    0     0   248 2384 2062  2  2 97  0  0  0
 0  0   2328 1368592 402152 20423376    0    0     0   168 3506 2817  4  4 92  0  0  0
 0  0   2328 1368656 402152 20423388    0    0     0   384 2587 2166  2  2 96  0  0  0
 0  0   2328 1368404 402152 20423432    0    0     0   100 2179 1902  2  2 96  0  0  0
 2  0   2328 1368404 402152 20423452    0    0     0    72 2178 1810  2  1 97  0  0  0
 1  0   2328 1367700 402152 20423492    0    0     0   248 2410 1937  2  2 96  0  0  0
 0  0   2328 1373168 402152 20423504    0    0     0   876 3172 2456  2  2 96  0  0  0
 0  0   2328 1364688 402152 20423556    0    0     0   356 3605 2938  4  3 93  0  0  0
 0  0   2328 1374108 402152 20423572    0    0     0    88 2582 1949  2  2 95  0  0  0
 0  0   2328 1369756 402152 20423620    0    0     0    96 4309 4849  3  2 95  0  0  0
 0  0   2328 1369196 402152 20423632    0    0     0    84 2401 1905  2  2 96  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0   2328 1366960 402152 20423668    0    0     0   104 2633 2324  2  2 96  0  0  0
 0  0   2328 1357776 402152 20423684    0    0     0  1204 5192 4773  5  4 90  0  0  0
 1  0   2328 1360544 402152 20423744    0    0     0   116 3179 3185  2  2 96  0  0  0
 0  0   2328 1356524 402152 20423752    0    0     0    80 2935 2706  2  2 96  0  0  0
 0  0   2328 1356272 402152 20423792    0    0     0   108 2170 1810  2  2 96  0  0  0
 0  0   2328 1355012 402152 20423800    0    0     0    88 2182 1778  2  2 96  0  0  0
 0  0   2328 1356956 402152 20423856    0    0     0   296 3316 2766  3  3 93  0  0  0
 0  0   2328 1362628 402152 20423864    0    0     0   708 2865 2125  3  2 95  0  0  0
 0  0   2328 1360460 402152 20423908    0    0     0   108 3963 4058  3  2 94  0  0  0
 0  0   2328 1358096 402152 20423920    0    0     0    84 2588 1965  6  2 92  0  0  0
 1  0   2328 1356968 402152 20423956    0    0     0   104 2266 2035  2  2 97  0  0  0
 1  0   2328 1352560 402152 20423972    0    0     0   280 3113 2585  3  3 93  0  0  0
 0  0   2328 1353204 402152 20424020    0    0     0    96 2327 1933  2  1 97  0  0  0
 0  0   2328 1355624 402152 20424032    0    0     0    88 2451 2041  2  2 96  0  0  0
 0  0   2328 1354368 402152 20424076    0    0     0   620 2205 1917  2  2 96  0  0  0
 0  0   2328 1352660 402152 20424092    0    0     0    88 2168 1840  2  2 97  0  0  0
 0  0   2328 1361872 402152 20424140    0    0     0  1008 2547 1955  2  2 95  0  0  0
 0  0   2328 1358348 402152 20424156    0    0     0   144 3518 2751  4  3 93  0  0  0
 0  0   2328 1359112 402152 20424184    0    0     0    96 2318 1978  2  2 96  0  0  0
 0  0   2328 1359616 402152 20424208    0    0     0    92 2660 2018  3  2 95  0  0  0
 0  0   2328 1362376 402152 20424228    0    0     0   248 2210 1722  2  2 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0   2328 1361624 402152 20424248    0    0     0   492 2350 1958  2  2 96  0  0  0
 0  0   2328 1359196 402152 20424420    0    0     0  1140 3630 2769  3  4 93  0  0  0
 0  0   2328 1359196 402152 20424432    0    0     0    80 2570 2069  2  2 96  0  0  0
 0  0   2328 1356688 402152 20424472    0    0     0   100 2476 1985  3  2 95  0  0  0
 1  0   2328 1359068 402152 20424480    0    0     0   348 2446 1916  2  2 96  0  0  0
 0  0   2328 1356864 402152 20424512    0    0     0   260 2550 2094  3  2 95  0  0  0
 0  0   2328 1350828 402152 20424544    0    0     0   168 3551 2657  3  4 93  0  0  0
 0  0   2328 1356324 402152 20424576    0    0     0   752 4668 4995  4  3 93  0  0  0
 0  0   2328 1363472 402152 20424600    0    0     0    84 2384 1967  2  2 96  0  0  0
 0  0   2328 1359380 402152 20424620    0    0     0   104 2932 2709  3  2 95  0  0  0
 0  0   2328 1374304 402152 20424652    0    0     0   228 3907 3827  4  3 94  0  0  0
 0  0   2328 1365976 402152 20424688    0    0     0   304 3627 3062  4  3 93  0  0  0
 0  0   2328 1375392 402152 20424732    0    0     0    88 4220 4365  3  3 93  0  0  0
 0  0   2328 1374412 402152 20424764    0    0     0   104 2484 2173  2  2 96  0  0  0
 2  0   2328 1374412 402152 20424796    0    0     0    88 2227 1846  2  2 96  0  0  0
 0  0   2328 1374412 402152 20424820    0    0     0   180 2413 1591  6  2 92  0  0  0
 0  0   2328 1373664 402152 20424836    0    0     0  1000 2565 1946  2  2 96  0  0  0
 0  0   2328 1363372 402152 20424876    0    0     0   156 5072 4943  4  4 91  0  0  0
 0  0   2328 1363120 402152 20424884    0    0     0    92 2691 2217  2  2 96  0  0  0
 1  0   2328 1359340 402152 20424928    0    0     0   104 2820 2338  3  2 94  0  0  0
 0  0   2328 1361280 402152 20424940    0    0     0    84 2478 2009  3  2 95  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0   2328 1358512 402152 20424976    0    0     0   364 2346 1878  2  2 96  0  0  0
 0  0   2328 1355820 402152 20424988    0    0     0  1036 3725 2804  4  4 92  0  0  0
 0  0   2328 1358540 402152 20425020    0    0     0   108 2358 1946  3  2 95  0  0  0
 0  0   2328 1356024 402152 20425032    0    0     0    80 2440 2212  2  2 96  0  0  0
 0  0   2328 1353756 402152 20425076    0    0     0   108 2333 1953  2  2 96  0  0  0
 0  0   2328 1361092 402152 20425084    0    0     0   204 2135 1743  2  2 97  0  0  0
 0  0   2328 1359848 402152 20425120    0    0     0   168 4230 3443  4  4 92  0  0  0
 0  0   2328 1365508 402152 20425132    0    0     0   768 2919 2322  2  2 95  0  0  0
 0  0   2328 1364500 402152 20425180    0    0     0   104 2295 2024  2  2 96  0  0  0
 0  0   2328 1361728 402152 20425196    0    0     0   100 2230 1796  2  2 96  0  0  0
 0  0   2328 1368088 402152 20425240    0    0     0   332 2755 2149  2  2 95  0  0  0
 0  0   2328 1365284 402152 20425268    0    0     0   148 3167 2409  3  3 93  0  0  0
 0  0   2328 1363584 402152 20425440    0    0     0   104 1962 1310  2  2 97  0  0  0
 0  0   2328 1361568 402152 20425448    0    0     0   628 2240 1564  2  2 96  0  0  0
 0  0   2328 1360084 402152 20425480    0    0     0   144 2248 1541  2  2 95  0  0  0
 0  0   2328 1368472 402152 20425496    0    0     0   216 2068 1378  2  2 96  0  0  0
 0  0   2328 1358376 402152 20425524    0    0     0   868 4422 4699  3  3 94  0  0  0
