Linux 6.8.0-55-generic (ubuntu) 	29/05/26 	_x86_64_	(8 CPU)

15:48:54     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:49:08     all    1,76    0,00    1,51    0,13    0,00    0,25    0,00    0,00    0,00   96,35
15:49:08       0    3,03    0,00    2,02    0,00    0,00    0,00    0,00    0,00    0,00   94,95
15:49:08       1    1,01    0,00    0,00    0,00    0,00    1,01    0,00    0,00    0,00   97,98
15:49:08       2    3,00    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   96,00
15:49:08       3    1,00    0,00    3,00    0,00    0,00    1,00    0,00    0,00    0,00   95,00
15:49:08       4    0,00    0,00    1,01    1,01    0,00    0,00    0,00    0,00    0,00   97,98
15:49:08       5    1,01    0,00    2,02    0,00    0,00    0,00    0,00    0,00    0,00   96,97
15:49:08       6    4,04    0,00    2,02    0,00    0,00    0,00    0,00    0,00    0,00   93,94
15:49:08       7    1,00    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   98,00

15:49:08     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:49:09     all    1,76    0,00    1,64    0,25    0,00    0,13    0,00    0,00    0,00   96,23
15:49:09       0    1,01    0,00    2,02    0,00    0,00    0,00    0,00    0,00    0,00   96,97
15:49:09       1    1,01    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   95,96
15:49:09       2    1,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,98
15:49:09       3    1,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,98
15:49:09       4    1,01    0,00    1,01    0,00    0,00    1,01    0,00    0,00    0,00   96,97
15:49:09       5    1,00    0,00    1,00    1,00    0,00    0,00    0,00    0,00    0,00   97,00
15:49:09       6    7,00    0,00    3,00    1,00    0,00    0,00    0,00    0,00    0,00   89,00
15:49:09       7    1,00    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   98,00

15:49:09     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:49:10     all    1,38    0,00    1,51    0,00    0,00    0,50    0,00    0,00    0,00   96,60
15:49:10       0    0,00    0,00    2,00    0,00    0,00    1,00    0,00    0,00    0,00   97,00
15:49:10       1    0,00    0,00    1,01    0,00    0,00    1,01    0,00    0,00    0,00   97,98
15:49:10       2    1,01    0,00    2,02    0,00    0,00    0,00    0,00    0,00    0,00   96,97
15:49:10       3    1,00    0,00    1,00    0,00    0,00    1,00    0,00    0,00    0,00   97,00
15:49:10       4    1,00    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   98,00
15:49:10       5    1,01    0,00    2,02    0,00    0,00    1,01    0,00    0,00    0,00   95,96
15:49:10       6    4,04    0,00    2,02    0,00    0,00    0,00    0,00    0,00    0,00   93,94
15:49:10       7    3,03    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   95,96

15:49:10     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:49:11     all    3,15    0,00    3,15    0,13    0,00    0,13    0,00    0,00    0,00   93,45
