frame_index,adu_index,time_epoch,time_s,src_ip,dst_ip,src_port,dst_port,tcp_flags,tcp_seq,tcp_ack,direction,client_ip,server_ip,client_port,server_port,transaction_id,unit_id,function_code,function_base,function_name,is_exception,exception_code,exception_name,start_addr,quantity,byte_count,write_value,tcp_payload_bytes,adu_bytes,pdu_hex,parse_note,register_signature
21300,1,1780087930.0015066,194.25370383262634,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,PA,655888519,2098360255,Response,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,6,1,3,3,Read Holding Registers,False,,,,,246.0,,255,255,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
21301,1,1780087930.004951,194.25714826583862,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,PA,2098360255,655888774,Query,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,7,1,3,3,Read Holding Registers,False,,,125.0,88.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=125|qty=88
21302,1,1780087930.0102854,194.26248264312744,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,PA,655888774,2098360267,Response,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,7,1,3,3,Read Holding Registers,False,,,,,176.0,,185,185,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
21313,1,1780087930.8232722,195.07546949386597,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,PA,1689232542,3476853185,Query,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,15,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_020|U1|FC3|addr=0|qty=100
21314,1,1780087930.823408,195.07560515403748,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,PA,2444398884,109812892,Query,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,15,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_018|U1|FC3|addr=0|qty=100
21317,1,1780087930.828259,195.08045625686646,PRIVATE_IP_018,PRIVATE_IP_001,502,38884,PA,109812892,2444398896,Response,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,15,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_018|U1|FC3|no_addr
21319,1,1780087930.82845,195.08064723014832,PRIVATE_IP_020,PRIVATE_IP_001,502,44326,PA,3476853185,1689232554,Response,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,15,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_020|U1|FC3|no_addr
21321,1,1780087930.8417716,195.09396886825562,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,PA,917165177,659752059,Query,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,15,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_019|U1|FC3|addr=0|qty=100
21322,1,1780087930.8463943,195.09859156608582,PRIVATE_IP_019,PRIVATE_IP_001,502,59748,PA,659752059,917165189,Response,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,15,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_019|U1|FC3|no_addr
21340,1,1780087930.958037,195.21023416519165,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,PA,2556265288,138319916,Query,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,15,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_017|U1|FC3|addr=0|qty=100
21352,1,1780087930.9604266,195.21262383460999,PRIVATE_IP_001,PRIVATE_IP_015,59144,502,PA,3339726837,2113727558,Query,PRIVATE_IP_001,PRIVATE_IP_015,59144,502,167,1,3,3,Read Holding Registers,False,,,1.0,1.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=1|qty=1
21363,1,1780087930.9638038,195.21600103378296,PRIVATE_IP_017,PRIVATE_IP_001,502,57898,PA,138319916,2556265300,Response,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,15,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_017|U1|FC3|no_addr
21369,1,1780087930.964539,195.2167363166809,PRIVATE_IP_001,PRIVATE_IP_022,53918,502,PA,3061730882,6012227,Query,PRIVATE_IP_001,PRIVATE_IP_022,53918,502,8,1,3,3,Read Holding Registers,False,,,0.0,36.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_022|U1|FC3|addr=0|qty=36
21370,1,1780087930.9645905,195.216787815094,PRIVATE_IP_001,PRIVATE_IP_014,39332,502,PA,2299194657,12479549,Query,PRIVATE_IP_001,PRIVATE_IP_014,39332,502,8,1,3,3,Read Holding Registers,False,,,0.0,22.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_014|U1|FC3|addr=0|qty=22
21374,1,1780087930.9667974,195.21899461746216,PRIVATE_IP_022,PRIVATE_IP_001,502,53918,PA,6012227,3061730894,Response,PRIVATE_IP_001,PRIVATE_IP_022,53918,502,8,1,3,3,Read Holding Registers,False,,,,,72.0,,81,81,REDACTED_PAYLOAD,ok,PRIVATE_IP_022|U1|FC3|no_addr
21385,1,1780087930.9737496,195.22594690322876,PRIVATE_IP_015,PRIVATE_IP_001,502,59144,PA,2113727558,3339726849,Response,PRIVATE_IP_001,PRIVATE_IP_015,59144,502,167,1,3,3,Read Holding Registers,False,,,,,2.0,,11,11,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
21387,1,1780087930.9755125,195.22770977020264,PRIVATE_IP_001,PRIVATE_IP_009,36786,502,PA,1132983633,15257444,Query,PRIVATE_IP_001,PRIVATE_IP_009,36786,502,8,1,3,3,Read Holding Registers,False,,,0.0,22.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_009|U1|FC3|addr=0|qty=22
21389,1,1780087930.9770517,195.22924900054932,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,PA,1250296926,4223029020,Query,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,16,1,4,4,Read Input Registers,False,,,0.0,30.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_025|U1|FC4|addr=0|qty=30
21390,1,1780087930.9770887,195.22928595542908,PRIVATE_IP_001,PRIVATE_IP_015,59144,502,PA,3339726849,2113727569,Query,PRIVATE_IP_001,PRIVATE_IP_015,59144,502,168,1,3,3,Read Holding Registers,False,,,215.0,1.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=215|qty=1
21393,1,1780087930.9789095,195.23110675811768,PRIVATE_IP_025,PRIVATE_IP_001,502,36268,PA,4223029020,1250296938,Response,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,16,1,4,4,Read Input Registers,False,,,,,60.0,,69,69,REDACTED_PAYLOAD,ok,PRIVATE_IP_025|U1|FC4|no_addr
21395,1,1780087930.9825075,195.2347047328949,PRIVATE_IP_001,PRIVATE_IP_013,55738,502,PA,23868817,12879689,Query,PRIVATE_IP_001,PRIVATE_IP_013,55738,502,8,1,3,3,Read Holding Registers,False,,,0.0,22.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_013|U1|FC3|addr=0|qty=22
21396,1,1780087930.9825506,195.23474788665771,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,PA,3244928608,1281788207,Query,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,69,1,3,3,Read Holding Registers,False,,,0.0,75.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_021|U1|FC3|addr=0|qty=75
21397,1,1780087930.9829688,195.23516607284546,PRIVATE_IP_015,PRIVATE_IP_001,502,59144,PA,2113727569,3339726861,Response,PRIVATE_IP_001,PRIVATE_IP_015,59144,502,168,1,3,3,Read Holding Registers,False,,,,,2.0,,11,11,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
21399,1,1780087930.9859629,195.23816013336182,PRIVATE_IP_014,PRIVATE_IP_001,502,39332,PA,12479549,2299194669,Response,PRIVATE_IP_001,PRIVATE_IP_014,39332,502,8,1,3,3,Read Holding Registers,False,,,,,44.0,,53,53,REDACTED_PAYLOAD,ok,PRIVATE_IP_014|U1|FC3|no_addr
21401,1,1780087930.9887908,195.24098801612854,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,PA,2098360267,655888959,Query,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,8,1,3,3,Read Holding Registers,False,,,301.0,22.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=301|qty=22
21402,1,1780087930.9903402,195.24253749847412,PRIVATE_IP_021,PRIVATE_IP_001,502,43314,PA,1281788207,3244928620,Response,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,69,1,3,3,Read Holding Registers,False,,,,,150.0,,159,159,REDACTED_PAYLOAD,ok,PRIVATE_IP_021|U1|FC3|no_addr
21404,1,1780087930.9927177,195.24491500854492,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,PA,3244928620,1281788366,Query,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,70,1,3,3,Read Holding Registers,False,,,3.0,1.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_021|U1|FC3|addr=3|qty=1
21405,1,1780087930.9938293,195.2460265159607,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,PA,655888959,2098360279,Response,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,8,1,3,3,Read Holding Registers,False,,,,,44.0,,53,53,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
21407,1,1780087930.9962256,195.24842286109924,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,PA,2098360279,655889012,Query,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,9,1,3,3,Read Holding Registers,False,,,2.0,123.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=2|qty=123
21408,1,1780087930.9981427,195.2503399848938,PRIVATE_IP_021,PRIVATE_IP_001,502,43314,PA,1281788366,3244928632,Response,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,70,1,3,3,Read Holding Registers,False,,,,,2.0,,11,11,REDACTED_PAYLOAD,ok,PRIVATE_IP_021|U1|FC3|no_addr
21409,1,1780087930.999613,195.25181031227112,PRIVATE_IP_009,PRIVATE_IP_001,502,36786,PA,15257444,1132983645,Response,PRIVATE_IP_001,PRIVATE_IP_009,36786,502,8,1,3,3,Read Holding Registers,False,,,,,44.0,,53,53,REDACTED_PAYLOAD,ok,PRIVATE_IP_009|U1|FC3|no_addr
21411,1,1780087931.0000124,195.2522096633911,PRIVATE_IP_013,PRIVATE_IP_001,502,55738,PA,12879689,23868829,Response,PRIVATE_IP_001,PRIVATE_IP_013,55738,502,8,1,3,3,Read Holding Registers,False,,,,,44.0,,53,53,REDACTED_PAYLOAD,ok,PRIVATE_IP_013|U1|FC3|no_addr
21413,1,1780087931.001294,195.25349116325378,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,PA,655889012,2098360291,Response,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,9,1,3,3,Read Holding Registers,False,,,,,246.0,,255,255,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
21414,1,1780087931.0019054,195.25410270690918,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,PA,3244928632,1281788377,Query,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,71,1,3,3,Read Holding Registers,False,,,97.0,1.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_021|U1|FC3|addr=97|qty=1
21415,1,1780087931.0051048,195.25730204582214,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,PA,2098360291,655889267,Query,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,10,1,3,3,Read Holding Registers,False,,,125.0,88.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=125|qty=88
21416,1,1780087931.0101473,195.26234459877014,PRIVATE_IP_021,PRIVATE_IP_001,502,43314,PA,1281788377,3244928644,Response,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,71,1,3,3,Read Holding Registers,False,,,,,2.0,,11,11,REDACTED_PAYLOAD,ok,PRIVATE_IP_021|U1|FC3|no_addr
21417,1,1780087931.0140643,195.2662615776062,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,PA,655889267,2098360303,Response,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,10,1,3,3,Read Holding Registers,False,,,,,176.0,,185,185,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
21430,1,1780087931.8245444,196.07674169540405,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,PA,1689232554,3476853394,Query,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,16,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_020|U1|FC3|addr=0|qty=100
21431,1,1780087931.8246784,196.0768756866455,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,PA,2444398896,109813101,Query,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,16,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_018|U1|FC3|addr=0|qty=100
21433,1,1780087931.8286324,196.08082962036133,PRIVATE_IP_020,PRIVATE_IP_001,502,44326,PA,3476853394,1689232566,Response,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,16,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_020|U1|FC3|no_addr
21435,1,1780087931.8293836,196.08158087730408,PRIVATE_IP_018,PRIVATE_IP_001,502,38884,PA,109813101,2444398908,Response,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,16,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_018|U1|FC3|no_addr
21438,1,1780087931.8414924,196.0936896800995,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,PA,917165189,659752268,Query,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,16,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_019|U1|FC3|addr=0|qty=100
21439,1,1780087931.8461099,196.09830713272095,PRIVATE_IP_019,PRIVATE_IP_001,502,59748,PA,659752268,917165201,Response,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,16,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_019|U1|FC3|no_addr
21457,1,1780087931.9619474,196.21414470672607,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,PA,2556265300,138320125,Query,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,16,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_017|U1|FC3|addr=0|qty=100
21478,1,1780087931.9646888,196.21688604354858,PRIVATE_IP_001,PRIVATE_IP_018,38980,502,PA,1198449343,1313022543,Query,PRIVATE_IP_001,PRIVATE_IP_018,38980,502,135,1,3,3,Read Holding Registers,False,,,53.0,1.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_018|U1|FC3|addr=53|qty=1
21479,1,1780087931.9647398,196.2169370651245,PRIVATE_IP_001,PRIVATE_IP_017,57952,502,PA,3481320974,1651346949,Query,PRIVATE_IP_001,PRIVATE_IP_017,57952,502,135,1,3,3,Read Holding Registers,False,,,24.0,1.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_017|U1|FC3|addr=24|qty=1
21480,1,1780087931.9647944,196.21699166297913,PRIVATE_IP_001,PRIVATE_IP_019,59746,502,PA,1024051288,3253430809,Query,PRIVATE_IP_001,PRIVATE_IP_019,59746,502,137,1,3,3,Read Holding Registers,False,,,0.0,76.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_019|U1|FC3|addr=0|qty=76
21481,1,1780087931.9648364,196.21703362464905,PRIVATE_IP_001,PRIVATE_IP_016,34020,502,PA,1278068103,557857518,Query,PRIVATE_IP_001,PRIVATE_IP_016,34020,502,103,1,3,3,Read Holding Registers,False,,,1.0,1.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_016|U1|FC3|addr=1|qty=1
21483,1,1780087931.9668639,196.21906113624573,PRIVATE_IP_017,PRIVATE_IP_001,502,57898,PA,138320125,2556265312,Response,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,16,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_017|U1|FC3|no_addr
21495,1,1780087931.9687939,196.22099113464355,PRIVATE_IP_019,PRIVATE_IP_001,502,59746,PA,3253430809,1024051300,Response,PRIVATE_IP_001,PRIVATE_IP_019,59746,502,137,1,3,3,Read Holding Registers,False,,,,,152.0,,161,161,REDACTED_PAYLOAD,ok,PRIVATE_IP_019|U1|FC3|no_addr
21497,1,1780087931.9705029,196.22270011901855,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,PA,3244928644,1281788388,Query,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,72,1,3,3,Read Holding Registers,False,,,94.0,75.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_021|U1|FC3|addr=94|qty=75
21498,1,1780087931.9705524,196.222749710083,PRIVATE_IP_001,PRIVATE_IP_012,58538,502,PA,1828319997,9917982,Query,PRIVATE_IP_001,PRIVATE_IP_012,58538,502,96,1,3,3,Read Holding Registers,False,,,0.0,22.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_012|U1|FC3|addr=0|qty=22
21499,1,1780087931.9708452,196.22304248809814,PRIVATE_IP_018,PRIVATE_IP_001,502,38980,PA,1313022543,1198449355,Response,PRIVATE_IP_001,PRIVATE_IP_018,38980,502,135,1,3,3,Read Holding Registers,False,,,,,2.0,,11,11,REDACTED_PAYLOAD,ok,PRIVATE_IP_018|U1|FC3|no_addr
21506,1,1780087931.9725287,196.22472596168518,PRIVATE_IP_017,PRIVATE_IP_001,502,57952,PA,1651346949,3481320986,Response,PRIVATE_IP_001,PRIVATE_IP_017,57952,502,135,1,3,3,Read Holding Registers,False,,,,,2.0,,11,11,REDACTED_PAYLOAD,ok,PRIVATE_IP_017|U1|FC3|no_addr
21510,1,1780087931.9756417,196.2278389930725,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,PA,1250296938,4223029089,Query,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,17,1,4,4,Read Input Registers,False,,,0.0,30.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_025|U1|FC4|addr=0|qty=30
21511,1,1780087931.9775043,196.22970151901245,PRIVATE_IP_025,PRIVATE_IP_001,502,36268,PA,4223029089,1250296950,Response,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,17,1,4,4,Read Input Registers,False,,,,,60.0,,69,69,REDACTED_PAYLOAD,ok,PRIVATE_IP_025|U1|FC4|no_addr
21515,1,1780087931.9793754,196.23157262802124,PRIVATE_IP_021,PRIVATE_IP_001,502,43314,PA,1281788388,3244928656,Response,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,72,1,3,3,Read Holding Registers,False,,,,,150.0,,159,159,REDACTED_PAYLOAD,ok,PRIVATE_IP_021|U1|FC3|no_addr
21517,1,1780087931.9805791,196.23277640342712,PRIVATE_IP_016,PRIVATE_IP_001,502,34020,PA,557857518,1278068115,Response,PRIVATE_IP_001,PRIVATE_IP_016,34020,502,103,1,131,3,Exception of Read Holding Registers,True,2.0,Illegal Data Address,,,,,9,9,REDACTED_PAYLOAD,exception,PRIVATE_IP_016|U1|FC3|no_addr
21519,1,1780087931.988487,196.24068427085876,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,PA,2098360303,655889452,Query,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,11,1,3,3,Read Holding Registers,False,,,301.0,22.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=301|qty=22
21520,1,1780087931.9930794,196.24527668952942,PRIVATE_IP_012,PRIVATE_IP_001,502,58538,PA,9917982,1828320009,Response,PRIVATE_IP_001,PRIVATE_IP_012,58538,502,96,1,3,3,Read Holding Registers,False,,,,,44.0,,53,53,REDACTED_PAYLOAD,ok,PRIVATE_IP_012|U1|FC3|no_addr
21522,1,1780087931.9951255,196.24732279777527,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,PA,655889452,2098360315,Response,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,11,1,3,3,Read Holding Registers,False,,,,,44.0,,53,53,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
21524,1,1780087931.99749,196.24968719482422,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,PA,2098360315,655889505,Query,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,12,1,3,3,Read Holding Registers,False,,,2.0,123.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=2|qty=123
21525,1,1780087932.0023015,196.25449872016907,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,PA,655889505,2098360327,Response,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,12,1,3,3,Read Holding Registers,False,,,,,246.0,,255,255,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
21526,1,1780087932.0063167,196.25851392745972,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,PA,2098360327,655889760,Query,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,13,1,3,3,Read Holding Registers,False,,,125.0,88.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=125|qty=88
21527,1,1780087932.0131586,196.2653558254242,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,PA,655889760,2098360339,Response,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,13,1,3,3,Read Holding Registers,False,,,,,176.0,,185,185,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
21540,1,1780087932.824548,197.07674527168274,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,PA,1689232566,3476853603,Query,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,17,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_020|U1|FC3|addr=0|qty=100
21541,1,1780087932.824671,197.07686829566956,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,PA,2444398908,109813310,Query,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,17,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_018|U1|FC3|addr=0|qty=100
21542,1,1780087932.829387,197.08158421516418,PRIVATE_IP_018,PRIVATE_IP_001,502,38884,PA,109813310,2444398920,Response,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,17,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_018|U1|FC3|no_addr
21544,1,1780087932.8295574,197.08175468444824,PRIVATE_IP_020,PRIVATE_IP_001,502,44326,PA,3476853603,1689232578,Response,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,17,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_020|U1|FC3|no_addr
21549,1,1780087932.8430817,197.09527897834778,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,PA,917165201,659752477,Query,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,17,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_019|U1|FC3|addr=0|qty=100
21550,1,1780087932.8482776,197.10047483444214,PRIVATE_IP_019,PRIVATE_IP_001,502,59748,PA,659752477,917165213,Response,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,17,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_019|U1|FC3|no_addr
21568,1,1780087932.9635668,197.21576404571533,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,PA,2556265312,138320334,Query,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,17,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_017|U1|FC3|addr=0|qty=100
21585,1,1780087932.965963,197.2181601524353,PRIVATE_IP_001,PRIVATE_IP_015,59144,502,PA,3339726861,2113727580,Query,PRIVATE_IP_001,PRIVATE_IP_015,59144,502,169,1,3,3,Read Holding Registers,False,,,1.0,1.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=1|qty=1
21586,1,1780087932.9660132,197.2182104587555,PRIVATE_IP_001,PRIVATE_IP_022,53918,502,PA,3061730894,6012308,Query,PRIVATE_IP_001,PRIVATE_IP_022,53918,502,9,1,3,3,Read Holding Registers,False,,,0.0,36.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_022|U1|FC3|addr=0|qty=36
21587,1,1780087932.9660935,197.21829080581665,PRIVATE_IP_001,PRIVATE_IP_014,39332,502,PA,2299194669,12479602,Query,PRIVATE_IP_001,PRIVATE_IP_014,39332,502,9,1,3,3,Read Holding Registers,False,,,0.0,22.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_014|U1|FC3|addr=0|qty=22
21593,1,1780087932.9676354,197.2198326587677,PRIVATE_IP_017,PRIVATE_IP_001,502,57898,PA,138320334,2556265324,Response,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,17,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_017|U1|FC3|no_addr
21595,1,1780087932.9684997,197.22069692611694,PRIVATE_IP_022,PRIVATE_IP_001,502,53918,PA,6012308,3061730906,Response,PRIVATE_IP_001,PRIVATE_IP_022,53918,502,9,1,3,3,Read Holding Registers,False,,,,,72.0,,81,81,REDACTED_PAYLOAD,ok,PRIVATE_IP_022|U1|FC3|no_addr
21609,1,1780087932.9740365,197.22623372077942,PRIVATE_IP_001,PRIVATE_IP_009,36786,502,PA,1132983645,15257497,Query,PRIVATE_IP_001,PRIVATE_IP_009,36786,502,9,1,3,3,Read Holding Registers,False,,,0.0,22.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_009|U1|FC3|addr=0|qty=22
21611,1,1780087932.9757602,197.22795748710632,PRIVATE_IP_015,PRIVATE_IP_001,502,59144,PA,2113727580,3339726873,Response,PRIVATE_IP_001,PRIVATE_IP_015,59144,502,169,1,3,3,Read Holding Registers,False,,,,,2.0,,11,11,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
21613,1,1780087932.9773064,197.2295036315918,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,PA,1250296950,4223029158,Query,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,18,1,4,4,Read Input Registers,False,,,0.0,30.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_025|U1|FC4|addr=0|qty=30
