frame_index,adu_index,time_epoch,time_s,src_ip,dst_ip,src_port,dst_port,tcp_flags,tcp_seq,tcp_ack,direction,client_ip,server_ip,client_port,server_port,transaction_id,unit_id,function_code,function_base,function_name,is_exception,exception_code,exception_name,start_addr,quantity,byte_count,write_value,tcp_payload_bytes,adu_bytes,pdu_hex,parse_note,register_signature
10969,1,1780087837.8645399,102.11673712730408,PRIVATE_IP_017,PRIVATE_IP_001,502,57898,PA,138300479,2556264184,Response,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,178,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_017|U1|FC3|no_addr
11021,1,1780087837.9349604,102.18715763092041,PRIVATE_IP_001,PRIVATE_IP_018,38980,502,PA,1198448779,1313022026,Query,PRIVATE_IP_001,PRIVATE_IP_018,38980,502,88,1,3,3,Read Holding Registers,False,,,53.0,1.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_018|U1|FC3|addr=53|qty=1
11022,1,1780087837.9352415,102.18743872642517,PRIVATE_IP_001,PRIVATE_IP_017,57952,502,PA,3481320410,1651346432,Query,PRIVATE_IP_001,PRIVATE_IP_017,57952,502,88,1,3,3,Read Holding Registers,False,,,24.0,1.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_017|U1|FC3|addr=24|qty=1
11023,1,1780087837.9352868,102.1874840259552,PRIVATE_IP_001,PRIVATE_IP_019,59746,502,PA,1024050724,3253423242,Query,PRIVATE_IP_001,PRIVATE_IP_019,59746,502,90,1,3,3,Read Holding Registers,False,,,0.0,76.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_019|U1|FC3|addr=0|qty=76
11024,1,1780087837.935332,102.18752932548523,PRIVATE_IP_001,PRIVATE_IP_016,34020,502,PA,1278067539,557857095,Query,PRIVATE_IP_001,PRIVATE_IP_016,34020,502,56,1,3,3,Read Holding Registers,False,,,1.0,1.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_016|U1|FC3|addr=1|qty=1
11025,1,1780087837.9377246,102.18992185592651,PRIVATE_IP_018,PRIVATE_IP_001,502,38980,PA,1313022026,1198448791,Response,PRIVATE_IP_001,PRIVATE_IP_018,38980,502,88,1,3,3,Read Holding Registers,False,,,,,2.0,,11,11,REDACTED_PAYLOAD,ok,PRIVATE_IP_018|U1|FC3|no_addr
11029,1,1780087837.9394746,102.19167184829712,PRIVATE_IP_019,PRIVATE_IP_001,502,59746,PA,3253423242,1024050736,Response,PRIVATE_IP_001,PRIVATE_IP_019,59746,502,90,1,3,3,Read Holding Registers,False,,,,,152.0,,161,161,REDACTED_PAYLOAD,ok,PRIVATE_IP_019|U1|FC3|no_addr
11032,1,1780087837.9398549,102.19205212593079,PRIVATE_IP_017,PRIVATE_IP_001,502,57952,PA,1651346432,3481320422,Response,PRIVATE_IP_001,PRIVATE_IP_017,57952,502,88,1,3,3,Read Holding Registers,False,,,,,2.0,,11,11,REDACTED_PAYLOAD,ok,PRIVATE_IP_017|U1|FC3|no_addr
11036,1,1780087837.94164,102.19383716583252,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,PA,3244926388,1281772408,Query,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,140,1,3,3,Read Holding Registers,False,,,94.0,75.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_021|U1|FC3|addr=94|qty=75
11037,1,1780087837.9422581,102.19445538520813,PRIVATE_IP_001,PRIVATE_IP_012,58538,502,PA,1828319433,9915491,Query,PRIVATE_IP_001,PRIVATE_IP_012,58538,502,49,1,3,3,Read Holding Registers,False,,,0.0,22.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_012|U1|FC3|addr=0|qty=22
11039,1,1780087837.9488816,102.20107889175415,PRIVATE_IP_021,PRIVATE_IP_001,502,43314,PA,1281772408,3244926400,Response,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,140,1,3,3,Read Holding Registers,False,,,,,150.0,,159,159,REDACTED_PAYLOAD,ok,PRIVATE_IP_021|U1|FC3|no_addr
11041,1,1780087837.9499972,102.20219445228577,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,PA,1250295810,4223022603,Query,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,179,1,4,4,Read Input Registers,False,,,0.0,30.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_025|U1|FC4|addr=0|qty=30
11042,1,1780087837.9500535,102.20225071907043,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,PA,2098356919,655843110,Query,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,241,1,3,3,Read Holding Registers,False,,,301.0,22.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=301|qty=22
11043,1,1780087837.9511287,102.20332598686218,PRIVATE_IP_016,PRIVATE_IP_001,502,34020,PA,557857095,1278067551,Response,PRIVATE_IP_001,PRIVATE_IP_016,34020,502,56,1,131,3,Exception of Read Holding Registers,True,2.0,Illegal Data Address,,,,,9,9,REDACTED_PAYLOAD,exception,PRIVATE_IP_016|U1|FC3|no_addr
11045,1,1780087837.9519827,102.20418000221252,PRIVATE_IP_025,PRIVATE_IP_001,502,36268,PA,4223022603,1250295822,Response,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,179,1,4,4,Read Input Registers,False,,,,,60.0,,69,69,REDACTED_PAYLOAD,ok,PRIVATE_IP_025|U1|FC4|no_addr
11047,1,1780087837.9557214,102.20791864395142,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,PA,655843110,2098356931,Response,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,241,1,3,3,Read Holding Registers,False,,,,,44.0,,53,53,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
11049,1,1780087837.9575942,102.20979142189026,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,PA,2098356931,655843163,Query,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,242,1,3,3,Read Holding Registers,False,,,2.0,123.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=2|qty=123
11050,1,1780087837.9642086,102.21640586853027,PRIVATE_IP_012,PRIVATE_IP_001,502,58538,PA,9915491,1828319445,Response,PRIVATE_IP_001,PRIVATE_IP_012,58538,502,49,1,3,3,Read Holding Registers,False,,,,,44.0,,53,53,REDACTED_PAYLOAD,ok,PRIVATE_IP_012|U1|FC3|no_addr
11052,1,1780087837.9649677,102.21716499328613,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,PA,655843163,2098356943,Response,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,242,1,3,3,Read Holding Registers,False,,,,,246.0,,255,255,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
11053,1,1780087837.973062,102.22525930404663,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,PA,2098356943,655843418,Query,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,243,1,3,3,Read Holding Registers,False,,,125.0,88.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=125|qty=88
11054,1,1780087837.984686,102.23688316345215,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,PA,655843418,2098356955,Response,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,243,1,3,3,Read Holding Registers,False,,,,,176.0,,185,185,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
11057,1,1780087838.7892978,103.04149508476257,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,PA,1689231438,3476833957,Query,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,179,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_020|U1|FC3|addr=0|qty=100
11058,1,1780087838.7894201,103.04161739349365,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,PA,2444397780,109793664,Query,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,179,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_018|U1|FC3|addr=0|qty=100
11059,1,1780087838.7931352,103.04533243179321,PRIVATE_IP_020,PRIVATE_IP_001,502,44326,PA,3476833957,1689231450,Response,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,179,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_020|U1|FC3|no_addr
11061,1,1780087838.7953851,103.0475823879242,PRIVATE_IP_018,PRIVATE_IP_001,502,38884,PA,109793664,2444397792,Response,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,179,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_018|U1|FC3|no_addr
11063,1,1780087838.8068469,103.05904412269592,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,PA,917164073,659732831,Query,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,179,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_019|U1|FC3|addr=0|qty=100
11064,1,1780087838.8119016,103.06409883499146,PRIVATE_IP_019,PRIVATE_IP_001,502,59748,PA,659732831,917164085,Response,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,179,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_019|U1|FC3|no_addr
11066,1,1780087838.8605642,103.11276149749756,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,PA,2556264184,138300688,Query,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,179,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_017|U1|FC3|addr=0|qty=100
11067,1,1780087838.8654983,103.11769556999207,PRIVATE_IP_017,PRIVATE_IP_001,502,57898,PA,138300688,2556264196,Response,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,179,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_017|U1|FC3|no_addr
11106,1,1780087838.9276247,103.17982196807861,PRIVATE_IP_001,PRIVATE_IP_015,59144,502,PA,3339725733,2113726546,Query,PRIVATE_IP_001,PRIVATE_IP_015,59144,502,75,1,3,3,Read Holding Registers,False,,,1.0,1.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=1|qty=1
11120,1,1780087838.9332573,103.18545460700989,PRIVATE_IP_001,PRIVATE_IP_022,53918,502,PA,3061730330,6008501,Query,PRIVATE_IP_001,PRIVATE_IP_022,53918,502,218,1,3,3,Read Holding Registers,False,,,0.0,36.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_022|U1|FC3|addr=0|qty=36
11121,1,1780087838.9334145,103.18561172485352,PRIVATE_IP_001,PRIVATE_IP_014,39332,502,PA,2299194105,12477111,Query,PRIVATE_IP_001,PRIVATE_IP_014,39332,502,218,1,3,3,Read Holding Registers,False,,,0.0,22.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_014|U1|FC3|addr=0|qty=22
11125,1,1780087838.9354823,103.18767952919006,PRIVATE_IP_022,PRIVATE_IP_001,502,53918,PA,6008501,3061730342,Response,PRIVATE_IP_001,PRIVATE_IP_022,53918,502,218,1,3,3,Read Holding Registers,False,,,,,72.0,,81,81,REDACTED_PAYLOAD,ok,PRIVATE_IP_022|U1|FC3|no_addr
11127,1,1780087838.9355693,103.18776655197144,PRIVATE_IP_015,PRIVATE_IP_001,502,59144,PA,2113726546,3339725745,Response,PRIVATE_IP_001,PRIVATE_IP_015,59144,502,75,1,3,3,Read Holding Registers,False,,,,,2.0,,11,11,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
11131,1,1780087838.9386995,103.19089674949646,PRIVATE_IP_001,PRIVATE_IP_009,36786,502,PA,1132983081,15255006,Query,PRIVATE_IP_001,PRIVATE_IP_009,36786,502,218,1,3,3,Read Holding Registers,False,,,0.0,22.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_009|U1|FC3|addr=0|qty=22
11132,1,1780087838.9387763,103.19097352027893,PRIVATE_IP_001,PRIVATE_IP_013,55738,502,PA,23868265,12877251,Query,PRIVATE_IP_001,PRIVATE_IP_013,55738,502,218,1,3,3,Read Holding Registers,False,,,0.0,22.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_013|U1|FC3|addr=0|qty=22
11135,1,1780087838.9407024,103.19289970397949,PRIVATE_IP_001,PRIVATE_IP_015,59144,502,PA,3339725745,2113726557,Query,PRIVATE_IP_001,PRIVATE_IP_015,59144,502,76,1,3,3,Read Holding Registers,False,,,215.0,1.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=215|qty=1
11136,1,1780087838.942504,103.19470119476318,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,PA,3244926400,1281772567,Query,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,141,1,3,3,Read Holding Registers,False,,,0.0,75.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_021|U1|FC3|addr=0|qty=75
11137,1,1780087838.943399,103.19559621810913,PRIVATE_IP_015,PRIVATE_IP_001,502,59144,PA,2113726557,3339725757,Response,PRIVATE_IP_001,PRIVATE_IP_015,59144,502,76,1,3,3,Read Holding Registers,False,,,,,2.0,,11,11,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
11138,1,1780087838.948961,103.20115828514099,PRIVATE_IP_014,PRIVATE_IP_001,502,39332,PA,12477111,2299194117,Response,PRIVATE_IP_001,PRIVATE_IP_014,39332,502,218,1,3,3,Read Holding Registers,False,,,,,44.0,,53,53,REDACTED_PAYLOAD,ok,PRIVATE_IP_014|U1|FC3|no_addr
11140,1,1780087838.9498274,103.20202469825745,PRIVATE_IP_021,PRIVATE_IP_001,502,43314,PA,1281772567,3244926412,Response,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,141,1,3,3,Read Holding Registers,False,,,,,150.0,,159,159,REDACTED_PAYLOAD,ok,PRIVATE_IP_021|U1|FC3|no_addr
11142,1,1780087838.9514675,103.20366477966309,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,PA,1250295822,4223022672,Query,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,180,1,4,4,Read Input Registers,False,,,0.0,30.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_025|U1|FC4|addr=0|qty=30
11143,1,1780087838.9515471,103.2037444114685,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,PA,2098356955,655843603,Query,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,244,1,3,3,Read Holding Registers,False,,,301.0,22.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=301|qty=22
11144,1,1780087838.9526212,103.20481848716736,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,PA,3244926412,1281772726,Query,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,142,1,3,3,Read Holding Registers,False,,,3.0,1.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_021|U1|FC3|addr=3|qty=1
11145,1,1780087838.9535716,103.20576882362366,PRIVATE_IP_025,PRIVATE_IP_001,502,36268,PA,4223022672,1250295834,Response,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,180,1,4,4,Read Input Registers,False,,,,,60.0,,69,69,REDACTED_PAYLOAD,ok,PRIVATE_IP_025|U1|FC4|no_addr
11147,1,1780087838.956618,103.20881533622742,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,PA,655843603,2098356967,Response,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,244,1,3,3,Read Holding Registers,False,,,,,44.0,,53,53,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
11149,1,1780087838.957667,103.20986437797546,PRIVATE_IP_021,PRIVATE_IP_001,502,43314,PA,1281772726,3244926424,Response,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,142,1,3,3,Read Holding Registers,False,,,,,2.0,,11,11,REDACTED_PAYLOAD,ok,PRIVATE_IP_021|U1|FC3|no_addr
11150,1,1780087838.9587789,103.21097612380981,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,PA,2098356967,655843656,Query,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,245,1,3,3,Read Holding Registers,False,,,2.0,123.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=2|qty=123
11151,1,1780087838.9599583,103.21215558052063,PRIVATE_IP_009,PRIVATE_IP_001,502,36786,PA,15255006,1132983093,Response,PRIVATE_IP_001,PRIVATE_IP_009,36786,502,218,1,3,3,Read Holding Registers,False,,,,,44.0,,53,53,REDACTED_PAYLOAD,ok,PRIVATE_IP_009|U1|FC3|no_addr
11153,1,1780087838.9607837,103.21298098564148,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,PA,3244926424,1281772737,Query,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,143,1,3,3,Read Holding Registers,False,,,97.0,1.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_021|U1|FC3|addr=97|qty=1
11154,1,1780087838.9619203,103.21411752700806,PRIVATE_IP_013,PRIVATE_IP_001,502,55738,PA,12877251,23868277,Response,PRIVATE_IP_001,PRIVATE_IP_013,55738,502,218,1,3,3,Read Holding Registers,False,,,,,44.0,,53,53,REDACTED_PAYLOAD,ok,PRIVATE_IP_013|U1|FC3|no_addr
11156,1,1780087838.9665222,103.21871948242188,PRIVATE_IP_021,PRIVATE_IP_001,502,43314,PA,1281772737,3244926436,Response,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,143,1,3,3,Read Holding Registers,False,,,,,2.0,,11,11,REDACTED_PAYLOAD,ok,PRIVATE_IP_021|U1|FC3|no_addr
11157,1,1780087838.9668882,103.2190854549408,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,PA,655843656,2098356979,Response,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,245,1,3,3,Read Holding Registers,False,,,,,246.0,,255,255,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
11158,1,1780087838.9684076,103.22060489654541,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,PA,2098356979,655843911,Query,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,246,1,3,3,Read Holding Registers,False,,,125.0,88.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=125|qty=88
11159,1,1780087838.9719014,103.22409868240356,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,PA,655843911,2098356991,Response,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,246,1,3,3,Read Holding Registers,False,,,,,176.0,,185,185,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
11164,1,1780087839.79008,104.0422773361206,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,PA,1689231450,3476834166,Query,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,180,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_020|U1|FC3|addr=0|qty=100
11165,1,1780087839.790285,104.04248237609863,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,PA,2444397792,109793873,Query,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,180,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_018|U1|FC3|addr=0|qty=100
11166,1,1780087839.7942216,104.04641890525818,PRIVATE_IP_020,PRIVATE_IP_001,502,44326,PA,3476834166,1689231462,Response,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,180,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_020|U1|FC3|no_addr
11168,1,1780087839.7952394,104.04743671417236,PRIVATE_IP_018,PRIVATE_IP_001,502,38884,PA,109793873,2444397804,Response,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,180,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_018|U1|FC3|no_addr
11170,1,1780087839.8075826,104.05977988243103,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,PA,917164085,659733040,Query,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,180,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_019|U1|FC3|addr=0|qty=100
11171,1,1780087839.8127992,104.06499648094177,PRIVATE_IP_019,PRIVATE_IP_001,502,59748,PA,659733040,917164097,Response,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,180,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_019|U1|FC3|no_addr
11173,1,1780087839.8613327,104.113529920578,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,PA,2556264196,138300897,Query,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,180,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_017|U1|FC3|addr=0|qty=100
11174,1,1780087839.8666368,104.11883401870728,PRIVATE_IP_017,PRIVATE_IP_001,502,57898,PA,138300897,2556264208,Response,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,180,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_017|U1|FC3|no_addr
11226,1,1780087839.935129,104.18732619285583,PRIVATE_IP_001,PRIVATE_IP_018,38980,502,PA,1198448791,1313022037,Query,PRIVATE_IP_001,PRIVATE_IP_018,38980,502,89,1,3,3,Read Holding Registers,False,,,53.0,1.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_018|U1|FC3|addr=53|qty=1
11227,1,1780087839.9362686,104.18846583366394,PRIVATE_IP_001,PRIVATE_IP_017,57952,502,PA,3481320422,1651346443,Query,PRIVATE_IP_001,PRIVATE_IP_017,57952,502,89,1,3,3,Read Holding Registers,False,,,24.0,1.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_017|U1|FC3|addr=24|qty=1
11228,1,1780087839.9363256,104.18852281570435,PRIVATE_IP_001,PRIVATE_IP_019,59746,502,PA,1024050736,3253423403,Query,PRIVATE_IP_001,PRIVATE_IP_019,59746,502,91,1,3,3,Read Holding Registers,False,,,0.0,76.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_019|U1|FC3|addr=0|qty=76
11229,1,1780087839.936362,104.18855929374695,PRIVATE_IP_001,PRIVATE_IP_016,34020,502,PA,1278067551,557857104,Query,PRIVATE_IP_001,PRIVATE_IP_016,34020,502,57,1,3,3,Read Holding Registers,False,,,1.0,1.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_016|U1|FC3|addr=1|qty=1
11232,1,1780087839.939853,104.19205021858215,PRIVATE_IP_017,PRIVATE_IP_001,502,57952,PA,1651346443,3481320434,Response,PRIVATE_IP_001,PRIVATE_IP_017,57952,502,89,1,3,3,Read Holding Registers,False,,,,,2.0,,11,11,REDACTED_PAYLOAD,ok,PRIVATE_IP_017|U1|FC3|no_addr
11234,1,1780087839.9405627,104.19275999069214,PRIVATE_IP_019,PRIVATE_IP_001,502,59746,PA,3253423403,1024050748,Response,PRIVATE_IP_001,PRIVATE_IP_019,59746,502,91,1,3,3,Read Holding Registers,False,,,,,152.0,,161,161,REDACTED_PAYLOAD,ok,PRIVATE_IP_019|U1|FC3|no_addr
11236,1,1780087839.9406877,104.19288492202759,PRIVATE_IP_018,PRIVATE_IP_001,502,38980,PA,1313022037,1198448803,Response,PRIVATE_IP_001,PRIVATE_IP_018,38980,502,89,1,3,3,Read Holding Registers,False,,,,,2.0,,11,11,REDACTED_PAYLOAD,ok,PRIVATE_IP_018|U1|FC3|no_addr
11239,1,1780087839.9419508,104.19414806365967,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,PA,3244926436,1281772748,Query,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,144,1,3,3,Read Holding Registers,False,,,94.0,75.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_021|U1|FC3|addr=94|qty=75
11242,1,1780087839.9431422,104.19533944129944,PRIVATE_IP_001,PRIVATE_IP_012,58538,502,PA,1828319445,9915544,Query,PRIVATE_IP_001,PRIVATE_IP_012,58538,502,50,1,3,3,Read Holding Registers,False,,,0.0,22.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_012|U1|FC3|addr=0|qty=22
11244,1,1780087839.9496806,104.20187783241272,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,PA,1250295834,4223022741,Query,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,181,1,4,4,Read Input Registers,False,,,0.0,30.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_025|U1|FC4|addr=0|qty=30
11245,1,1780087839.9497585,104.20195579528809,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,PA,2098356991,655844096,Query,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,247,1,3,3,Read Holding Registers,False,,,301.0,22.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=301|qty=22
11246,1,1780087839.9507182,104.20291543006897,PRIVATE_IP_016,PRIVATE_IP_001,502,34020,PA,557857104,1278067563,Response,PRIVATE_IP_001,PRIVATE_IP_016,34020,502,57,1,131,3,Exception of Read Holding Registers,True,2.0,Illegal Data Address,,,,,9,9,REDACTED_PAYLOAD,exception,PRIVATE_IP_016|U1|FC3|no_addr
11248,1,1780087839.9517,104.20389723777771,PRIVATE_IP_025,PRIVATE_IP_001,502,36268,PA,4223022741,1250295846,Response,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,181,1,4,4,Read Input Registers,False,,,,,60.0,,69,69,REDACTED_PAYLOAD,ok,PRIVATE_IP_025|U1|FC4|no_addr
11250,1,1780087839.9544466,104.20664381980896,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,PA,655844096,2098357003,Response,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,247,1,3,3,Read Holding Registers,False,,,,,44.0,,53,53,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
11252,1,1780087839.9547381,104.2069354057312,PRIVATE_IP_021,PRIVATE_IP_001,502,43314,PA,1281772748,3244926448,Response,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,144,1,3,3,Read Holding Registers,False,,,,,150.0,,159,159,REDACTED_PAYLOAD,ok,PRIVATE_IP_021|U1|FC3|no_addr
11254,1,1780087839.9570248,104.20922207832336,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,PA,2098357003,655844149,Query,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,248,1,3,3,Read Holding Registers,False,,,2.0,123.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=2|qty=123
11255,1,1780087839.9628525,104.21504974365234,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,PA,655844149,2098357015,Response,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,248,1,3,3,Read Holding Registers,False,,,,,246.0,,255,255,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
