frame_index,time_s,src_ip,dst_ip,src_port,dst_port,direction,payload_bytes,syn,fin,rst,probable_retransmission,flags
17884,164.21097421646118,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,Query,12,0,0,0,0,PA
17885,164.2110414505005,PRIVATE_IP_001,PRIVATE_IP_012,58538,502,Query,12,0,0,0,0,PA
17886,164.2119278907776,PRIVATE_IP_015,PRIVATE_IP_001,502,45416,Response,0,0,1,0,0,FA
17887,164.21197056770325,PRIVATE_IP_001,PRIVATE_IP_015,45416,502,Query,0,0,0,0,0,A
17888,164.21249651908875,PRIVATE_IP_012,PRIVATE_IP_001,502,58538,Response,0,0,0,0,0,A
17889,164.21771025657654,PRIVATE_IP_021,PRIVATE_IP_001,502,43314,Response,159,0,0,0,0,PA
17890,164.21777868270874,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,Query,0,0,0,0,0,A
17891,164.22363901138306,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,Query,12,0,0,0,0,PA
17892,164.22597479820251,PRIVATE_IP_025,PRIVATE_IP_001,502,36268,Response,69,0,0,0,0,PA
17893,164.2260844707489,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,Query,0,0,0,0,0,A
17894,164.22855234146118,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,Query,12,0,0,0,0,PA
17895,164.23065948486328,PRIVATE_IP_012,PRIVATE_IP_001,502,58538,Response,53,0,0,0,0,PA
17896,164.23073959350586,PRIVATE_IP_001,PRIVATE_IP_012,58538,502,Query,0,0,0,0,0,A
17897,164.23377752304077,PRIVATE_IP_016,PRIVATE_IP_001,502,34020,Response,9,0,0,0,0,PA
17898,164.23385572433472,PRIVATE_IP_001,PRIVATE_IP_016,34020,502,Query,0,0,0,0,0,A
17899,164.23746275901794,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,Response,53,0,0,0,0,PA
17900,164.2375409603119,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,Query,0,0,0,0,0,A
17901,164.2408618927002,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,Query,12,0,0,0,0,PA
17902,164.24671077728271,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,Response,255,0,0,0,0,PA
17903,164.2488055229187,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,Query,12,0,0,0,0,PA
17904,164.25487899780273,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,Response,185,0,0,0,0,PA
17905,164.29548263549805,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,Query,0,0,0,0,0,A
17917,165.05939388275146,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,Query,12,0,0,0,0,PA
17918,165.0595452785492,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,Query,12,0,0,0,0,PA
17919,165.0650234222412,PRIVATE_IP_020,PRIVATE_IP_001,502,44326,Response,209,0,0,0,0,PA
17920,165.0651252269745,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,Query,0,0,0,0,0,A
17921,165.06518244743347,PRIVATE_IP_018,PRIVATE_IP_001,502,38884,Response,209,0,0,0,0,PA
17922,165.06522226333618,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,Query,0,0,0,0,0,A
17923,165.08400464057922,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,Query,12,0,0,0,0,PA
17924,165.0890519618988,PRIVATE_IP_019,PRIVATE_IP_001,502,59748,Response,209,0,0,0,0,PA
17925,165.0891432762146,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,Query,0,0,0,0,0,A
17928,165.1500370502472,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,Query,12,0,0,0,0,PA
17929,165.15562915802002,PRIVATE_IP_017,PRIVATE_IP_001,502,57898,Response,209,0,0,0,0,PA
17930,165.15571570396423,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,Query,0,0,0,0,0,A
17941,165.20681619644165,PRIVATE_IP_001,PRIVATE_IP_015,45428,502,Query,0,1,0,0,0,S
17942,165.20689797401428,PRIVATE_IP_001,PRIVATE_IP_017,34584,502,Query,0,1,0,0,0,S
17943,165.20694589614868,PRIVATE_IP_001,PRIVATE_IP_018,50886,502,Query,0,1,0,0,0,S
17944,165.20699501037598,PRIVATE_IP_001,PRIVATE_IP_020,53700,502,Query,0,1,0,0,0,S
17945,165.20703291893005,PRIVATE_IP_001,PRIVATE_IP_015,45438,502,Query,0,1,0,0,0,S
17946,165.20707964897156,PRIVATE_IP_001,PRIVATE_IP_021,57648,502,Query,0,1,0,0,0,S
17948,165.20967054367065,PRIVATE_IP_017,PRIVATE_IP_001,502,34584,Response,0,1,0,0,0,SA
17949,165.20973420143127,PRIVATE_IP_001,PRIVATE_IP_017,34584,502,Query,0,0,0,0,0,A
17950,165.2097773551941,PRIVATE_IP_015,PRIVATE_IP_001,502,45428,Response,0,1,0,0,0,SA
17951,165.20981740951538,PRIVATE_IP_001,PRIVATE_IP_015,45428,502,Query,0,0,0,0,0,A
17952,165.20985531806946,PRIVATE_IP_018,PRIVATE_IP_001,502,50886,Response,0,1,0,0,0,SA
17953,165.20988774299622,PRIVATE_IP_001,PRIVATE_IP_018,50886,502,Query,0,0,0,0,0,A
17954,165.20992517471313,PRIVATE_IP_020,PRIVATE_IP_001,502,53700,Response,0,1,0,0,0,SA
17955,165.20996117591858,PRIVATE_IP_001,PRIVATE_IP_020,53700,502,Query,0,0,0,0,0,A
17956,165.20999884605408,PRIVATE_IP_021,PRIVATE_IP_001,502,57648,Response,0,1,0,0,0,SA
17957,165.21003103256226,PRIVATE_IP_001,PRIVATE_IP_021,57648,502,Query,0,0,0,0,0,A
17959,165.21152997016907,PRIVATE_IP_015,PRIVATE_IP_001,502,45438,Response,0,1,0,0,0,SA
17960,165.21161317825317,PRIVATE_IP_001,PRIVATE_IP_015,45438,502,Query,0,0,0,0,0,A
17961,165.21167159080505,PRIVATE_IP_001,PRIVATE_IP_017,34584,502,Query,0,0,1,0,0,FA
17962,165.21173477172852,PRIVATE_IP_001,PRIVATE_IP_015,45428,502,Query,0,0,1,0,0,FA
17963,165.21178245544434,PRIVATE_IP_001,PRIVATE_IP_018,50886,502,Query,0,0,1,0,0,FA
17964,165.21182870864868,PRIVATE_IP_001,PRIVATE_IP_020,53700,502,Query,0,0,1,0,0,FA
17965,165.2118740081787,PRIVATE_IP_001,PRIVATE_IP_021,57648,502,Query,0,0,1,0,0,FA
17966,165.21255564689636,PRIVATE_IP_001,PRIVATE_IP_015,59144,502,Query,12,0,0,0,0,PA
17967,165.21260046958923,PRIVATE_IP_001,PRIVATE_IP_022,53918,502,Query,12,0,0,0,0,PA
17968,165.212628364563,PRIVATE_IP_001,PRIVATE_IP_014,39332,502,Query,12,0,0,0,0,PA
17969,165.21267318725586,PRIVATE_IP_001,PRIVATE_IP_015,45438,502,Query,0,0,1,0,0,FA
17970,165.2139790058136,PRIVATE_IP_014,PRIVATE_IP_001,502,39332,Response,0,0,0,0,0,A
17971,165.21412253379822,PRIVATE_IP_017,PRIVATE_IP_001,502,34584,Response,0,0,0,0,0,A
17972,165.21424102783203,PRIVATE_IP_020,PRIVATE_IP_001,502,53700,Response,0,0,0,0,0,A
17973,165.21430253982544,PRIVATE_IP_018,PRIVATE_IP_001,502,50886,Response,0,0,0,0,0,A
17974,165.21450567245483,PRIVATE_IP_021,PRIVATE_IP_001,502,57648,Response,0,0,0,0,0,A
17975,165.21462512016296,PRIVATE_IP_022,PRIVATE_IP_001,502,53918,Response,81,0,0,0,0,PA
17976,165.21468782424927,PRIVATE_IP_001,PRIVATE_IP_022,53918,502,Query,0,0,0,0,0,A
17977,165.2152874469757,PRIVATE_IP_015,PRIVATE_IP_001,502,45428,Response,0,0,0,0,0,A
17978,165.2154824733734,PRIVATE_IP_020,PRIVATE_IP_001,502,53700,Response,0,0,1,0,0,FA
17979,165.21552920341492,PRIVATE_IP_001,PRIVATE_IP_020,53700,502,Query,0,0,0,0,0,A
17980,165.21556901931763,PRIVATE_IP_017,PRIVATE_IP_001,502,34584,Response,0,0,1,0,0,FA
17981,165.21560096740723,PRIVATE_IP_001,PRIVATE_IP_017,34584,502,Query,0,0,0,0,0,A
17982,165.21599459648132,PRIVATE_IP_018,PRIVATE_IP_001,502,50886,Response,0,0,1,0,0,FA
17983,165.21603298187256,PRIVATE_IP_001,PRIVATE_IP_018,50886,502,Query,0,0,0,0,0,A
17984,165.21719026565552,PRIVATE_IP_015,PRIVATE_IP_001,502,45438,Response,0,0,0,0,0,A
17985,165.22000241279602,PRIVATE_IP_021,PRIVATE_IP_001,502,57648,Response,0,0,1,0,0,FA
17986,165.22005009651184,PRIVATE_IP_001,PRIVATE_IP_021,57648,502,Query,0,0,0,0,0,A
17987,165.22008895874023,PRIVATE_IP_015,PRIVATE_IP_001,502,59144,Response,0,0,0,0,0,A
17988,165.2255663871765,PRIVATE_IP_015,PRIVATE_IP_001,502,45428,Response,0,0,1,0,0,FA
17989,165.22559905052185,PRIVATE_IP_001,PRIVATE_IP_015,45428,502,Query,0,0,0,0,0,A
17990,165.22652459144592,PRIVATE_IP_015,PRIVATE_IP_001,502,59144,Response,11,0,0,0,0,PA
17991,165.22659158706665,PRIVATE_IP_001,PRIVATE_IP_015,59144,502,Query,0,0,0,0,0,A
17992,165.22730469703674,PRIVATE_IP_001,PRIVATE_IP_009,36786,502,Query,12,0,0,0,0,PA
17993,165.22745490074158,PRIVATE_IP_001,PRIVATE_IP_013,55738,502,Query,12,0,0,0,0,PA
17994,165.22751879692078,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,Query,12,0,0,0,0,PA
17995,165.22757649421692,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,Query,12,0,0,0,0,PA
17996,165.22795009613037,PRIVATE_IP_015,PRIVATE_IP_001,502,45438,Response,0,0,1,0,0,FA
17997,165.22800254821777,PRIVATE_IP_001,PRIVATE_IP_015,45438,502,Query,0,0,0,0,0,A
17998,165.2287573814392,PRIVATE_IP_009,PRIVATE_IP_001,502,36786,Response,0,0,0,0,0,A
17999,165.22881650924683,PRIVATE_IP_013,PRIVATE_IP_001,502,55738,Response,0,0,0,0,0,A
18000,165.2295479774475,PRIVATE_IP_025,PRIVATE_IP_001,502,36268,Response,69,0,0,0,0,PA
18001,165.22958946228027,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,Query,0,0,0,0,0,A
18002,165.2306158542633,PRIVATE_IP_001,PRIVATE_IP_015,59144,502,Query,12,0,0,0,0,PA
18003,165.23069167137146,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,Query,12,0,0,0,0,PA
18004,165.23246836662292,PRIVATE_IP_014,PRIVATE_IP_001,502,39332,Response,53,0,0,0,0,PA
18005,165.23258066177368,PRIVATE_IP_001,PRIVATE_IP_014,39332,502,Query,0,0,0,0,0,A
18006,165.23383593559265,PRIVATE_IP_021,PRIVATE_IP_001,502,43314,Response,159,0,0,0,0,PA
18007,165.23392367362976,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,Query,0,0,0,0,0,A
18008,165.23558688163757,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,Query,12,0,0,0,0,PA
18009,165.2386190891266,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,Response,53,0,0,0,0,PA
18010,165.23869252204895,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,Query,0,0,0,0,0,A
18011,165.24025535583496,PRIVATE_IP_015,PRIVATE_IP_001,502,59144,Response,11,0,0,0,0,PA
18012,165.24159836769104,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,Query,12,0,0,0,0,PA
18013,165.2434344291687,PRIVATE_IP_021,PRIVATE_IP_001,502,43314,Response,11,0,0,0,0,PA
18014,165.24637627601624,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,Query,12,0,0,0,0,PA
18015,165.24685430526733,PRIVATE_IP_013,PRIVATE_IP_001,502,55738,Response,53,0,0,0,0,PA
18016,165.24688816070557,PRIVATE_IP_001,PRIVATE_IP_013,55738,502,Query,0,0,0,0,0,A
18017,165.2475085258484,PRIVATE_IP_009,PRIVATE_IP_001,502,36786,Response,53,0,0,0,0,PA
18018,165.24753785133362,PRIVATE_IP_001,PRIVATE_IP_009,36786,502,Query,0,0,0,0,0,A
18019,165.24755883216858,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,Response,255,0,0,0,0,PA
18020,165.2497205734253,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,Query,12,0,0,0,0,PA
18021,165.25250506401062,PRIVATE_IP_021,PRIVATE_IP_001,502,43314,Response,11,0,0,0,0,PA
18022,165.25446343421936,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,Response,185,0,0,0,0,PA
18023,165.28054118156433,PRIVATE_IP_001,PRIVATE_IP_015,59144,502,Query,0,0,0,0,0,A
18024,165.28171181678772,PRIVATE_IP_001,PRIVATE_IP_011,49250,502,Query,0,1,0,0,0,S
18025,165.29352974891663,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,Query,0,0,0,0,0,A
18026,165.29552268981934,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,Query,0,0,0,0,0,A
18035,166.0586564540863,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,Query,12,0,0,0,0,PA
18036,166.05998921394348,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,Query,12,0,0,0,0,PA
18037,166.06389594078064,PRIVATE_IP_020,PRIVATE_IP_001,502,44326,Response,209,0,0,0,0,PA
18038,166.06399178504944,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,Query,0,0,0,0,0,A
18039,166.06573605537415,PRIVATE_IP_018,PRIVATE_IP_001,502,38884,Response,209,0,0,0,0,PA
18040,166.06582164764404,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,Query,0,0,0,0,0,A
18041,166.0838074684143,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,Query,12,0,0,0,0,PA
18042,166.08897280693054,PRIVATE_IP_019,PRIVATE_IP_001,502,59748,Response,209,0,0,0,0,PA
18043,166.0890872478485,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,Query,0,0,0,0,0,A
18046,166.14990425109863,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,Query,12,0,0,0,0,PA
18047,166.15472984313965,PRIVATE_IP_017,PRIVATE_IP_001,502,57898,Response,209,0,0,0,0,PA
18048,166.15480375289917,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,Query,0,0,0,0,0,A
18059,166.19150257110596,PRIVATE_IP_001,PRIVATE_IP_015,45448,502,Query,0,1,0,0,0,S
18060,166.19154906272888,PRIVATE_IP_001,PRIVATE_IP_017,34586,502,Query,0,1,0,0,0,S
18061,166.19157648086548,PRIVATE_IP_001,PRIVATE_IP_018,50902,502,Query,0,1,0,0,0,S
18062,166.19161558151245,PRIVATE_IP_001,PRIVATE_IP_020,53712,502,Query,0,1,0,0,0,S
18063,166.19163966178894,PRIVATE_IP_001,PRIVATE_IP_015,45452,502,Query,0,1,0,0,0,S
18064,166.1916627883911,PRIVATE_IP_001,PRIVATE_IP_021,57662,502,Query,0,1,0,0,0,S
18066,166.19467043876648,PRIVATE_IP_017,PRIVATE_IP_001,502,34586,Response,0,1,0,0,0,SA
18067,166.1947214603424,PRIVATE_IP_001,PRIVATE_IP_017,34586,502,Query,0,0,0,0,0,A
18068,166.19476175308228,PRIVATE_IP_015,PRIVATE_IP_001,502,45448,Response,0,1,0,0,0,SA
18069,166.1947979927063,PRIVATE_IP_001,PRIVATE_IP_015,45448,502,Query,0,0,0,0,0,A
18070,166.19483613967896,PRIVATE_IP_018,PRIVATE_IP_001,502,50902,Response,0,1,0,0,0,SA
18071,166.19487309455872,PRIVATE_IP_001,PRIVATE_IP_018,50902,502,Query,0,0,0,0,0,A
18072,166.1949107646942,PRIVATE_IP_020,PRIVATE_IP_001,502,53712,Response,0,1,0,0,0,SA
18073,166.19494533538818,PRIVATE_IP_001,PRIVATE_IP_020,53712,502,Query,0,0,0,0,0,A
18074,166.19529342651367,PRIVATE_IP_021,PRIVATE_IP_001,502,57662,Response,0,1,0,0,0,SA
18075,166.19533729553223,PRIVATE_IP_001,PRIVATE_IP_021,57662,502,Query,0,0,0,0,0,A
18077,166.19600796699524,PRIVATE_IP_001,PRIVATE_IP_017,34586,502,Query,0,0,1,0,0,FA
18078,166.1960747241974,PRIVATE_IP_001,PRIVATE_IP_015,45448,502,Query,0,0,1,0,0,FA
18079,166.1961133480072,PRIVATE_IP_001,PRIVATE_IP_018,50902,502,Query,0,0,1,0,0,FA
18080,166.1961522102356,PRIVATE_IP_001,PRIVATE_IP_020,53712,502,Query,0,0,1,0,0,FA
18081,166.19618844985962,PRIVATE_IP_001,PRIVATE_IP_021,57662,502,Query,0,0,1,0,0,FA
18082,166.19647669792175,PRIVATE_IP_015,PRIVATE_IP_001,502,45452,Response,0,1,0,0,0,SA
18083,166.196542263031,PRIVATE_IP_001,PRIVATE_IP_015,45452,502,Query,0,0,0,0,0,A
18084,166.19656705856323,PRIVATE_IP_001,PRIVATE_IP_015,45452,502,Query,0,0,1,0,0,FA
18085,166.19831585884094,PRIVATE_IP_017,PRIVATE_IP_001,502,34586,Response,0,0,0,0,0,A
18086,166.1984350681305,PRIVATE_IP_020,PRIVATE_IP_001,502,53712,Response,0,0,0,0,0,A
18087,166.1984977722168,PRIVATE_IP_021,PRIVATE_IP_001,502,57662,Response,0,0,0,0,0,A
18088,166.1985559463501,PRIVATE_IP_018,PRIVATE_IP_001,502,50902,Response,0,0,0,0,0,A
18089,166.19948387145996,PRIVATE_IP_015,PRIVATE_IP_001,502,45448,Response,0,0,0,0,0,A
18090,166.20034003257751,PRIVATE_IP_017,PRIVATE_IP_001,502,34586,Response,0,0,1,0,0,FA
18091,166.20041489601135,PRIVATE_IP_001,PRIVATE_IP_017,34586,502,Query,0,0,0,0,0,A
18092,166.2004678249359,PRIVATE_IP_020,PRIVATE_IP_001,502,53712,Response,0,0,1,0,0,FA
18093,166.200501203537,PRIVATE_IP_001,PRIVATE_IP_020,53712,502,Query,0,0,0,0,0,A
18094,166.2006058692932,PRIVATE_IP_018,PRIVATE_IP_001,502,50902,Response,0,0,1,0,0,FA
18095,166.20065999031067,PRIVATE_IP_001,PRIVATE_IP_018,50902,502,Query,0,0,0,0,0,A
18096,166.20072650909424,PRIVATE_IP_001,PRIVATE_IP_018,38980,502,Query,12,0,0,0,0,PA
18097,166.20076084136963,PRIVATE_IP_001,PRIVATE_IP_017,57952,502,Query,12,0,0,0,0,PA
18098,166.20077514648438,PRIVATE_IP_021,PRIVATE_IP_001,502,57662,Response,0,0,1,0,0,FA
18099,166.2007908821106,PRIVATE_IP_001,PRIVATE_IP_019,59746,502,Query,12,0,0,0,0,PA
18100,166.2008092403412,PRIVATE_IP_001,PRIVATE_IP_021,57662,502,Query,0,0,0,0,0,A
18101,166.20081973075867,PRIVATE_IP_001,PRIVATE_IP_016,34020,502,Query,12,0,0,0,0,PA
18102,166.20118856430054,PRIVATE_IP_015,PRIVATE_IP_001,502,45452,Response,0,0,0,0,0,A
18103,166.20494747161865,PRIVATE_IP_016,PRIVATE_IP_001,502,34020,Response,0,0,0,0,0,A
18104,166.2053108215332,PRIVATE_IP_018,PRIVATE_IP_001,502,38980,Response,11,0,0,0,0,PA
18105,166.20539808273315,PRIVATE_IP_001,PRIVATE_IP_018,38980,502,Query,0,0,0,0,0,A
18106,166.20555996894836,PRIVATE_IP_019,PRIVATE_IP_001,502,59746,Response,161,0,0,0,0,PA
18107,166.20560431480408,PRIVATE_IP_001,PRIVATE_IP_019,59746,502,Query,0,0,0,0,0,A
18108,166.20684099197388,PRIVATE_IP_015,PRIVATE_IP_001,502,45448,Response,0,0,1,0,0,FA
18109,166.20688652992249,PRIVATE_IP_001,PRIVATE_IP_015,45448,502,Query,0,0,0,0,0,A
18110,166.20700073242188,PRIVATE_IP_017,PRIVATE_IP_001,502,57952,Response,11,0,0,0,0,PA
18111,166.2070586681366,PRIVATE_IP_001,PRIVATE_IP_017,57952,502,Query,0,0,0,0,0,A
18112,166.2089126110077,PRIVATE_IP_015,PRIVATE_IP_001,502,45452,Response,0,0,1,0,0,FA
18113,166.20896172523499,PRIVATE_IP_001,PRIVATE_IP_015,45452,502,Query,0,0,0,0,0,A
18114,166.21125102043152,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,Query,12,0,0,0,0,PA
18115,166.21134114265442,PRIVATE_IP_001,PRIVATE_IP_012,58538,502,Query,12,0,0,0,0,PA
18116,166.21272778511047,PRIVATE_IP_012,PRIVATE_IP_001,502,58538,Response,0,0,0,0,0,A
18117,166.2167956829071,PRIVATE_IP_021,PRIVATE_IP_001,502,43314,Response,159,0,0,0,0,PA
18118,166.21686148643494,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,Query,0,0,0,0,0,A
18119,166.22570133209229,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,Query,12,0,0,0,0,PA
18120,166.22799158096313,PRIVATE_IP_025,PRIVATE_IP_001,502,36268,Response,69,0,0,0,0,PA
18121,166.22806859016418,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,Query,0,0,0,0,0,A
18122,166.22995376586914,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,Query,12,0,0,0,0,PA
18123,166.2316107749939,PRIVATE_IP_012,PRIVATE_IP_001,502,58538,Response,53,0,0,0,0,PA
18124,166.23167037963867,PRIVATE_IP_001,PRIVATE_IP_012,58538,502,Query,0,0,0,0,0,A
18125,166.23283863067627,PRIVATE_IP_016,PRIVATE_IP_001,502,34020,Response,9,0,0,0,0,PA
18126,166.23289394378662,PRIVATE_IP_001,PRIVATE_IP_016,34020,502,Query,0,0,0,0,0,A
18127,166.2344307899475,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,Response,53,0,0,0,0,PA
18128,166.23449444770813,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,Query,0,0,0,0,0,A
18129,166.23707842826843,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,Query,12,0,0,0,0,PA
18130,166.24188899993896,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,Response,255,0,0,0,0,PA
18131,166.24395155906677,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,Query,12,0,0,0,0,PA
18132,166.25061535835266,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,Response,185,0,0,0,0,PA
18133,166.29147267341614,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,Query,0,0,0,0,0,A
18134,166.34163165092468,PRIVATE_IP_001,PRIVATE_IP_011,49250,502,Query,0,1,0,0,0,S
18143,167.0599865913391,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,Query,12,0,0,0,0,PA
18144,167.0601246356964,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,Query,12,0,0,0,0,PA
18145,167.06387090682983,PRIVATE_IP_020,PRIVATE_IP_001,502,44326,Response,209,0,0,0,0,PA
18146,167.06397604942322,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,Query,0,0,0,0,0,A
18147,167.06490206718445,PRIVATE_IP_018,PRIVATE_IP_001,502,38884,Response,209,0,0,0,0,PA
18148,167.0649552345276,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,Query,0,0,0,0,0,A
18149,167.08409333229065,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,Query,12,0,0,0,0,PA
18150,167.08903574943542,PRIVATE_IP_019,PRIVATE_IP_001,502,59748,Response,209,0,0,0,0,PA
18151,167.08915328979492,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,Query,0,0,0,0,0,A
18154,167.15115571022034,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,Query,12,0,0,0,0,PA
18155,167.15468549728394,PRIVATE_IP_017,PRIVATE_IP_001,502,57898,Response,209,0,0,0,0,PA
18156,167.1547713279724,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,Query,0,0,0,0,0,A
18167,167.1962583065033,PRIVATE_IP_001,PRIVATE_IP_015,45458,502,Query,0,1,0,0,0,S
18168,167.19631576538086,PRIVATE_IP_001,PRIVATE_IP_017,34602,502,Query,0,1,0,0,0,S
18169,167.19634771347046,PRIVATE_IP_001,PRIVATE_IP_018,50904,502,Query,0,1,0,0,0,S
18170,167.19638991355896,PRIVATE_IP_001,PRIVATE_IP_020,53722,502,Query,0,1,0,0,0,S
18171,167.1964237689972,PRIVATE_IP_001,PRIVATE_IP_015,45462,502,Query,0,1,0,0,0,S
18172,167.19644856452942,PRIVATE_IP_001,PRIVATE_IP_021,57678,502,Query,0,1,0,0,0,S
18175,167.1994912624359,PRIVATE_IP_017,PRIVATE_IP_001,502,34602,Response,0,1,0,0,0,SA
18176,167.1995484828949,PRIVATE_IP_001,PRIVATE_IP_017,34602,502,Query,0,0,0,0,0,A
18177,167.19968914985657,PRIVATE_IP_015,PRIVATE_IP_001,502,45458,Response,0,1,0,0,0,SA
18178,167.1997320652008,PRIVATE_IP_001,PRIVATE_IP_015,45458,502,Query,0,0,0,0,0,A
18179,167.19977116584778,PRIVATE_IP_018,PRIVATE_IP_001,502,50904,Response,0,1,0,0,0,SA
18180,167.1998074054718,PRIVATE_IP_001,PRIVATE_IP_018,50904,502,Query,0,0,0,0,0,A
18181,167.19984555244446,PRIVATE_IP_020,PRIVATE_IP_001,502,53722,Response,0,1,0,0,0,SA
18182,167.19988775253296,PRIVATE_IP_001,PRIVATE_IP_020,53722,502,Query,0,0,0,0,0,A
18183,167.19989705085754,PRIVATE_IP_001,PRIVATE_IP_017,34602,502,Query,0,0,1,0,0,FA
18184,167.19994044303894,PRIVATE_IP_021,PRIVATE_IP_001,502,57678,Response,0,1,0,0,0,SA
18185,167.1999535560608,PRIVATE_IP_001,PRIVATE_IP_015,45458,502,Query,0,0,1,0,0,FA
18186,167.19997811317444,PRIVATE_IP_001,PRIVATE_IP_021,57678,502,Query,0,0,0,0,0,A
18187,167.20014786720276,PRIVATE_IP_001,PRIVATE_IP_018,50904,502,Query,0,0,1,0,0,FA
18188,167.20018887519836,PRIVATE_IP_001,PRIVATE_IP_020,53722,502,Query,0,0,1,0,0,FA
18189,167.20022344589233,PRIVATE_IP_001,PRIVATE_IP_021,57678,502,Query,0,0,1,0,0,FA
18190,167.20147681236267,PRIVATE_IP_015,PRIVATE_IP_001,502,45462,Response,0,1,0,0,0,SA
18191,167.20153403282166,PRIVATE_IP_001,PRIVATE_IP_015,45462,502,Query,0,0,0,0,0,A
18192,167.20175528526306,PRIVATE_IP_001,PRIVATE_IP_015,45462,502,Query,0,0,1,0,0,FA
18193,167.20318031311035,PRIVATE_IP_017,PRIVATE_IP_001,502,34602,Response,0,0,0,0,0,A
18194,167.20325350761414,PRIVATE_IP_020,PRIVATE_IP_001,502,53722,Response,0,0,0,0,0,A
18195,167.20355701446533,PRIVATE_IP_018,PRIVATE_IP_001,502,50904,Response,0,0,0,0,0,A
18196,167.203622341156,PRIVATE_IP_021,PRIVATE_IP_001,502,57678,Response,0,0,0,0,0,A
18197,167.20431232452393,PRIVATE_IP_015,PRIVATE_IP_001,502,45458,Response,0,0,0,0,0,A
18198,167.2051374912262,PRIVATE_IP_017,PRIVATE_IP_001,502,34602,Response,0,0,1,0,0,FA
18199,167.20519161224365,PRIVATE_IP_001,PRIVATE_IP_017,34602,502,Query,0,0,0,0,0,A
18200,167.20576333999634,PRIVATE_IP_018,PRIVATE_IP_001,502,50904,Response,0,0,1,0,0,FA
18201,167.20583510398865,PRIVATE_IP_001,PRIVATE_IP_018,50904,502,Query,0,0,0,0,0,A
18202,167.20622730255127,PRIVATE_IP_015,PRIVATE_IP_001,502,45462,Response,0,0,0,0,0,A
18203,167.20740342140198,PRIVATE_IP_020,PRIVATE_IP_001,502,53722,Response,0,0,1,0,0,FA
