Linux 6.8.0-55-generic (ubuntu) 	25/06/26 	_x86_64_	(8 CPU)

00:36:09        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
00:39:23        all      6,19      0,00      3,41      0,13      0,00      0,00      0,38      0,00      0,00     89,90
00:39:24        all      5,18      0,00      2,40      0,25      0,00      0,00      0,13      0,00      0,00     92,05
00:39:25        all      4,18      0,00      1,77      0,13      0,00      0,00      0,25      0,00      0,00     93,67
00:39:26        all      4,68      0,00      2,02      0,00      0,00      0,00      0,25      0,00      0,00     93,05
00:39:27        all      5,80      0,00      3,03      0,38      0,00      0,00      0,25      0,00      0,00     90,54
00:39:28        all     11,82      0,00      3,90      0,13      0,00      0,00      0,50      0,00      0,00     83,65
00:39:29        all      5,46      0,00      3,30      0,00      0,00      0,00      0,25      0,00      0,00     90,99
00:39:30        all      4,64      0,00      2,01      0,50      0,00      0,00      0,50      0,00      0,00     92,36
00:39:31        all      4,68      0,00      1,90      0,00      0,00      0,00      0,13      0,00      0,00     93,29
00:39:32        all      6,35      0,00      2,79      0,13      0,00      0,00      0,51      0,00      0,00     90,23
00:39:33        all      4,91      0,00      2,39      0,25      0,00      0,00      0,25      0,00      0,00     92,20
00:39:34        all      5,94      0,00      3,79      0,00      0,00      0,00      0,25      0,00      0,00     90,01
00:39:35        all      5,30      0,00      2,14      0,25      0,00      0,00      0,38      0,00      0,00     91,93
00:39:36        all      4,15      0,00      1,64      0,50      0,00      0,00      0,38      0,00      0,00     93,33
00:39:37        all      4,42      0,00      1,89      0,00      0,00      0,00      0,25      0,00      0,00     93,43
00:39:38        all      4,91      0,00      2,26      0,13      0,00      0,00      0,38      0,00      0,00     92,33
00:39:39        all      5,93      0,00      3,53      0,50      0,00      0,00      0,38      0,00      0,00     89,66
00:39:40        all      9,61      0,00      2,02      0,00      0,00      0,00      0,25      0,00      0,00     88,12
00:39:41        all      4,65      0,00      2,14      0,00      0,00      0,00      0,38      0,00      0,00     92,83
00:39:42        all      4,42      0,00      2,02      0,38      0,00      0,00      0,13      0,00      0,00     93,05
00:39:43        all      5,30      0,00      2,65      0,13      0,00      0,00      0,50      0,00      0,00     91,42
00:39:44        all      5,94      0,00      3,16      0,13      0,00      0,00      0,25      0,00      0,00     90,52
00:39:45        all      4,43      0,00      2,03      0,00      0,00      0,00      0,51      0,00      0,00     93,04
00:39:46        all      4,41      0,00      2,02      0,00      0,00      0,00      0,25      0,00      0,00     93,32
00:39:47        all      5,18      0,00      2,53      0,25      0,00      0,00      0,25      0,00      0,00     91,78
00:39:48        all      4,53      0,00      1,89      0,13      0,00      0,00      0,38      0,00      0,00     93,07
00:39:49        all      5,82      0,00      3,79      0,00      0,00      0,00      0,38      0,00      0,00     90,01
00:39:50        all      4,05      0,00      1,39      0,13      0,00      0,00      0,25      0,00      0,00     94,18
00:39:51        all      5,16      0,00      2,26      0,13      0,00      0,00      0,50      0,00      0,00     91,95
00:39:52        all      4,53      0,00      2,02      0,13      0,00      0,00      0,25      0,00      0,00     93,07
00:39:53        all      8,95      0,00      2,14      0,13      0,00      0,00      0,25      0,00      0,00     88,52
00:39:54        all      4,42      0,00      1,64      0,00      0,00      0,00      0,25      0,00      0,00     93,69
00:39:55        all      5,42      0,00      3,03      0,25      0,00      0,00      0,50      0,00      0,00     90,79
00:39:56        all      4,66      0,00      2,02      0,00      0,00      0,00      0,13      0,00      0,00     93,20
00:39:57        all      4,43      0,00      1,90      0,00      0,00      0,00      0,13      0,00      0,00     93,54
00:39:58        all      4,40      0,00      2,01      0,13      0,00      0,00      0,63      0,00      0,00     92,84
00:39:59        all      5,08      0,00      2,28      0,13      0,00      0,00      0,25      0,00      0,00     92,26
00:40:00        all      6,06      0,00      3,66      0,00      0,00      0,00      0,38      0,00      0,00     89,90
00:40:01        all      4,42      0,00      2,28      0,25      0,00      0,00      0,25      0,00      0,00     92,79
00:40:02        all      6,31      0,00      2,90      0,13      0,00      0,00      0,25      0,00      0,00     90,40
00:40:03        all      4,53      0,00      1,89      0,00      0,00      0,00      0,13      0,00      0,00     93,45
00:40:04        all      4,40      0,00      1,89      0,25      0,00      0,00      0,63      0,00      0,00     92,83
00:40:05        all     11,01      0,00      4,30      0,00      0,00      0,00      0,13      0,00      0,00     84,56
00:40:06        all      4,40      0,00      1,76      0,13      0,00      0,00      0,25      0,00      0,00     93,46
00:40:07        all      4,30      0,00      2,03      0,00      0,00      0,00      0,51      0,00      0,00     93,16
00:40:08        all      5,03      0,00      2,26      0,25      0,00      0,00      0,13      0,00      0,00     92,34
00:40:09        all      4,41      0,00      1,51      0,00      0,00      0,00      0,38      0,00      0,00     93,70
00:40:10        all      5,95      0,00      3,54      0,13      0,00      0,00      0,13      0,00      0,00     90,25
00:40:11        all      4,29      0,00      2,40      0,25      0,00      0,00      0,13      0,00      0,00     92,93
00:40:12        all      4,80      0,00      2,02      0,00      0,00      0,00      0,38      0,00      0,00     92,79
00:40:13        all      4,91      0,00      2,14      0,13      0,00      0,00      0,50      0,00      0,00     92,32
00:40:14        all      4,40      0,00      2,26      0,13      0,00      0,00      0,25      0,00      0,00     92,96
