procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0   4132 1516960 420504 21002400    0    0     0  1084 3387 2325  4  2 94  0  0  0
 0  0   4132 1515700 420504 21002432    0    0     0   108 3303 2399  5  2 93  0  0  0
 0  0   4132 1515700 420504 21002444    0    0     0   252 3070 2269  4  2 94  0  0  0
 0  0   4132 1514340 420508 21002484    0    0     0   524 3400 2511  4  2 93  0  0  0
 1  0   4132 1507316 420508 21002520    0    0     0    80 4314 4090  5  3 92  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0   4132 1512576 420508 21002556    0    0     0   280 4423 3274  6  4 89  0  0  0
 0  0   4132 1521856 420508 21002568    0    0     0   332 3423 2334  5  3 93  0  0  0
 0  0   4132 1519332 420508 21002624    0    0     0   380 5745 6154  6  3 91  0  0  0
 0  0   4132 1519152 420508 21002632    0    0     0   244 3108 2283  5  2 94  0  0  0
 0  0   4132 1518956 420508 21002668    0    0     0   368 3171 2169  5  3 93  0  0  0
 2  0   4132 1517736 420508 21002812    0    0     0  1144 5181 3625 11  5 84  0  0  0
 1  0   4132 1515972 420508 21002856    0    0     0   104 3194 2386  4  2 93  0  0  0
 0  0   4132 1515972 420508 21002864    0    0     0   476 3400 2689  4  2 93  0  0  0
 2  0   4132 1523460 420508 21002924    0    0     0   276 3475 2435  5  2 93  0  0  0
 0  0   4132 1519208 420508 21002948    0    0     0    80 2905 2067  4  2 94  0  0  0
 1  0   4132 1516184 420508 21002984    0    0     0   496 4741 3715  6  4 89  0  0  0
 1  0   4132 1516184 420508 21003008    0    0     0   628 3313 2268  4  2 94  0  0  0
 0  0   4132 1516184 420508 21003040    0    0     0   320 3430 2450  5  3 92  0  0  0
 0  0   4132 1514448 420508 21003060    0    0     0   212 4124 3661  5  2 92  0  0  0
 0  0   4132 1514448 420508 21003088    0    0     0   104 3083 2215  4  2 93  0  0  0
 0  0   4132 1514196 420508 21003104    0    0     0   976 4282 3093  5  4 90  0  0  0
 0  0   4132 1513692 420508 21003140    0    0     0   248 3367 2465  5  2 92  0  0  0
 0  0   4132 1517740 420508 21003156    0    0     0    84 5339 4473 11  3 86  0  0  0
 0  0   4132 1519176 420508 21003196    0    0     0   280 3696 2600  6  3 91  0  0  0
 1  0   4132 1527956 420508 21003220    0    0     0    80 3075 2205  4  3 93  0  0  0
 0  0   4132 1526020 420508 21003236    0    0     0   852 3608 2443  5  3 92  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0   4132 1521920 420508 21003408    0    0     0   348 4290 2938  6  4 90  0  0  0
 2  0   4132 1527172 420508 21003420    0    0     0   116 3594 2531  5  3 93  0  0  0
 0  0   4132 1525944 420508 21003452    0    0     0   248 3444 2481  5  2 93  0  0  0
 0  0   4132 1524180 420508 21003476    0    0     0   116 3384 2491  5  2 92  0  0  0
 1  0   4132 1524180 420508 21003512    0    0     0   116 2981 2136  4  2 93  0  0  0
 1  0   4132 1521844 420508 21003560    0    0     0  1396 4917 3626  6  5 89  0  0  0
 0  0   4132 1520644 420508 21003572    0    0     0   108 3493 2502  5  3 92  0  0  0
 2  0   4132 1530948 420508 21003616    0    0     0   128 3542 2515  5  2 93  0  0  0
 0  0   4132 1526416 420508 21003644    0    0     0    72 5072 4256 11  3 86  0  0  0
 0  0   4132 1527616 420508 21003656    0    0     0   132 3434 2419  5  3 92  0  0  0
 0  0   4132 1523876 420508 21003760    0    0     0   288 4434 3472  6  4 90  0  0  0
 3  0   4132 1513640 420508 21003800    0    0     0   144 7036 7176  7  4 89  0  0  0
