procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0   4132 1838996 420572 20818844    0    0     0   264 3065 1870  5  3 93  0  0  0
 0  0   4132 1837232 420572 20818856    0    0     0   156 2978 1800  5  2 93  0  0  0
 1  0   4132 1840876 420572 20818864    0    0     0   304 4431 3747  6  3 92  0  0  0
 2  0   4132 1838104 420572 20818880    0    0     0   848 3585 2104  9  3 88  0  0  0
 2  0   4132 1837060 420572 20818904    0    0     0   164 3935 2688  6  4 90  0  0  0
 1  0   4132 1837736 420572 20818924    0    0     0   312 3038 1926  5  3 92  0  0  0
 1  0   4132 1845848 420572 20818928    0    0     0   348 2896 1695  5  2 93  0  0  0
 1  0   4132 1844368 420572 20818952    0    0     0   112 2829 1740  5  2 93  0  0  0
 2  0   4132 1850192 420572 20818976    0    0     0    88 2775 1621  5  2 93  0  0  0
 2  0   4132 1845956 420572 20818984    0    0     0  1296 4230 2611  5  4 91  0  0  0
 1  0   4132 1843952 420572 20819000    0    0     0   240 2847 1732  5  2 93  0  0  0
 2  0   4132 1840676 420572 20819016    0    0     0   140 2894 1696  5  3 93  0  0  0
 1  0   4132 1839688 420572 20819044    0    0     0   336 2856 1659  4  2 93  0  0  0
 1  0   4132 1839600 420572 20819056    0    0     0   132 4415 3771  5  3 92  0  0  0
 1  0   4132 1835780 420572 20819096    0    0     0   132 3928 2498  6  4 90  0  0  0
 2  0   4132 1835888 420572 20819140    0    0     0  1264 3837 2259  9  2 89  0  0  0
 1  0   4132 1842944 420572 20819144    0    0     0    92 3252 2318  5  2 93  0  0  0
 1  0   4132 1841624 420572 20819164    0    0     0   112 3006 2067  5  2 93  0  0  0
 1  0   4132 1846624 420572 20819172    0    0     0    88 3001 2056  4  2 93  0  0  0
 2  0   4132 1840676 420572 20819188    0    0     0   424 4621 3257  7  4 89  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0   4132 1836876 420572 20819196    0    0     0   424 5925 6430  6  4 90  0  0  0
 3  0   4132 1841368 420572 20819216    0    0     0   116 4637 4190  6  3 91  0  0  0
 1  0   4132 1842128 420572 20819236    0    0     0   348 3124 2318  4  2 94  0  0  0
 2  0   4132 1840844 420572 20819240    0    0     0   124 3391 2379  5  2 93  0  0  0
 3  0   4132 1851244 420572 20819252    0    0     0   788 3153 2011  4  2 94  0  0  0
 2  0   4132 1838892 420576 20819264    0    0     0   996 6260 6019  8  5 87  0  0  0
 1  0   4132 1859528 420576 20819288    0    0     0    92 3503 2365  5  3 92  0  0  0
 1  0   4132 1858020 420576 20819296    0    0     0   112 3518 2451  9  2 89  0  0  0
 1  0   4132 1859848 420576 20819312    0    0     0   328 2997 2001  4  2 93  0  0  0
 1  0   4132 1856104 420576 20819320    0    0     0   112 3114 2128  5  2 93  0  0  0
 1  0   4132 1851356 420576 20819352    0    0     0  1384 4681 3190  6  4 90  0  0  0
 2  0   4132 1849880 420576 20819368    0    0     0   372 3320 2278  5  2 93  0  0  0
 5  0   4132 1854320 420576 20819392    0    0     0    72 3998 3361  5  3 92  0  0  0
 1  0   4132 1848600 420576 20819404    0    0     0   112 3982 3239  5  3 92  0  0  0
 1  0   4132 1851592 420576 20819424    0    0     0    72 3120 2170  4  2 94  0  0  0
 2  0   4132 1848284 420576 20819436    0    0     0   560 4486 3223  6  4 90  0  0  0
 1  0   4132 1846944 420576 20819452    0    0     0   864 3223 2345  4  2 94  0  0  0
 2  0   4132 1845180 420576 20819468    0    0     0   112 3134 2229  5  2 93  0  0  0
 1  0   4132 1847172 420576 20819476    0    0     0   328 3368 2085  9  2 89  0  0  0
 1  0   4132 1845664 420576 20819496    0    0     0   112 3137 2237  4  2 94  0  0  0
 1  0   4132 1844076 420576 20819508    0    0     0   412 4138 2919  6  4 90  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0   4132 1841636 420576 20819520    0    0     0   456 4405 3901  6  3 91  0  0  0
 1  0   4132 1853428 420576 20819528    0    0     0    80 3176 2234  4  2 93  0  0  0
 2  0   4132 1849684 420576 20819552    0    0     0   112 4882 4418  6  3 91  0  0  0
 1  0   4132 1849432 420576 20819560    0    0     0   336 3066 2187  4  2 94  0  0  0
 2  0   4132 1849180 420576 20819588    0    0     0  1200 3456 2308  4  2 93  0  0  0
 2  0   4132 1848548 420580 20819600    0    0     0   204 4362 3270  6  4 90  0  0  0
 2  0   4132 1846560 420580 20819648    0    0     0   368 3526 2517  5  3 92  0  0  0
 1  0   4132 1852636 420580 20819660    0    0     0    88 3096 2133  4  3 93  0  0  0
 1  0   4132 1850372 420580 20819684    0    0     0   112 3835 2577  9  3 88  0  0  0
