Linux 6.8.0-55-generic (ubuntu) 	24/06/26 	_x86_64_	(8 CPU)

16:03:31        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
16:04:28        all      6,56      0,00      4,29      0,25      0,00      0,00      0,38      0,00      0,00     88,52
16:04:29        all      5,84      0,00      3,05      0,51      0,00      0,00      0,13      0,00      0,00     90,47
16:04:30        all      4,41      0,00      2,02      0,13      0,00      0,00      0,38      0,00      0,00     93,07
16:04:31        all      4,77      0,00      2,39      0,00      0,00      0,00      0,25      0,00      0,00     92,59
16:04:32        all      5,32      0,00      2,41      0,00      0,00      0,00      0,25      0,00      0,00     92,03
16:04:33        all      5,80      0,00      4,16      0,13      0,00      0,00      0,13      0,00      0,00     89,79
16:04:34        all      5,80      0,00      2,14      0,00      0,00      0,00      0,50      0,00      0,00     91,55
16:04:35        all      4,80      0,00      2,02      0,25      0,00      0,00      0,25      0,00      0,00     92,67
16:04:36        all      4,90      0,00      2,26      0,13      0,00      0,00      0,25      0,00      0,00     92,46
16:04:37        all      5,30      0,00      2,27      0,00      0,00      0,00      0,25      0,00      0,00     92,18
16:04:38        all      9,28      0,00      2,51      0,25      0,00      0,00      0,38      0,00      0,00     87,58
16:04:39        all      6,05      0,00      3,15      0,13      0,00      0,00      0,25      0,00      0,00     90,42
16:04:40        all      4,68      0,00      2,41      0,00      0,00      0,00      0,38      0,00      0,00     92,53
16:04:41        all      4,66      0,00      1,89      0,13      0,00      0,00      0,38      0,00      0,00     92,95
16:04:42        all      5,03      0,00      1,76      0,13      0,00      0,00      0,13      0,00      0,00     92,96
16:04:43        all      4,29      0,00      2,27      0,00      0,00      0,00      0,25      0,00      0,00     93,18
16:04:44        all      5,55      0,00      3,15      0,25      0,00      0,00      0,13      0,00      0,00     90,92
16:04:45        all      4,79      0,00      2,27      0,00      0,00      0,00      0,25      0,00      0,00     92,69
16:04:46        all      4,55      0,00      2,02      0,13      0,00      0,00      0,25      0,00      0,00     93,05
16:04:47        all      4,53      0,00      2,02      0,13      0,00      0,00      0,38      0,00      0,00     92,95
16:04:48        all      5,42      0,00      2,27      0,00      0,00      0,00      0,50      0,00      0,00     91,80
16:04:49        all      6,04      0,00      3,65      0,25      0,00      0,00      0,50      0,00      0,00     89,56
16:04:50        all      8,83      0,00      2,02      0,13      0,00      0,00      0,13      0,00      0,00     88,90
16:04:51        all      4,69      0,00      1,90      0,00      0,00      0,00      0,13      0,00      0,00     93,28
16:04:52        all      4,68      0,00      1,64      0,00      0,00      0,00      0,25      0,00      0,00     93,43
16:04:53        all      4,28      0,00      2,01      0,13      0,00      0,00      0,25      0,00      0,00     93,33
16:04:54        all      6,96      0,00      3,67      0,13      0,00      0,00      0,25      0,00      0,00     88,99
16:04:55        all      6,29      0,00      3,65      0,13      0,00      0,00      0,50      0,00      0,00     89,43
16:04:56        all      5,58      0,00      2,79      0,13      0,00      0,00      0,13      0,00      0,00     91,38
16:04:57        all      4,04      0,00      1,64      0,13      0,00      0,00      0,13      0,00      0,00     94,07
16:04:58        all      4,68      0,00      1,77      0,00      0,00      0,00      0,25      0,00      0,00     93,29
16:04:59        all      4,41      0,00      1,77      0,13      0,00      0,00      0,13      0,00      0,00     93,57
16:05:00        all      8,20      0,00      4,92      0,13      0,00      0,00      0,38      0,00      0,00     86,38
16:05:01        all      4,79      0,00      2,77      0,00      0,00      0,00      0,25      0,00      0,00     92,18
