api,rtt_ms
PRIVATE_IP_021,6.275177
PRIVATE_IP_021,6.865025
PRIVATE_IP_021,6.018877
PRIVATE_IP_021,5.068064
PRIVATE_IP_021,8.794069
PRIVATE_IP_021,3.914833
PRIVATE_IP_021,4.851818
PRIVATE_IP_021,4.297018
PRIVATE_IP_021,16.999960
PRIVATE_IP_021,5.845070
PRIVATE_IP_021,6.217957
PRIVATE_IP_021,6.556988
PRIVATE_IP_021,5.614042
PRIVATE_IP_021,4.920006
PRIVATE_IP_021,4.819870
PRIVATE_IP_021,4.724026
PRIVATE_IP_021,11.619091
PRIVATE_IP_021,5.833864
PRIVATE_IP_021,6.808996
PRIVATE_IP_021,6.663799
PRIVATE_IP_021,7.771015
PRIVATE_IP_021,4.256964
PRIVATE_IP_021,5.435944
PRIVATE_IP_021,10.420084
PRIVATE_IP_021,13.324022
PRIVATE_IP_021,6.072044
PRIVATE_IP_021,6.078959
PRIVATE_IP_021,4.279137
PRIVATE_IP_021,4.117012
PRIVATE_IP_021,7.570028
PRIVATE_IP_021,4.967928
PRIVATE_IP_021,4.457951
PRIVATE_IP_021,2.992868
PRIVATE_IP_021,4.397154
PRIVATE_IP_021,7.532120
PRIVATE_IP_021,6.037951
PRIVATE_IP_021,8.665085
PRIVATE_IP_021,4.925966
PRIVATE_IP_021,7.111073
PRIVATE_IP_021,6.320000
PRIVATE_IP_021,14.337063
PRIVATE_IP_021,6.943941
PRIVATE_IP_021,6.819963
PRIVATE_IP_021,4.920959
PRIVATE_IP_021,5.546093
PRIVATE_IP_021,6.541014
PRIVATE_IP_021,8.415937
PRIVATE_IP_021,12.364149
PRIVATE_IP_021,11.483908
PRIVATE_IP_021,4.189968
PRIVATE_IP_021,4.081011
PRIVATE_IP_021,4.696131
PRIVATE_IP_021,7.602215
PRIVATE_IP_021,6.574154
PRIVATE_IP_021,6.320000
PRIVATE_IP_021,8.086920
PRIVATE_IP_021,7.200003
PRIVATE_IP_021,4.436970
PRIVATE_IP_021,5.020142
PRIVATE_IP_021,4.681110
PRIVATE_IP_021,4.550219
