api,signature,cycle_ms
PRIVATE_IP_021,FC3_addr3_qty1,1998.494864
PRIVATE_IP_021,FC3_addr97_qty1,1997.737169
PRIVATE_IP_021,FC3_addr0_qty86,1002.075195
PRIVATE_IP_021,FC3_addr94_qty86,1003.226995
PRIVATE_IP_021,FC3_addr94_qty75,2004.169941
PRIVATE_IP_021,FC3_addr0_qty86,1000.343800
PRIVATE_IP_021,FC3_addr94_qty86,997.891903
PRIVATE_IP_021,FC3_addr0_qty75,1999.820948
PRIVATE_IP_021,FC3_addr3_qty1,1999.946117
PRIVATE_IP_021,FC3_addr97_qty1,2005.083799
PRIVATE_IP_021,FC3_addr0_qty86,1002.312183
PRIVATE_IP_021,FC3_addr94_qty86,1004.297972
PRIVATE_IP_021,FC3_addr94_qty75,1996.406078
PRIVATE_IP_021,FC3_addr0_qty86,998.456001
PRIVATE_IP_021,FC3_addr94_qty86,998.916149
PRIVATE_IP_021,FC3_addr0_qty75,2002.552986
PRIVATE_IP_021,FC3_addr3_qty1,2003.006935
PRIVATE_IP_021,FC3_addr97_qty1,2000.533104
PRIVATE_IP_021,FC3_addr0_qty86,1000.123978
PRIVATE_IP_021,FC3_addr94_qty86,999.212980
PRIVATE_IP_021,FC3_addr94_qty75,2001.729965
PRIVATE_IP_021,FC3_addr0_qty86,1002.585888
PRIVATE_IP_021,FC3_addr94_qty86,1003.017902
PRIVATE_IP_021,FC3_addr0_qty75,2002.660036
PRIVATE_IP_021,FC3_addr3_qty1,2002.701998
PRIVATE_IP_021,FC3_addr97_qty1,2002.127886
PRIVATE_IP_021,FC3_addr0_qty86,999.287128
PRIVATE_IP_021,FC3_addr94_qty86,999.511957
PRIVATE_IP_021,FC3_addr94_qty75,1999.157906
PRIVATE_IP_021,FC3_addr0_qty86,999.608994
PRIVATE_IP_021,FC3_addr94_qty86,1002.858162
PRIVATE_IP_021,FC3_addr0_qty75,2000.509024
PRIVATE_IP_021,FC3_addr3_qty1,2001.537085
PRIVATE_IP_021,FC3_addr97_qty1,2003.682137
PRIVATE_IP_021,FC3_addr0_qty86,1001.274824
PRIVATE_IP_021,FC3_addr94_qty86,996.967793
PRIVATE_IP_021,FC3_addr94_qty75,2000.746012
PRIVATE_IP_021,FC3_addr0_qty86,1000.232220
PRIVATE_IP_021,FC3_addr94_qty86,1002.208233
PRIVATE_IP_021,FC3_addr0_qty75,2003.609896
PRIVATE_IP_021,FC3_addr3_qty1,2007.037878
PRIVATE_IP_021,FC3_addr97_qty1,2003.223896
PRIVATE_IP_021,FC3_addr0_qty86,1000.087976
PRIVATE_IP_021,FC3_addr94_qty86,1002.066851
PRIVATE_IP_021,FC3_addr94_qty75,2003.327131
PRIVATE_IP_021,FC3_addr0_qty86,1000.168800
PRIVATE_IP_021,FC3_addr94_qty86,1001.129150
PRIVATE_IP_021,FC3_addr0_qty75,1996.783972
PRIVATE_IP_021,FC3_addr3_qty1,1994.956970
PRIVATE_IP_021,FC3_addr97_qty1,1997.666121
PRIVATE_IP_021,FC3_addr0_qty86,1000.993013
PRIVATE_IP_021,FC3_addr94_qty86,1000.595808
PRIVATE_IP_021,FC3_addr94_qty75,2010.007858
PRIVATE_IP_021,FC3_addr0_qty86,1004.324198
PRIVATE_IP_021,FC3_addr94_qty86,1000.321150
PRIVATE_IP_021,FC3_addr0_qty75,2003.472090
PRIVATE_IP_021,FC3_addr3_qty1,2001.331091
PRIVATE_IP_021,FC3_addr97_qty1,2002.403975
PRIVATE_IP_021,FC3_addr0_qty86,997.021914
PRIVATE_IP_021,FC3_addr94_qty86,997.553825
PRIVATE_IP_021,FC3_addr94_qty75,2000.096083
PRIVATE_IP_021,FC3_addr0_qty86,1000.907898
PRIVATE_IP_021,FC3_addr94_qty86,1002.090216
PRIVATE_IP_021,FC3_addr0_qty75,1997.722864
PRIVATE_IP_021,FC3_addr3_qty1,2000.269890
PRIVATE_IP_021,FC3_addr97_qty1,1997.807026
PRIVATE_IP_021,FC3_addr0_qty86,1000.877142
PRIVATE_IP_021,FC3_addr94_qty86,1001.764774
PRIVATE_IP_021,FC3_addr94_qty75,2000.411987
PRIVATE_IP_021,FC3_addr0_qty86,1000.540972
PRIVATE_IP_021,FC3_addr94_qty86,1000.753164
PRIVATE_IP_021,FC3_addr0_qty75,2001.203060
PRIVATE_IP_021,FC3_addr3_qty1,2004.538059
PRIVATE_IP_021,FC3_addr97_qty1,2003.535986
PRIVATE_IP_021,FC3_addr0_qty86,1000.530005
PRIVATE_IP_021,FC3_addr94_qty86,1000.417948
PRIVATE_IP_021,FC3_addr94_qty75,1999.511957
PRIVATE_IP_021,FC3_addr0_qty86,999.953032
PRIVATE_IP_021,FC3_addr94_qty86,999.142885
PRIVATE_IP_021,FC3_addr0_qty75,2002.766132
PRIVATE_IP_021,FC3_addr3_qty1,1997.175932
PRIVATE_IP_021,FC3_addr97_qty1,1998.770952
PRIVATE_IP_021,FC3_addr0_qty86,1003.732920
PRIVATE_IP_021,FC3_addr94_qty86,1003.084183
PRIVATE_IP_021,FC3_addr94_qty75,2007.854939
PRIVATE_IP_021,FC3_addr0_qty86,996.974945
PRIVATE_IP_021,FC3_addr94_qty86,994.819880
PRIVATE_IP_021,FC3_addr0_qty75,2003.632784
PRIVATE_IP_021,FC3_addr3_qty1,2005.484104
PRIVATE_IP_021,FC3_addr97_qty1,2005.849123
PRIVATE_IP_021,FC3_addr0_qty86,1002.268076
PRIVATE_IP_021,FC3_addr94_qty86,1004.707098
PRIVATE_IP_021,FC3_addr94_qty75,2000.313997
PRIVATE_IP_021,FC3_addr0_qty86,999.167919
PRIVATE_IP_021,FC3_addr94_qty86,998.554945
PRIVATE_IP_021,FC3_addr0_qty75,2000.676155
PRIVATE_IP_021,FC3_addr3_qty1,1996.509075
